county,town,office,district,party,candidate,votes
Litchfield,Barkhamsted,President,,Rep,George Bush,832
Litchfield,Barkhamsted,President,,Dem,Al Gore,894
Litchfield,Barkhamsted,President,,CC,Howard Phillips,4
Litchfield,Barkhamsted,President,,Green,Ralph Nader,120
Litchfield,Barkhamsted,President,,Reform,Pat Buchanan,9
Litchfield,Barkhamsted,President,,Lbt,Harry Browne,3
Litchfield,Barkhamsted,US Senate,,Rep,Phil Giordano,724
Litchfield,Barkhamsted,US Senate,,Dem,Joe Lieberman,919
Litchfield,Barkhamsted,US Senate,,CC,"William Kozak, Jr.",32
Litchfield,Barkhamsted,US Senate,,Lbt,Wildey J. Moore,6
Litchfield,Barkhamsted,US House,6.0,Rep,Nancy Johnson,1066
Litchfield,Barkhamsted,US House,6.0,Dem,Paul Valenti,503
Litchfield,Barkhamsted,US House,6.0,CC,Timothy A. Knibbs,20
Litchfield,Barkhamsted,US House,6.0,Green,Audrey A. Cole,96
Litchfield,Barkhamsted,State Senate,8.0,Rep,Thomas J. Herlihy,1083
Litchfield,Barkhamsted,State House,62.0,Rep,Richard F. Ferrari,1084
New.Haven,Beacon Falls,President,,Rep,George Bush,1158
New.Haven,Beacon Falls,President,,Dem,Al Gore,1198
New.Haven,Beacon Falls,President,,CC,Howard Phillips,11
New.Haven,Beacon Falls,President,,Green,Ralph Nader,133
New.Haven,Beacon Falls,President,,Reform,Pat Buchanan,12
New.Haven,Beacon Falls,President,,Lbt,Harry Browne,8
New.Haven,Beacon Falls,US Senate,,Rep,Phil Giordano,800
New.Haven,Beacon Falls,US Senate,,Dem,Joe Lieberman,1396
New.Haven,Beacon Falls,US Senate,,CC,"William Kozak, Jr.",57
New.Haven,Beacon Falls,US Senate,,Lbt,Wildey J. Moore,19
New.Haven,Beacon Falls,US House,5.0,Rep,Mark Nielsen,966
New.Haven,Beacon Falls,US House,5.0,Dem,Jim Maloney,1251
New.Haven,Beacon Falls,US House,5.0,CC,Joseph A. Zdonczyk,52
New.Haven,Beacon Falls,State Senate,17.0,Rep,Anthony DeFeo,756
New.Haven,Beacon Falls,State Senate,17.0,Dem,Joe Crisco,1408
New.Haven,Beacon Falls,State House,105.0,Rep,Len Greene,1649
New.Haven,Beacon Falls,State House,105.0,Dem,Samuel S. Mirlis,623
Hartford,Berlin,President,,Rep,George Bush,3938
Hartford,Berlin,President,,Dem,Al Gore,5513
Hartford,Berlin,President,,CC,Howard Phillips,60
Hartford,Berlin,President,,Green,Ralph Nader,331
Hartford,Berlin,President,,Reform,Pat Buchanan,29
Hartford,Berlin,President,,Lbt,Harry Browne,22
Hartford,Berlin,US Senate,,Rep,Phil Giordano,3231
Hartford,Berlin,US Senate,,Dem,Joe Lieberman,5440
Hartford,Berlin,US Senate,,CC,"William Kozak, Jr.",192
Hartford,Berlin,US Senate,,Lbt,Wildey J. Moore,36
Hartford,Berlin,US House,1.0,Rep,Bob Backlund,2907
Hartford,Berlin,US House,1.0,Dem,John Larson,5573
Hartford,Berlin,State Senate,6.0,Rep,Art Tolis,3691
Hartford,Berlin,State Senate,6.0,Dem,Thomas A. Bozek,4896
Hartford,Berlin,State Senate,6.0,Ind,Louis J. Marietta,59
Hartford,"Berlin, part of",State House,23.0,Rep,Anthony A. Cane,156
Hartford,"Berlin, part of",State House,23.0,Dem,Theresa B. Gerratana,457
Hartford,"Berlin, part of",State House,23.0,CC,Stanley J. Wosczyna,28
Hartford,"Berlin, part of",State House,30.0,Rep,Ann P. Dandrow,4319
Hartford,"Berlin, part of",State House,30.0,Dem,Fred Jortner,4005
New.Haven,Bethany,President,,Rep,George Bush,1285
New.Haven,Bethany,President,,Dem,Al Gore,1470
New.Haven,Bethany,President,,CC,Howard Phillips,8
New.Haven,Bethany,President,,Green,Ralph Nader,206
New.Haven,Bethany,President,,Reform,Pat Buchanan,9
New.Haven,Bethany,President,,Lbt,Harry Browne,11
New.Haven,Bethany,US Senate,,Rep,Phil Giordano,1003
New.Haven,Bethany,US Senate,,Dem,Joe Lieberman,1648
New.Haven,Bethany,US Senate,,CC,"William Kozak, Jr.",42
New.Haven,Bethany,US Senate,,Lbt,Wildey J. Moore,15
New.Haven,Bethany,US House,5.0,Rep,Mark Nielsen,1290
New.Haven,Bethany,US House,5.0,Dem,Jim Maloney,1374
New.Haven,Bethany,US House,5.0,CC,Joseph A. Zdonczyk,48
New.Haven,Bethany,State Senate,17.0,Rep,Anthony DeFeo,939
New.Haven,Bethany,State Senate,17.0,Dem,Joe Crisco,1760
New.Haven,Bethany,State House,89.0,R,Gwenn Talmadge Fischer,977
New.Haven,Bethany,State House,89.0,D,Vicki Orsini Nardello,1728
Fairfield,Bethel,President,,Rep,George Bush,4057
Fairfield,Bethel,President,,Dem,Al Gore,4324
Fairfield,Bethel,President,,CC,Howard Phillips,54
Fairfield,Bethel,President,,Green,Ralph Nader,419
Fairfield,Bethel,President,,Reform,Pat Buchanan,30
Fairfield,Bethel,President,,Lbt,Harry Browne,32
Fairfield,Bethel,US Senate,,Rep,Phil Giordano,3203
Fairfield,Bethel,US Senate,,Dem,Joe Lieberman,4410
Fairfield,Bethel,US Senate,,CC,"William Kozak, Jr.",145
Fairfield,Bethel,US Senate,,Lbt,Wildey J. Moore,75
Fairfield,Bethel,US House,5.0,Rep,Mark Nielsen,3898
Fairfield,Bethel,US House,5.0,Dem,Jim Maloney,4137
Fairfield,Bethel,US House,5.0,CC,Joseph A. Zdonczyk,114
Fairfield,Bethel,State Senate,24.0,Rep,David J. Cappiello,4653
Fairfield,Bethel,State Senate,24.0,Ind,David J. Cappiello,508
Fairfield,"Bethel, part of",State House,106.0,Rep,Julia B. Wasserman,4279
Fairfield,"Bethel, part of",State House,106.0,Ind,Julia B. Wasserman,378
Fairfield,"Bethel, part of",State House,107.0,Rep,David A. Scribner,1848
Fairfield,"Bethel, part of",State House,107.0,Dem,Louise F. Trojanowski-Marconi,1330
Fairfield,"Bethel, part of",State House,107.0,Ind,Judy S. Bolt,56
Litchfield,Bethlehem,President,,Rep,George Bush,1064
Litchfield,Bethlehem,President,,Dem,Al Gore,817
Litchfield,Bethlehem,President,,CC,Howard Phillips,9
Litchfield,Bethlehem,President,,Green,Ralph Nader,132
Litchfield,Bethlehem,President,,Reform,Pat Buchanan,6
Litchfield,Bethlehem,President,,Lbt,Harry Browne,6
Litchfield,Bethlehem,US Senate,,Rep,Phil Giordano,740
Litchfield,Bethlehem,US Senate,,Dem,Joe Lieberman,1005
Litchfield,Bethlehem,US Senate,,CC,"William Kozak, Jr.",30
Litchfield,Bethlehem,US Senate,,Lbt,Wildey J. Moore,40
Litchfield,Bethlehem,US House,6.0,Rep,Nancy Johnson,1137
Litchfield,Bethlehem,US House,6.0,Dem,Paul Valenti,542
Litchfield,Bethlehem,US House,6.0,CC,Timothy A. Knibbs,35
Litchfield,Bethlehem,US House,6.0,Green,Audrey A. Cole,77
Litchfield,Bethlehem,State Senate,32.0,Rep,Louis C. DeLuca,1148
Litchfield,Bethlehem,State Senate,32.0,Lbt,Richard R. Antico,121
Litchfield,Bethlehem,State House,66.0,Rep,Craig A. Miner,785
Litchfield,Bethlehem,State House,66.0,Dem,Thomas C. O'Neil,923
Litchfield,Bethlehem,State House,66.0,Lbt,George C. Eggert,126
Hartford,Bloomfield,President,,Rep,George Bush,1849
Hartford,Bloomfield,President,,Dem,Al Gore,7907
Hartford,Bloomfield,President,,CC,Howard Phillips,82
Hartford,Bloomfield,President,,Green,Ralph Nader,236
Hartford,Bloomfield,President,,Reform,Pat Buchanan,17
Hartford,Bloomfield,President,,Lbt,Harry Browne,20
Hartford,Bloomfield,US Senate,,Rep,Phil Giordano,1734
Hartford,Bloomfield,US Senate,,Dem,Joe Lieberman,7081
Hartford,Bloomfield,US Senate,,CC,"William Kozak, Jr.",135
Hartford,Bloomfield,US Senate,,Lbt,Wildey J. Moore,52
Hartford,Bloomfield,US House,1.0,Rep,Bob Backlund,1580
Hartford,Bloomfield,US House,1.0,Dem,John Larson,7141
Hartford,"Bloomfield, part of",State Senate,2.0,Dem,Eric D. Coleman,4833
Hartford,"Bloomfield, part of",State Senate,5.0,Rep,Bob Lutts,790
Hartford,"Bloomfield, part of",State Senate,5.0,Dem,Kevin B. Sullivan,2208
Hartford,"Bloomfield, part of",State House,1.0,Dem,Kenneth P. Green,2224
Hartford,"Bloomfield, part of",State House,15.0,Dem,Mary U. Eberle,4798
Tolland,Bolton,President,,Rep,George Bush,1250
Tolland,Bolton,President,,Dem,Al Gore,1368
Tolland,Bolton,President,,CC,Howard Phillips,10
Tolland,Bolton,President,,Green,Ralph Nader,137
Tolland,Bolton,President,,Reform,Pat Buchanan,7
Tolland,Bolton,President,,Lbt,Harry Browne,5
Tolland,Bolton,US Senate,,Rep,Phil Giordano,1044
Tolland,Bolton,US Senate,,Dem,Joe Lieberman,1379
Tolland,Bolton,US Senate,,CC,"William Kozak, Jr.",43
Tolland,Bolton,US Senate,,Lbt,Wildey J. Moore,12
Tolland,Bolton,State Senate,4.0,Rep,Ross Garber,1059
Tolland,Bolton,State Senate,4.0,Dem,Mary Ann Handley,1394
Tolland,Bolton,State House,55.0,Rep,Pamela Z. Sawyer,1847
Tolland,"Bolton, part of",US House,1.0,Rep,Bob Backlund,990
Tolland,"Bolton, part of",US House,2.0,Rep,Rob Simmons,72
Tolland,"Bolton, part of",US House,1.0,Dem,John Larson,1333
Tolland,"Bolton, part of",US House,2.0,Dem,Sam Gejdenson,62
Tolland,"Bolton, part of",US House,2.0,Ind,Rob Simmons,3
New London,Bozrah,President,,Rep,George Bush,561
New London,Bozrah,President,,Dem,Al Gore,687
New London,Bozrah,President,,CC,Howard Phillips,2
New London,Bozrah,President,,Green,Ralph Nader,79
New London,Bozrah,President,,Reform,Pat Buchanan,3
New London,Bozrah,President,,Lbt,Harry Browne,5
New London,Bozrah,US Senate,,Rep,Phil Giordano,421
New London,Bozrah,US Senate,,Dem,Joe Lieberman,747
New London,Bozrah,US Senate,,CC,"William Kozak, Jr.",29
New London,Bozrah,US Senate,,Lbt,Wildey J. Moore,11
New London,Bozrah,US House,2.0,Rep,Rob Simmons,636
New London,Bozrah,US House,2.0,Dem,Sam Gejdenson,626
New London,Bozrah,US House,2.0,Ind,Rob Simmons,18
New London,Bozrah,State Senate,19.0,Rep,John Paul Mereen,402
New London,Bozrah,State Senate,19.0,Dem,Edith G. Prague,822
New London,Bozrah,State House,139.0,Dem,Kevin Ryan,881
New.Haven,Branford,President,,Rep,George Bush,5133
New.Haven,Branford,President,,Dem,Al Gore,8302
New.Haven,Branford,President,,CC,Howard Phillips,44
New.Haven,Branford,President,,Green,Ralph Nader,809
New.Haven,Branford,President,,Reform,Pat Buchanan,46
New.Haven,Branford,President,,Lbt,Harry Browne,31
New.Haven,Branford,US Senate,,Rep,Phil Giordano,4047
New.Haven,Branford,US Senate,,Dem,Joe Lieberman,8903
New.Haven,Branford,US Senate,,CC,"William Kozak, Jr.",153
New.Haven,Branford,US Senate,,Lbt,Wildey J. Moore,63
New.Haven,Branford,US House,3.0,Rep,June M. Gold,4053
New.Haven,Branford,US House,3.0,Dem,Rosa L. DeLauro,9223
New.Haven,Branford,US House,3.0,NL,Gail Dalby,53
New.Haven,Branford,State Senate,12.0,Rep,William A. Aniskovich,6447
New.Haven,"Branford, part of",State House,98.0,D,Patricia M. Widlitz,1406
New.Haven,"Branford, part of",State House,98.0,L,Ned Vare,36
New.Haven,"Branford, part of",State House,99.0,R,Loria S. Jaffe,108
New.Haven,"Branford, part of",State House,99.0,D,Michael P. Lawlor,318
New.Haven,"Branford, part of",State House,102.0,R,Kim A. Conlin,4155
New.Haven,"Branford, part of",State House,102.0,D,"Peter J. Panaroni, Jr.",6562
Fairfield,Bridgeport,President,,Rep,George Bush,7406
Fairfield,Bridgeport,President,,Dem,Al Gore,24303
Fairfield,Bridgeport,President,,CC,Howard Phillips,715
Fairfield,Bridgeport,President,,Green,Ralph Nader,865
Fairfield,Bridgeport,President,,Reform,Pat Buchanan,81
Fairfield,Bridgeport,President,,Lbt,Harry Browne,70
Fairfield,Bridgeport,US Senate,,Rep,Phil Giordano,5622
Fairfield,Bridgeport,US Senate,,Dem,Joe Lieberman,23006
Fairfield,Bridgeport,US Senate,,CC,"William Kozak, Jr.",877
Fairfield,Bridgeport,US Senate,,Lbt,Wildey J. Moore,193
Fairfield,Bridgeport,US House,4.0,Rep,Christopher Shays,9775
Fairfield,Bridgeport,US House,4.0,Dem,Stephanie Sanchez,19043
Fairfield,Bridgeport,US House,4.0,Lbt,Daniel Gislao,231
Fairfield,Bridgeport,US House,4.0,Ind,Frank M. Don,153
Fairfield,"Bridgeport, part of",State Senate,22.0,Rep,"Angelina ""Lee"" Scarpetti",4076
Fairfield,"Bridgeport, part of",State Senate,22.0,Dem,Bill Finch,9913
Fairfield,"Bridgeport, part of",State Senate,22.0,Lbt,Carl E. Vassar,101
Fairfield,"Bridgeport, part of",State Senate,23.0,Rep,Joe L. Borges,2793
Fairfield,"Bridgeport, part of",State Senate,23.0,Dem,Alvin W. Penn,11990
Fairfield,"Bridgeport, part of",State House,124.0,Rep,Vallorie L. Clark,503
Fairfield,"Bridgeport, part of",State House,124.0,Dem,Ernest E. Newton II,2960
Fairfield,"Bridgeport, part of",State House,125.0,Rep,Janet G. Clement,1064
Fairfield,"Bridgeport, part of",State House,125.0,Dem,"Robert T. Keeley, Jr.",4176
Fairfield,"Bridgeport, part of",State House,126.0,R,Will Smith,727
Fairfield,"Bridgeport, part of",State House,126.0,D,Christopher L. Caruso,4590
Fairfield,"Bridgeport, part of",State House,127.0,R,Veronica Cassell-Vaz,998
Fairfield,"Bridgeport, part of",State House,127.0,D,Jacqueline M. Cocco,3721
Fairfield,"Bridgeport, part of",State House,128.0,R,Evelyn Barboza,335
Fairfield,"Bridgeport, part of",State House,128.0,D,Lydia N. Martinez,2102
Fairfield,"Bridgeport, part of",State House,129.0,R,Georgiana W. Weldon,1302
Fairfield,"Bridgeport, part of",State House,129.0,D,Lee Samowitz,4030
Fairfield,"Bridgeport, part of",State House,130.0,R,Jose L. Quiroga,414
Fairfield,"Bridgeport, part of",State House,130.0,D,Felipe Reinoso,2121
Litchfield,Bridgewater,President,,Rep,George Bush,545
Litchfield,Bridgewater,President,,Dem,Al Gore,508
Litchfield,Bridgewater,President,,CC,Howard Phillips,2
Litchfield,Bridgewater,President,,Green,Ralph Nader,58
Litchfield,Bridgewater,President,,Reform,Pat Buchanan,2
Litchfield,Bridgewater,President,,Lbt,Harry Browne,7
Litchfield,Bridgewater,US Senate,,Rep,Phil Giordano,433
Litchfield,Bridgewater,US Senate,,Dem,Joe Lieberman,545
Litchfield,Bridgewater,US Senate,,CC,"William Kozak, Jr.",10
Litchfield,Bridgewater,US Senate,,Lbt,Wildey J. Moore,18
Litchfield,Bridgewater,US House,6.0,Rep,Nancy Johnson,684
Litchfield,Bridgewater,US House,6.0,Dem,Paul Valenti,282
Litchfield,Bridgewater,US House,6.0,CC,Timothy A. Knibbs,11
Litchfield,Bridgewater,US House,6.0,Green,Audrey A. Cole,47
Litchfield,Bridgewater,State Senate,32.0,Rep,Louis C. DeLuca,652
Litchfield,Bridgewater,State Senate,32.0,Lbt,Richard R. Antico,48
Litchfield,Bridgewater,State House,69.0,Rep,Arthur J. O'Neill,688
Hartford,Bristol,President,,Rep,George Bush,7948
Hartford,Bristol,President,,Dem,Al Gore,14665
Hartford,Bristol,President,,CC,Howard Phillips,188
Hartford,Bristol,President,,Green,Ralph Nader,780
Hartford,Bristol,President,,Reform,Pat Buchanan,104
Hartford,Bristol,President,,Lbt,Harry Browne,40
Hartford,Bristol,US Senate,,Rep,Phil Giordano,6738
Hartford,Bristol,US Senate,,Dem,Joe Lieberman,14081
Hartford,Bristol,US Senate,,CC,"William Kozak, Jr.",526
Hartford,Bristol,US Senate,,Lbt,Wildey J. Moore,124
Hartford,Bristol,US House,6.0,Rep,Nancy Johnson,11404
Hartford,Bristol,US House,6.0,Dem,Paul Valenti,9167
Hartford,Bristol,US House,6.0,CC,Timothy A. Knibbs,401
Hartford,Bristol,US House,6.0,Green,Audrey A. Cole,491
Hartford,Bristol,State Senate,31.0,Rep,Jesse H. Haskell,4919
Hartford,Bristol,State Senate,31.0,Dem,Tom Colapietro,15357
Hartford,Bristol,State Senate,31.0,CC,Robert F. Duncan,552
Hartford,"Bristol, part of",State House,22.0,Dem,"Elizabeth ""Betty"" Boukus",1491
Hartford,"Bristol, part of",State House,77.0,Rep,Thomas J. DeForge,2265
Hartford,"Bristol, part of",State House,77.0,Dem,Roger B. Michele,6408
Hartford,"Bristol, part of",State House,78.0,Rep,William A. Hamzy,2417
Hartford,"Bristol, part of",State House,79.0,Rep,Derek R. Jerome,1938
Hartford,"Bristol, part of",State House,79.0,Dem,Kosta Diamantis,4741
Fairfield,Brookfield,President,,Rep,George Bush,4153
Fairfield,Brookfield,President,,Dem,Al Gore,3536
Fairfield,Brookfield,President,,CC,Howard Phillips,13
Fairfield,Brookfield,President,,Green,Ralph Nader,319
Fairfield,Brookfield,President,,Reform,Pat Buchanan,28
Fairfield,Brookfield,President,,Lbt,Harry Browne,17
Fairfield,Brookfield,US Senate,,Rep,Phil Giordano,3360
Fairfield,Brookfield,US Senate,,Dem,Joe Lieberman,3835
Fairfield,Brookfield,US Senate,,CC,"William Kozak, Jr.",77
Fairfield,Brookfield,US Senate,,Lbt,Wildey J. Moore,53
Fairfield,Brookfield,US House,5.0,Rep,Mark Nielsen,3886
Fairfield,Brookfield,US House,5.0,Dem,Jim Maloney,3472
Fairfield,Brookfield,US House,5.0,CC,Joseph A. Zdonczyk,77
Fairfield,Brookfield,State Senate,32.0,Rep,Louis C. DeLuca,4483
Fairfield,Brookfield,State Senate,32.0,Lbt,Richard R. Antico,288
Fairfield,Brookfield,State House,107.0,Rep,David A. Scribner,4580
Fairfield,Brookfield,State House,107.0,Dem,Louise F. Trojanowski-Marconi,2505
Fairfield,Brookfield,State House,107.0,Ind,Judy S. Bolt,74
Windham,Brooklyn,President,,Rep,George Bush,1153
Windham,Brooklyn,President,,Dem,Al Gore,1589
Windham,Brooklyn,President,,CC,Howard Phillips,29
Windham,Brooklyn,President,,Green,Ralph Nader,167
Windham,Brooklyn,President,,Reform,Pat Buchanan,17
Windham,Brooklyn,President,,Lbt,Harry Browne,9
Windham,Brooklyn,US Senate,,Rep,Phil Giordano,885
Windham,Brooklyn,US Senate,,Dem,Joe Lieberman,1598
Windham,Brooklyn,US Senate,,CC,"William Kozak, Jr.",63
Windham,Brooklyn,US Senate,,Lbt,Wildey J. Moore,18
Windham,Brooklyn,US House,2.0,Rep,Rob Simmons,1338
Windham,Brooklyn,US House,2.0,Dem,Sam Gejdenson,1311
Windham,Brooklyn,US House,2.0,Ind,Rob Simmons,49
Windham,Brooklyn,State Senate,35.0,Rep,Tony Guglielmo,1476
Windham,Brooklyn,State House,50.0,Dem,Jefferson B. Davis,1787
Hartford,Burlington,President,,Rep,George Bush,1965
Hartford,Burlington,President,,Dem,Al Gore,2137
Hartford,Burlington,President,,CC,Howard Phillips,24
Hartford,Burlington,President,,Green,Ralph Nader,184
Hartford,Burlington,President,,Reform,Pat Buchanan,11
Hartford,Burlington,President,,Lbt,Harry Browne,17
Hartford,Burlington,US Senate,,Rep,Phil Giordano,1596
Hartford,Burlington,US Senate,,Dem,Joe Lieberman,2321
Hartford,Burlington,US Senate,,CC,"William Kozak, Jr.",77
Hartford,Burlington,US Senate,,Lbt,Wildey J. Moore,30
Hartford,Burlington,US House,6.0,Rep,Nancy Johnson,3115
Hartford,Burlington,US House,6.0,Dem,Paul Valenti,1180
Hartford,Burlington,US House,6.0,CC,Timothy A. Knibbs,51
Hartford,Burlington,US House,6.0,Green,Audrey A. Cole,114
Hartford,Burlington,State Senate,5.0,r,Bob Lutts,1324
Hartford,Burlington,State Senate,5.0,Dem,Kevin B. Sullivan,2647
Hartford,Burlington,State House,76.0,Rep,John Piscopo,2381
Hartford,Burlington,State House,76.0,Dem,Robert M. Sussdorff,1593
Litchfield,Canaan,President,,Rep,George Bush,211
Litchfield,Canaan,President,,Dem,Al Gore,288
Litchfield,Canaan,President,,CC,Howard Phillips,2
Litchfield,Canaan,President,,Green,Ralph Nader,78
Litchfield,Canaan,President,,Reform,Pat Buchanan,6
Litchfield,Canaan,President,,Lbt,Harry Browne,2
Litchfield,Canaan,US Senate,,Rep,Phil Giordano,182
Litchfield,Canaan,US Senate,,Dem,Joe Lieberman,312
Litchfield,Canaan,US Senate,,CC,"William Kozak, Jr.",6
Litchfield,Canaan,US Senate,,Lbt,Wildey J. Moore,10
Litchfield,Canaan,US House,6.0,Rep,Nancy Johnson,317
Litchfield,Canaan,US House,6.0,Dem,Paul Valenti,154
Litchfield,Canaan,US House,6.0,CC,Timothy A. Knibbs,8
Litchfield,Canaan,US House,6.0,Green,Audrey A. Cole,48
Litchfield,Canaan,State Senate,30.0,Rep,Andrew Roraback,343
Litchfield,Canaan,State Senate,30.0,Dem,Kevin E. Creed,162
Litchfield,Canaan,State House,63.0,Rep,F. Philip Prelli,334
Windham,Canterbury,President,,Rep,George Bush,1001
Windham,Canterbury,President,,Dem,Al Gore,1085
Windham,Canterbury,President,,CC,Howard Phillips,22
Windham,Canterbury,President,,Green,Ralph Nader,136
Windham,Canterbury,President,,Reform,Pat Buchanan,19
Windham,Canterbury,President,,Lbt,Harry Browne,5
Windham,Canterbury,US Senate,,Rep,Phil Giordano,844
Windham,Canterbury,US Senate,,Dem,Joe Lieberman,1124
Windham,Canterbury,US Senate,,CC,"William Kozak, Jr.",51
Windham,Canterbury,US Senate,,Lbt,Wildey J. Moore,14
Windham,Canterbury,US House,2.0,Rep,Rob Simmons,1192
Windham,Canterbury,US House,2.0,Dem,Sam Gejdenson,903
Windham,Canterbury,US House,2.0,Ind,Rob Simmons,39
Windham,Canterbury,State Senate,29.0,Dem,"Donald E. Williams, Jr.",1135
Windham,Canterbury,State House,44.0,Rep,Michael Caron,1367
Windham,Canterbury,State House,44.0,Lbt,Sandra L. Cote,95
Hartford,Canton,President,,Rep,George Bush,2073
Hartford,Canton,President,,Dem,Al Gore,2440
Hartford,Canton,President,,CC,Howard Phillips,16
Hartford,Canton,President,,Green,Ralph Nader,308
Hartford,Canton,President,,Reform,Pat Buchanan,16
Hartford,Canton,President,,Lbt,Harry Browne,8
Hartford,Canton,US Senate,,Rep,Phil Giordano,1763
Hartford,Canton,US Senate,,Dem,Joe Lieberman,2483
Hartford,Canton,US Senate,,CC,"William Kozak, Jr.",96
Hartford,Canton,US Senate,,Lbt,Wildey J. Moore,30
Hartford,Canton,US House,6.0,Rep,Nancy Johnson,2955
Hartford,Canton,US House,6.0,Dem,Paul Valenti,1156
Hartford,Canton,US House,6.0,CC,Timothy A. Knibbs,44
Hartford,Canton,US House,6.0,Green,Audrey A. Cole,234
Hartford,Canton,State Senate,8.0,Rep,Thomas J. Herlihy,2691
Hartford,Canton,State House,17.0,R,"Wade H. Horsey, II",1486
Hartford,Canton,State House,17.0,Dem,Jessie Stratton,2639
Hartford,Canton,State House,17.0,G,Thomas J. Sevigny,431
Windham,Chaplin,President,,Rep,George Bush,403
Windham,Chaplin,President,,Dem,Al Gore,516
Windham,Chaplin,President,,CC,Howard Phillips,3
Windham,Chaplin,President,,Green,Ralph Nader,109
Windham,Chaplin,President,,Reform,Pat Buchanan,5
Windham,Chaplin,President,,Lbt,Harry Browne,1
Windham,Chaplin,US Senate,,Rep,Phil Giordano,337
Windham,Chaplin,US Senate,,Dem,Joe Lieberman,540
Windham,Chaplin,US Senate,,CC,"William Kozak, Jr.",13
