county,town,office,district,party,candidate,votes
Fairfield,Bethel,President,,Republican,Steve Forbes,11
Litchfield,Bethlehem,President,,Republican,Steve Forbes,3
Hartford,Bloomfield,President,,Republican,Steve Forbes,3
Tolland,Bolton,President,,Republican,Steve Forbes,1
New London,Bozrah,President,,Republican,Steve Forbes,2
New Haven,Branford,President,,Republican,Steve Forbes,9
Fairfield,Bridgeport,President,,Republican,Steve Forbes,8
Litchfield,Bridgewater,President,,Republican,Steve Forbes,1
Hartford,Bristol,President,,Republican,Steve Forbes,10
Fairfield,Brookfield,President,,Republican,Steve Forbes,9
Windham,Brooklyn,President,,Republican,Steve Forbes,1
Hartford,Burlington,President,,Republican,Steve Forbes,3
Litchfield,Canaan,President,,Republican,Steve Forbes,5
Windham,Canterbury,President,,Republican,Steve Forbes,3
Hartford,Canton,President,,Republican,Steve Forbes,8
Windham,Chaplin,President,,Republican,Steve Forbes,1
New Haven,Cheshire,President,,Republican,Steve Forbes,8
Middlesex,Chester,President,,Republican,Steve Forbes,5
Middlesex,Clinton,President,,Republican,Steve Forbes,5
New London,Colchester,President,,Republican,Steve Forbes,6
Litchfield,Colebrook,President,,Republican,Steve Forbes,0
Tolland,Columbia,President,,Republican,Steve Forbes,1
Litchfield,Cornwall,President,,Republican,Steve Forbes,2
Tolland,Coventry,President,,Republican,Steve Forbes,5
Middlesex,Cromwell,President,,Republican,Steve Forbes,4
Fairfield,Danbury,President,,Republican,Steve Forbes,8
Fairfield,Darien,President,,Republican,Steve Forbes,14
Middlesex,Deep River,President,,Republican,Steve Forbes,1
New Haven,Derby,President,,Republican,Steve Forbes,1
Middlesex,Durham,President,,Republican,Steve Forbes,1
Windham,Eastford,President,,Republican,Steve Forbes,1
Hartford,East Granby,President,,Republican,Steve Forbes,2
Middlesex,East Haddam,President,,Republican,Steve Forbes,7
Middlesex,East Hampton,President,,Republican,Steve Forbes,5
Hartford,East Hartford,President,,Republican,Steve Forbes,11
New Haven,East Haven,President,,Republican,Steve Forbes,8
New London,East Lyme,President,,Republican,Steve Forbes,8
Fairfield,Easton,President,,Republican,Steve Forbes,4
Hartford,East Windsor,President,,Republican,Steve Forbes,4
Tolland,Ellington,President,,Republican,Steve Forbes,6
Hartford,Enfield,President,,Republican,Steve Forbes,11
Middlesex,Essex,President,,Republican,Steve Forbes,3
Fairfield,Fairfield,President,,Republican,Steve Forbes,30
Hartford,Farmington,President,,Republican,Steve Forbes,15
New London,Franklin,President,,Republican,Steve Forbes,1
Hartford,Glastonbury,President,,Republican,Steve Forbes,15
Litchfield,Goshen,President,,Republican,Steve Forbes,0
Hartford,Granby,President,,Republican,Steve Forbes,7
Fairfield,Greenwich,President,,Republican,Steve Forbes,50
New London,Griswold,President,,Republican,Steve Forbes,0
New London,Groton,President,,Republican,Steve Forbes,7
New Haven,Guilford,President,,Republican,Steve Forbes,6
Middlesex,Haddam,President,,Republican,Steve Forbes,3
New Haven,Hamden,President,,Republican,Steve Forbes,30
Windham,Hampton,President,,Republican,Steve Forbes,2
Hartford,Hartford,President,,Republican,Steve Forbes,12
Hartford,Hartland,President,,Republican,Steve Forbes,3
Litchfield,Harwinton,President,,Republican,Steve Forbes,7
Tolland,Hebron,President,,Republican,Steve Forbes,3
Litchfield,Kent,President,,Republican,Steve Forbes,2
Windham,Killingly,President,,Republican,Steve Forbes,6
Middlesex,Killingworth,President,,Republican,Steve Forbes,3
New London,Lebanon,President,,Republican,Steve Forbes,3
New London,Ledyard,President,,Republican,Steve Forbes,8
New London,Lisbon,President,,Republican,Steve Forbes,0
Litchfield,Litchfield,President,,Republican,Steve Forbes,7
New London,Lyme,President,,Republican,Steve Forbes,2
New Haven,Madison,President,,Republican,Steve Forbes,10
Hartford,Manchester,President,,Republican,Steve Forbes,20
Tolland,Mansfield,President,,Republican,Steve Forbes,2
Hartford,Marlborough,President,,Republican,Steve Forbes,1
New Haven,Meriden,President,,Republican,Steve Forbes,17
New Haven,Middlebury,President,,Republican,Steve Forbes,6
Middlesex,Middlefield,President,,Republican,Steve Forbes,1
Middlesex,Middletown,President,,Republican,Steve Forbes,10
New Haven,Milford,President,,Republican,Steve Forbes,34
Fairfield,Monroe,President,,Republican,Steve Forbes,6
New London,Montville,President,,Republican,Steve Forbes,2
Litchfield,Morris,President,,Republican,Steve Forbes,0
New Haven,Naugatuck,President,,Republican,Steve Forbes,6
Hartford,New Britain,President,,Republican,Steve Forbes,16
Fairfield,New Canaan,President,,Republican,Steve Forbes,12
Fairfield,New Fairfield,President,,Republican,Steve Forbes,7
Litchfield,New Hartford,President,,Republican,Steve Forbes,4
New Haven,New Haven,President,,Republican,Steve Forbes,19
Hartford,Newington,President,,Republican,Steve Forbes,13
New London,New London,President,,Republican,Steve Forbes,1
Litchfield,New Milford,President,,Republican,Steve Forbes,8
Fairfield,Newtown,President,,Republican,Steve Forbes,8
Litchfield,Norfolk,President,,Republican,Steve Forbes,0
New Haven,North Branford,President,,Republican,Steve Forbes,7
Litchfield,North Canaan,President,,Republican,Steve Forbes,1
New Haven,North Haven,President,,Republican,Steve Forbes,16
New London,Stonington,President,,Republican,Steve Forbes,5
Fairfield,Norwalk,President,,Republican,Steve Forbes,39
New London,Norwich,President,,Republican,Steve Forbes,6
New London,Old Lyme,President,,Republican,Steve Forbes,4
Middlesex,Old Saybrook,President,,Republican,Steve Forbes,6
New Haven,Orange,President,,Republican,Steve Forbes,9
New Haven,Oxford,President,,Republican,Steve Forbes,5
Windham,Plainfield,President,,Republican,Steve Forbes,4
Hartford,Plainville,President,,Republican,Steve Forbes,6
Litchfield,Plymouth,President,,Republican,Steve Forbes,1
Windham,Pomfret,President,,Republican,Steve Forbes,2
Middlesex,Portland,President,,Republican,Steve Forbes,1
New London,Preston,President,,Republican,Steve Forbes,2
New Haven,Prospect,President,,Republican,Steve Forbes,1
Windham,Putnam,President,,Republican,Steve Forbes,2
Fairfield,Redding,President,,Republican,Steve Forbes,4
Fairfield,Ridgefield,President,,Republican,Steve Forbes,14
Hartford,Rocky Hill,President,,Republican,Steve Forbes,10
Litchfield,Roxbury,President,,Republican,Steve Forbes,1
New London,Salem,President,,Republican,Steve Forbes,1
Litchfield,Salisbury,President,,Republican,Steve Forbes,4
Windham,Scotland,President,,Republican,Steve Forbes,1
New Haven,Seymour,President,,Republican,Steve Forbes,5
Litchfield,Sharon,President,,Republican,Steve Forbes,2
Fairfield,Shelton,President,,Republican,Steve Forbes,13
Fairfield,Sherman,President,,Republican,Steve Forbes,2
Hartford,Simsbury,President,,Republican,Steve Forbes,26
Tolland,Somers,President,,Republican,Steve Forbes,2
New Haven,Southbury,President,,Republican,Steve Forbes,15
Hartford,Southington,President,,Republican,Steve Forbes,10
Hartford,South Windsor,President,,Republican,Steve Forbes,8
New London,Sprague,President,,Republican,Steve Forbes,1
Tolland,Stafford,President,,Republican,Steve Forbes,8
Fairfield,Stamford,President,,Republican,Steve Forbes,57
Windham,Sterling,President,,Republican,Steve Forbes,0
Fairfield,Stratford,President,,Republican,Steve Forbes,18
Hartford,Suffield,President,,Republican,Steve Forbes,7
Litchfield,Thomaston,President,,Republican,Steve Forbes,4
Windham,Thompson,President,,Republican,Steve Forbes,6
Tolland,Tolland,President,,Republican,Steve Forbes,10
Litchfield,Torrington,President,,Republican,Steve Forbes,9
Fairfield,Trumbull,President,,Republican,Steve Forbes,23
Tolland,Union,President,,Republican,Steve Forbes,2
Tolland,Vernon,President,,Republican,Steve Forbes,15
New London,Voluntown,President,,Republican,Steve Forbes,3
New Haven,Wallingford,President,,Republican,Steve Forbes,4
Litchfield,Warren,President,,Republican,Steve Forbes,0
Litchfield,Washington,President,,Republican,Steve Forbes,3
New Haven,Waterbury,President,,Republican,Steve Forbes,26
New London,Waterford,President,,Republican,Steve Forbes,10
Litchfield,Watertown,President,,Republican,Steve Forbes,11
Middlesex,Westbrook,President,,Republican,Steve Forbes,7
Hartford,West Hartford,President,,Republican,Steve Forbes,16
New Haven,West Haven,President,,Republican,Steve Forbes,12
Fairfield,Weston,President,,Republican,Steve Forbes,5
Fairfield,Westport,President,,Republican,Steve Forbes,22
Hartford,Wethersfield,President,,Republican,Steve Forbes,8
Tolland,Willington,President,,Republican,Steve Forbes,2
Fairfield,Wilton,President,,Republican,Steve Forbes,13
Litchfield,Winchester,President,,Republican,Steve Forbes,3
Windham,Windham,President,,Republican,Steve Forbes,4
Hartford,Windsor,President,,Republican,Steve Forbes,7
Hartford,Windsor Locks,President,,Republican,Steve Forbes,4
New Haven,Wolcott,President,,Republican,Steve Forbes,4
New Haven,Woodbridge,President,,Republican,Steve Forbes,1
Litchfield,Woodbury,President,,Republican,Steve Forbes,15
Windham,Woodstock,President,,Republican,Steve Forbes,3
New London,North Stonington,President,,Republican,Steve Forbes,1
Tolland,Andover,President,,Republican,Orrin G. Hatch,1
New Haven,Ansonia,President,,Republican,Orrin G. Hatch,1
Windham,Ashford,President,,Republican,Orrin G. Hatch,1
Hartford,Avon,President,,Republican,Orrin G. Hatch,1
Litchfield,Barkhamsted,President,,Republican,Orrin G. Hatch,0
New Haven,Beacon Falls,President,,Republican,Orrin G. Hatch,0
Hartford,Berlin,President,,Republican,Orrin G. Hatch,1
New Haven,Bethany,President,,Republican,Orrin G. Hatch,1
Fairfield,Bethel,President,,Republican,Orrin G. Hatch,2
Litchfield,Bethlehem,President,,Republican,Orrin G. Hatch,0
Hartford,Bloomfield,President,,Republican,Orrin G. Hatch,1
Tolland,Bolton,President,,Republican,Orrin G. Hatch,0
New London,Bozrah,President,,Republican,Orrin G. Hatch,0
New Haven,Branford,President,,Republican,Orrin G. Hatch,1
Fairfield,Bridgeport,President,,Republican,Orrin G. Hatch,1
Litchfield,Bridgewater,President,,Republican,Orrin G. Hatch,0
Hartford,Bristol,President,,Republican,Orrin G. Hatch,0
Fairfield,Brookfield,President,,Republican,Orrin G. Hatch,1
Windham,Brooklyn,President,,Republican,Orrin G. Hatch,1
Hartford,Burlington,President,,Republican,Orrin G. Hatch,0
Litchfield,Canaan,President,,Republican,Orrin G. Hatch,0
Windham,Canterbury,President,,Republican,Orrin G. Hatch,1
Hartford,Canton,President,,Republican,Orrin G. Hatch,1
Windham,Chaplin,President,,Republican,Orrin G. Hatch,0
New Haven,Cheshire,President,,Republican,Orrin G. Hatch,1
Middlesex,Chester,President,,Republican,Orrin G. Hatch,0
Middlesex,Clinton,President,,Republican,Orrin G. Hatch,0
New London,Colchester,President,,Republican,Orrin G. Hatch,0
Litchfield,Colebrook,President,,Republican,Orrin G. Hatch,0
Tolland,Columbia,President,,Republican,Orrin G. Hatch,1
Litchfield,Cornwall,President,,Republican,Orrin G. Hatch,1
Tolland,Coventry,President,,Republican,Orrin G. Hatch,0
Middlesex,Cromwell,President,,Republican,Orrin G. Hatch,1
Fairfield,Danbury,President,,Republican,Orrin G. Hatch,3
Fairfield,Darien,President,,Republican,Orrin G. Hatch,2
Middlesex,Deep River,President,,Republican,Orrin G. Hatch,1
New Haven,Derby,President,,Republican,Orrin G. Hatch,0
Middlesex,Durham,President,,Republican,Orrin G. Hatch,0
Windham,Eastford,President,,Republican,Orrin G. Hatch,0
Hartford,East Granby,President,,Republican,Orrin G. Hatch,0
Middlesex,East Haddam,President,,Republican,Orrin G. Hatch,0
Middlesex,East Hampton,President,,Republican,Orrin G. Hatch,1
Hartford,East Hartford,President,,Republican,Orrin G. Hatch,2
New Haven,East Haven,President,,Republican,Orrin G. Hatch,2
New London,East Lyme,President,,Republican,Orrin G. Hatch,1
Fairfield,Easton,President,,Republican,Orrin G. Hatch,0
Hartford,East Windsor,President,,Republican,Orrin G. Hatch,1
Tolland,Ellington,President,,Republican,Orrin G. Hatch,0
Hartford,Enfield,President,,Republican,Orrin G. Hatch,1
Middlesex,Essex,President,,Republican,Orrin G. Hatch,0
Fairfield,Fairfield,President,,Republican,Orrin G. Hatch,6
Hartford,Farmington,President,,Republican,Orrin G. Hatch,3
New London,Franklin,President,,Republican,Orrin G. Hatch,0
Hartford,Glastonbury,President,,Republican,Orrin G. Hatch,0
Litchfield,Goshen,President,,Republican,Orrin G. Hatch,0
Hartford,Granby,President,,Republican,Orrin G. Hatch,1
Fairfield,Greenwich,President,,Republican,Orrin G. Hatch,7
New London,Griswold,President,,Republican,Orrin G. Hatch,0
New London,Groton,President,,Republican,Orrin G. Hatch,1
New Haven,Guilford,President,,Republican,Orrin G. Hatch,1
Middlesex,Haddam,President,,Republican,Orrin G. Hatch,0
New Haven,Hamden,President,,Republican,Orrin G. Hatch,2
Windham,Hampton,President,,Republican,Orrin G. Hatch,0
Hartford,Hartford,President,,Republican,Orrin G. Hatch,1
Hartford,Hartland,President,,Republican,Orrin G. Hatch,0
Litchfield,Harwinton,President,,Republican,Orrin G. Hatch,1
Tolland,Hebron,President,,Republican,Orrin G. Hatch,1
Litchfield,Kent,President,,Republican,Orrin G. Hatch,0
Windham,Killingly,President,,Republican,Orrin G. Hatch,1
Middlesex,Killingworth,President,,Republican,Orrin G. Hatch,0
New London,Lebanon,President,,Republican,Orrin G. Hatch,0
New London,Ledyard,President,,Republican,Orrin G. Hatch,0
New London,Lisbon,President,,Republican,Orrin G. Hatch,0
Litchfield,Litchfield,President,,Republican,Orrin G. Hatch,1
New London,Lyme,President,,Republican,Orrin G. Hatch,0
New Haven,Madison,President,,Republican,Orrin G. Hatch,2
Hartford,Manchester,President,,Republican,Orrin G. Hatch,6
Tolland,Mansfield,President,,Republican,Orrin G. Hatch,1
Hartford,Marlborough,President,,Republican,Orrin G. Hatch,0
New Haven,Meriden,President,,Republican,Orrin G. Hatch,2
New Haven,Middlebury,President,,Republican,Orrin G. Hatch,2
Middlesex,Middlefield,President,,Republican,Orrin G. Hatch,0
Middlesex,Middletown,President,,Republican,Orrin G. Hatch,1
New Haven,Milford,President,,Republican,Orrin G. Hatch,6
Fairfield,Monroe,President,,Republican,Orrin G. Hatch,1
New London,Montville,President,,Republican,Orrin G. Hatch,2
Litchfield,Morris,President,,Republican,Orrin G. Hatch,1
New Haven,Naugatuck,President,,Republican,Orrin G. Hatch,0
Hartford,New Britain,President,,Republican,Orrin G. Hatch,8
Fairfield,New Canaan,President,,Republican,Orrin G. Hatch,0
Fairfield,New Fairfield,President,,Republican,Orrin G. Hatch,0
Litchfield,New Hartford,President,,Republican,Orrin G. Hatch,0
New Haven,New Haven,President,,Republican,Orrin G. Hatch,1
Hartford,Newington,President,,Republican,Orrin G. Hatch,4
New London,New London,President,,Republican,Orrin G. Hatch,0
Litchfield,New Milford,President,,Republican,Orrin G. Hatch,3
Fairfield,Newtown,President,,Republican,Orrin G. Hatch,1
Litchfield,Norfolk,President,,Republican,Orrin G. Hatch,0
New Haven,North Branford,President,,Republican,Orrin G. Hatch,0
Litchfield,North Canaan,President,,Republican,Orrin G. Hatch,0
New Haven,North Haven,President,,Republican,Orrin G. Hatch,1
New London,Stonington,President,,Republican,Orrin G. Hatch,2
Fairfield,Norwalk,President,,Republican,Orrin G. Hatch,2
New London,Norwich,President,,Republican,Orrin G. Hatch,2
New London,Old Lyme,President,,Republican,Orrin G. Hatch,2
Middlesex,Old Saybrook,President,,Republican,Orrin G. Hatch,1
New Haven,Orange,President,,Republican,Orrin G. Hatch,1
New Haven,Oxford,President,,Republican,Orrin G. Hatch,0
Windham,Plainfield,President,,Republican,Orrin G. Hatch,2
Hartford,Plainville,President,,Republican,Orrin G. Hatch,0
Litchfield,Plymouth,President,,Republican,Orrin G. Hatch,0
Windham,Pomfret,President,,Republican,Orrin G. Hatch,0
Middlesex,Portland,President,,Republican,Orrin G. Hatch,1
New London,Preston,President,,Republican,Orrin G. Hatch,0
New Haven,Prospect,President,,Republican,Orrin G. Hatch,0
Windham,Putnam,President,,Republican,Orrin G. Hatch,0
Fairfield,Redding,President,,Republican,Orrin G. Hatch,0
Fairfield,Ridgefield,President,,Republican,Orrin G. Hatch,0
Hartford,Rocky Hill,President,,Republican,Orrin G. Hatch,1
Litchfield,Roxbury,President,,Republican,Orrin G. Hatch,0
New London,Salem,President,,Republican,Orrin G. Hatch,0
Litchfield,Salisbury,President,,Republican,Orrin G. Hatch,0
Windham,Scotland,President,,Republican,Orrin G. Hatch,0
New Haven,Seymour,President,,Republican,Orrin G. Hatch,2
Litchfield,Sharon,President,,Republican,Orrin G. Hatch,1
Fairfield,Shelton,President,,Republican,Orrin G. Hatch,4
Fairfield,Sherman,President,,Republican,Orrin G. Hatch,0
Hartford,Simsbury,President,,Republican,Orrin G. Hatch,2
Tolland,Somers,President,,Republican,Orrin G. Hatch,0
New Haven,Southbury,President,,Republican,Orrin G. Hatch,1
Hartford,Southington,President,,Republican,Orrin G. Hatch,0
Hartford,South Windsor,President,,Republican,Orrin G. Hatch,3
New London,Sprague,President,,Republican,Orrin G. Hatch,0
Tolland,Stafford,President,,Republican,Orrin G. Hatch,0
Fairfield,Stamford,President,,Republican,Orrin G. Hatch,8
Windham,Sterling,President,,Republican,Orrin G. Hatch,0
Fairfield,Stratford,President,,Republican,Orrin G. Hatch,2
Hartford,Suffield,President,,Republican,Orrin G. Hatch,3
Litchfield,Thomaston,President,,Republican,Orrin G. Hatch,0
Windham,Thompson,President,,Republican,Orrin G. Hatch,1
Tolland,Tolland,President,,Republican,Orrin G. Hatch,0
Litchfield,Torrington,President,,Republican,Orrin G. Hatch,4
Fairfield,Trumbull,President,,Republican,Orrin G. Hatch,2
Tolland,Union,President,,Republican,Orrin G. Hatch,0
Tolland,Vernon,President,,Republican,Orrin G. Hatch,1
New London,Voluntown,President,,Republican,Orrin G. Hatch,1
New Haven,Wallingford,President,,Republican,Orrin G. Hatch,1
Litchfield,Warren,President,,Republican,Orrin G. Hatch,0
Litchfield,Washington,President,,Republican,Orrin G. Hatch,0
New Haven,Waterbury,President,,Republican,Orrin G. Hatch,1
New London,Waterford,President,,Republican,Orrin G. Hatch,0
Litchfield,Watertown,President,,Republican,Orrin G. Hatch,4
Middlesex,Westbrook,President,,Republican,Orrin G. Hatch,0
Hartford,West Hartford,President,,Republican,Orrin G. Hatch,8
New Haven,West Haven,President,,Republican,Orrin G. Hatch,1
Fairfield,Weston,President,,Republican,Orrin G. Hatch,0
Fairfield,Westport,President,,Republican,Orrin G. Hatch,5
Hartford,Wethersfield,President,,Republican,Orrin G. Hatch,1
Tolland,Willington,President,,Republican,Orrin G. Hatch,0
Fairfield,Wilton,President,,Republican,Orrin G. Hatch,0
Litchfield,Winchester,President,,Republican,Orrin G. Hatch,1
Windham,Windham,President,,Republican,Orrin G. Hatch,1
Hartford,Windsor,President,,Republican,Orrin G. Hatch,0
Hartford,Windsor Locks,President,,Republican,Orrin G. Hatch,1
New Haven,Wolcott,President,,Republican,Orrin G. Hatch,0
New Haven,Woodbridge,President,,Republican,Orrin G. Hatch,0
Litchfield,Woodbury,President,,Republican,Orrin G. Hatch,3
Windham,Woodstock,President,,Republican,Orrin G. Hatch,0
New London,North Stonington,President,,Republican,Orrin G. Hatch,1
Tolland,Andover,President,,Republican,John McCain,104
New Haven,Ansonia,President,,Republican,John McCain,228
Windham,Ashford,President,,Republican,John McCain,102
Hartford,Avon,President,,Republican,John McCain,827
Litchfield,Barkhamsted,President,,Republican,John McCain,159
New Haven,Beacon Falls,President,,Republican,John McCain,126
Hartford,Berlin,President,,Republican,John McCain,586
New Haven,Bethany,President,,Republican,John McCain,292
Fairfield,Bethel,President,,Republican,John McCain,545
Litchfield,Bethlehem,President,,Republican,John McCain,151
Hartford,Bloomfield,President,,Republican,John McCain,372
Tolland,Bolton,President,,Republican,John McCain,216
New London,Bozrah,President,,Republican,John McCain,79
New Haven,Branford,President,,Republican,John McCain,605
Fairfield,Bridgeport,President,,Republican,John McCain,645
Litchfield,Bridgewater,President,,Republican,John McCain,162
Hartford,Bristol,President,,Republican,John McCain,833
Fairfield,Brookfield,President,,Republican,John McCain,920
Windham,Brooklyn,President,,Republican,John McCain,184
Hartford,Burlington,President,,Republican,John McCain,249
Litchfield,Canaan,President,,Republican,John McCain,92
Windham,Canterbury,President,,Republican,John McCain,191
Hartford,Canton,President,,Republican,John McCain,388
Windham,Chaplin,President,,Republican,John McCain,68
New Haven,Cheshire,President,,Republican,John McCain,969
Middlesex,Chester,President,,Republican,John McCain,156
Middlesex,Clinton,President,,Republican,John McCain,497
New London,Colchester,President,,Republican,John McCain,376
Litchfield,Colebrook,President,,Republican,John McCain,55
Tolland,Columbia,President,,Republican,John McCain,180
Litchfield,Cornwall,President,,Republican,John McCain,92
Tolland,Coventry,President,,Republican,John McCain,281
Middlesex,Cromwell,President,,Republican,John McCain,306
Fairfield,Danbury,President,,Republican,John McCain,911
Fairfield,Darien,President,,Republican,John McCain,1606
Middlesex,Deep River,President,,Republican,John McCain,191
New Haven,Derby,President,,Republican,John McCain,156
Middlesex,Durham,President,,Republican,John McCain,317
Windham,Eastford,President,,Republican,John McCain,104
Hartford,East Granby,President,,Republican,John McCain,202
Middlesex,East Haddam,President,,Republican,John McCain,236
Middlesex,East Hampton,President,,Republican,John McCain,305
Hartford,East Hartford,President,,Republican,John McCain,527
New Haven,East Haven,President,,Republican,John McCain,302
New London,East Lyme,President,,Republican,John McCain,718
Fairfield,Easton,President,,Republican,John McCain,432
Hartford,East Windsor,President,,Republican,John McCain,181
Tolland,Ellington,President,,Republican,John McCain,270
Hartford,Enfield,President,,Republican,John McCain,758
Middlesex,Essex,President,,Republican,John McCain,406
Fairfield,Fairfield,President,,Republican,John McCain,2708
Hartford,Farmington,President,,Republican,John McCain,840
New London,Franklin,President,,Republican,John McCain,84
Hartford,Glastonbury,President,,Republican,John McCain,1515
Litchfield,Goshen,President,,Republican,John McCain,142
Hartford,Granby,President,,Republican,John McCain,531
Fairfield,Greenwich,President,,Republican,John McCain,3438
New London,Griswold,President,,Republican,John McCain,194
New London,Groton,President,,Republican,John McCain,853
New Haven,Guilford,President,,Republican,John McCain,917
Middlesex,Haddam,President,,Republican,John McCain,237
New Haven,Hamden,President,,Republican,John McCain,1211
Windham,Hampton,President,,Republican,John McCain,86
Hartford,Hartford,President,,Republican,John McCain,268
Hartford,Hartland,President,,Republican,John McCain,83
Litchfield,Harwinton,President,,Republican,John McCain,203
Tolland,Hebron,President,,Republican,John McCain,315
Litchfield,Kent,President,,Republican,John McCain,157
Windham,Killingly,President,,Republican,John McCain,259
Middlesex,Killingworth,President,,Republican,John McCain,256
New London,Lebanon,President,,Republican,John McCain,247
New London,Ledyard,President,,Republican,John McCain,546
New London,Lisbon,President,,Republican,John McCain,127
Litchfield,Litchfield,President,,Republican,John McCain,425
New London,Lyme,President,,Republican,John McCain,250
New Haven,Madison,President,,Republican,John McCain,1155
Hartford,Manchester,President,,Republican,John McCain,1207
Tolland,Mansfield,President,,Republican,John McCain,309
Hartford,Marlborough,President,,Republican,John McCain,203
New Haven,Meriden,President,,Republican,John McCain,633
New Haven,Middlebury,President,,Republican,John McCain,335
Middlesex,Middlefield,President,,Republican,John McCain,156
Middlesex,Middletown,President,,Republican,John McCain,633
New Haven,Milford,President,,Republican,John McCain,1459
Fairfield,Monroe,President,,Republican,John McCain,812
New London,Montville,President,,Republican,John McCain,322
Litchfield,Morris,President,,Republican,John McCain,159
New Haven,Naugatuck,President,,Republican,John McCain,440
Hartford,New Britain,President,,Republican,John McCain,666
Fairfield,New Canaan,President,,Republican,John McCain,1434
Fairfield,New Fairfield,President,,Republican,John McCain,495
Litchfield,New Hartford,President,,Republican,John McCain,219
New Haven,New Haven,President,,Republican,John McCain,459
Hartford,Newington,President,,Republican,John McCain,668
New London,New London,President,,Republican,John McCain,297
Litchfield,New Milford,President,,Republican,John McCain,821
Fairfield,Newtown,President,,Republican,John McCain,987
Litchfield,Norfolk,President,,Republican,John McCain,67
New Haven,North Branford,President,,Republican,John McCain,308
Litchfield,North Canaan,President,,Republican,John McCain,156
New Haven,North Haven,President,,Republican,John McCain,854
New London,Stonington,President,,Republican,John McCain,697
Fairfield,Norwalk,President,,Republican,John McCain,1781
New London,Norwich,President,,Republican,John McCain,562
New London,Old Lyme,President,,Republican,John McCain,663
Middlesex,Old Saybrook,President,,Republican,John McCain,632
New Haven,Orange,President,,Republican,John McCain,507
New Haven,Oxford,President,,Republican,John McCain,225
Windham,Plainfield,President,,Republican,John McCain,227
Hartford,Plainville,President,,Republican,John McCain,297
Litchfield,Plymouth,President,,Republican,John McCain,167
Windham,Pomfret,President,,Republican,John McCain,171
Middlesex,Portland,President,,Republican,John McCain,235
New London,Preston,President,,Republican,John McCain,200
New Haven,Prospect,President,,Republican,John McCain,253
Windham,Putnam,President,,Republican,John McCain,136
Fairfield,Redding,President,,Republican,John McCain,556
Fairfield,Ridgefield,President,,Republican,John McCain,1610
Hartford,Rocky Hill,President,,Republican,John McCain,425
Litchfield,Roxbury,President,,Republican,John McCain,163
New London,Salem,President,,Republican,John McCain,171
Litchfield,Salisbury,President,,Republican,John McCain,217
Windham,Scotland,President,,Republican,John McCain,51
New Haven,Seymour,President,,Republican,John McCain,308
Litchfield,Sharon,President,,Republican,John McCain,162
Fairfield,Shelton,President,,Republican,John McCain,1141
Fairfield,Sherman,President,,Republican,John McCain,178
Hartford,Simsbury,President,,Republican,John McCain,1302
Tolland,Somers,President,,Republican,John McCain,231
New Haven,Southbury,President,,Republican,John McCain,913
Hartford,Southington,President,,Republican,John McCain,893
Hartford,South Windsor,President,,Republican,John McCain,730
New London,Sprague,President,,Republican,John McCain,75
Tolland,Stafford,President,,Republican,John McCain,191
Fairfield,Stamford,President,,Republican,John McCain,3079
Windham,Sterling,President,,Republican,John McCain,49
Fairfield,Stratford,President,,Republican,John McCain,1099
Hartford,Suffield,President,,Republican,John McCain,515
Litchfield,Thomaston,President,,Republican,John McCain,162
Windham,Thompson,President,,Republican,John McCain,176
Tolland,Tolland,President,,Republican,John McCain,326
Litchfield,Torrington,President,,Republican,John McCain,680
Fairfield,Trumbull,President,,Republican,John McCain,1192
Tolland,Union,President,,Republican,John McCain,59
Tolland,Vernon,President,,Republican,John McCain,568
New London,Voluntown,President,,Republican,John McCain,62
New Haven,Wallingford,President,,Republican,John McCain,769
Litchfield,Warren,President,,Republican,John McCain,68
Litchfield,Washington,President,,Republican,John McCain,227
New Haven,Waterbury,President,,Republican,John McCain,937
New London,Waterford,President,,Republican,John McCain,528
Litchfield,Watertown,President,,Republican,John McCain,483
Middlesex,Westbrook,President,,Republican,John McCain,320
Hartford,West Hartford,President,,Republican,John McCain,1982
New Haven,West Haven,President,,Republican,John McCain,532
Fairfield,Weston,President,,Republican,John McCain,653
Fairfield,Westport,President,,Republican,John McCain,1584
Hartford,Wethersfield,President,,Republican,John McCain,855
Tolland,Willington,President,,Republican,John McCain,13
Fairfield,Wilton,President,,Republican,John McCain,1146
Litchfield,Winchester,President,,Republican,John McCain,184
Windham,Windham,President,,Republican,John McCain,271
Hartford,Windsor,President,,Republican,John McCain,600
Hartford,Windsor Locks,President,,Republican,John McCain,233
New Haven,Wolcott,President,,Republican,John McCain,301
New Haven,Woodbridge,President,,Republican,John McCain,423
Litchfield,Woodbury,President,,Republican,John McCain,571
Windham,Woodstock,President,,Republican,John McCain,331
New London,North Stonington,President,,Republican,John McCain,190
Tolland,Andover,President,,Democratic,Bill Bradley,84
New Haven,Ansonia,President,,Democratic,Bill Bradley,308
Windham,Ashford,President,,Democratic,Bill Bradley,120
Hartford,Avon,President,,Democratic,Bill Bradley,412
Litchfield,Barkhamsted,President,,Democratic,Bill Bradley,114
New Haven,Beacon Falls,President,,Democratic,Bill Bradley,82
Hartford,Berlin,President,,Democratic,Bill Bradley,566
New Haven,Bethany,President,,Democratic,Bill Bradley,143
Fairfield,Bethel,President,,Democratic,Bill Bradley,372
Litchfield,Bethlehem,President,,Democratic,Bill Bradley,115
