candidate,party,office,district,town,votes,precinct
Uncommitted,Republican Party,President,,Glastonbury,5,District 5 - Nayaug Elementary School
Mary Fay,Republican Party,U.S. House,1,Glastonbury,57,District 5 - Nayaug Elementary School
Jim Griffin,Republican Party,U.S. House,1,Glastonbury,32,District 5 - Nayaug Elementary School
Joe Biden,Democratic Party,President,,Glastonbury,149,District 7 - Academy Building
Bernie Sanders,Democratic Party,President,,Glastonbury,30,District 7 - Academy Building
Tulsi Gabbard,Democratic Party,President,,Glastonbury,11,District 7 - Academy Building
Uncommitted,Democratic Party,President,,Glastonbury,4,District 7 - Academy Building
Donald J. Trump,Republican Party,President,,Glastonbury,131,District 7 - Academy Building
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Glastonbury,6,District 7 - Academy Building
Uncommitted,Republican Party,President,,Glastonbury,14,District 7 - Academy Building
Mary Fay,Republican Party,U.S. House,1,Glastonbury,84,District 7 - Academy Building
Jim Griffin,Republican Party,U.S. House,1,Glastonbury,53,District 7 - Academy Building
Joe Biden,Democratic Party,President,,Glastonbury,121,District 9 - Hopewell School
Bernie Sanders,Democratic Party,President,,Glastonbury,26,District 9 - Hopewell School
Tulsi Gabbard,Democratic Party,President,,Glastonbury,7,District 9 - Hopewell School
Uncommitted,Democratic Party,President,,Glastonbury,4,District 9 - Hopewell School
Donald J. Trump,Republican Party,President,,Glastonbury,109,District 9 - Hopewell School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Glastonbury,4,District 9 - Hopewell School
Uncommitted,Republican Party,President,,Glastonbury,16,District 9 - Hopewell School
Mary Fay,Republican Party,U.S. House,1,Glastonbury,82,District 9 - Hopewell School
Jim Griffin,Republican Party,U.S. House,1,Glastonbury,38,District 9 - Hopewell School
Joe Biden,Democratic Party,President,,Goshen,207,Goshen Center School Gymnasium
Bernie Sanders,Democratic Party,President,,Goshen,33,Goshen Center School Gymnasium
Tulsi Gabbard,Democratic Party,President,,Goshen,3,Goshen Center School Gymnasium
Uncommitted,Democratic Party,President,,Goshen,8,Goshen Center School Gymnasium
Donald J. Trump,Republican Party,President,,Goshen,160,Goshen Center School Gymnasium
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Goshen,8,Goshen Center School Gymnasium
Uncommitted,Republican Party,President,,Goshen,15,Goshen Center School Gymnasium
Joe Biden,Democratic Party,President,,Granby,43,Granby Memorial High School - Community Gym
Joe Biden,Democratic Party,President,,Granby,869,Granby Memorial High School - Community Gym
Bernie Sanders,Democratic Party,President,,Granby,9,Granby Memorial High School - Community Gym
Bernie Sanders,Democratic Party,President,,Granby,119,Granby Memorial High School - Community Gym
Tulsi Gabbard,Democratic Party,President,,Granby,2,Granby Memorial High School - Community Gym
Tulsi Gabbard,Democratic Party,President,,Granby,21,Granby Memorial High School - Community Gym
Uncommitted,Democratic Party,President,,Granby,0,Granby Memorial High School - Community Gym
Uncommitted,Democratic Party,President,,Granby,18,Granby Memorial High School - Community Gym
Donald J. Trump,Republican Party,President,,Granby,39,Granby Memorial High School - Community Gym
Donald J. Trump,Republican Party,President,,Granby,428,Granby Memorial High School - Community Gym
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Granby,0,Granby Memorial High School - Community Gym
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Granby,51,Granby Memorial High School - Community Gym
Uncommitted,Republican Party,President,,Granby,5,Granby Memorial High School - Community Gym
Uncommitted,Republican Party,President,,Granby,87,Granby Memorial High School - Community Gym
Mary Fay,Republican Party,U.S. House,1,Granby,305,Granby Memorial High School - Community Gym
Mary Fay,Republican Party,U.S. House,1,Granby,26,Granby Memorial High School - Community Gym
Jim Griffin,Republican Party,U.S. House,1,Granby,207,Granby Memorial High School - Community Gym
Jim Griffin,Republican Party,U.S. House,1,Granby,15,Granby Memorial High School - Community Gym
Joe Biden,Democratic Party,President,,Greenwich,75,Bendheim Western Greenwich Civic Center
Bernie Sanders,Democratic Party,President,,Greenwich,13,Bendheim Western Greenwich Civic Center
Tulsi Gabbard,Democratic Party,President,,Greenwich,1,Bendheim Western Greenwich Civic Center
Uncommitted,Democratic Party,President,,Greenwich,2,Bendheim Western Greenwich Civic Center
Donald J. Trump,Republican Party,President,,Greenwich,51,Bendheim Western Greenwich Civic Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,4,Bendheim Western Greenwich Civic Center
Uncommitted,Republican Party,President,,Greenwich,7,Bendheim Western Greenwich Civic Center
Joe Biden,Democratic Party,President,,Greenwich,69,Central Middle School
Bernie Sanders,Democratic Party,President,,Greenwich,14,Central Middle School
Tulsi Gabbard,Democratic Party,President,,Greenwich,3,Central Middle School
Uncommitted,Democratic Party,President,,Greenwich,1,Central Middle School
Donald J. Trump,Republican Party,President,,Greenwich,83,Central Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,3,Central Middle School
Uncommitted,Republican Party,President,,Greenwich,5,Central Middle School
Joe Biden,Democratic Party,President,,Greenwich,54,Glenville School
Bernie Sanders,Democratic Party,President,,Greenwich,4,Glenville School
Tulsi Gabbard,Democratic Party,President,,Greenwich,1,Glenville School
Uncommitted,Democratic Party,President,,Greenwich,0,Glenville School
Donald J. Trump,Republican Party,President,,Greenwich,48,Glenville School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,4,Glenville School
Uncommitted,Republican Party,President,,Greenwich,0,Glenville School
Joe Biden,Democratic Party,President,,Greenwich,38,Greenwich High School
Bernie Sanders,Democratic Party,President,,Greenwich,3,Greenwich High School
Tulsi Gabbard,Democratic Party,President,,Greenwich,2,Greenwich High School
Uncommitted,Democratic Party,President,,Greenwich,1,Greenwich High School
Donald J. Trump,Republican Party,President,,Greenwich,54,Greenwich High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,0,Greenwich High School
Uncommitted,Republican Party,President,,Greenwich,3,Greenwich High School
Joe Biden,Democratic Party,President,,Greenwich,22,Greenwich Town Hall
Bernie Sanders,Democratic Party,President,,Greenwich,1,Greenwich Town Hall
Tulsi Gabbard,Democratic Party,President,,Greenwich,0,Greenwich Town Hall
Uncommitted,Democratic Party,President,,Greenwich,1,Greenwich Town Hall
Donald J. Trump,Republican Party,President,,Greenwich,31,Greenwich Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,1,Greenwich Town Hall
Uncommitted,Republican Party,President,,Greenwich,2,Greenwich Town Hall
Joe Biden,Democratic Party,President,,Greenwich,2947,Julian Curtiss School
Bernie Sanders,Democratic Party,President,,Greenwich,223,Julian Curtiss School
Tulsi Gabbard,Democratic Party,President,,Greenwich,26,Julian Curtiss School
Uncommitted,Democratic Party,President,,Greenwich,36,Julian Curtiss School
Donald J. Trump,Republican Party,President,,Greenwich,807,Julian Curtiss School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,168,Julian Curtiss School
Uncommitted,Republican Party,President,,Greenwich,400,Julian Curtiss School
Joe Biden,Democratic Party,President,,Greenwich,62,New Lebanon School
Bernie Sanders,Democratic Party,President,,Greenwich,19,New Lebanon School
Tulsi Gabbard,Democratic Party,President,,Greenwich,4,New Lebanon School
Uncommitted,Democratic Party,President,,Greenwich,2,New Lebanon School
Donald J. Trump,Republican Party,President,,Greenwich,44,New Lebanon School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,1,New Lebanon School
Uncommitted,Republican Party,President,,Greenwich,6,New Lebanon School
Joe Biden,Democratic Party,President,,Greenwich,75,North Mianus School
Bernie Sanders,Democratic Party,President,,Greenwich,8,North Mianus School
Tulsi Gabbard,Democratic Party,President,,Greenwich,3,North Mianus School
Uncommitted,Democratic Party,President,,Greenwich,1,North Mianus School
Donald J. Trump,Republican Party,President,,Greenwich,81,North Mianus School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,4,North Mianus School
Uncommitted,Republican Party,President,,Greenwich,5,North Mianus School
Joe Biden,Democratic Party,President,,Greenwich,38,North Street School
Bernie Sanders,Democratic Party,President,,Greenwich,1,North Street School
Tulsi Gabbard,Democratic Party,President,,Greenwich,1,North Street School
Uncommitted,Democratic Party,President,,Greenwich,1,North Street School
Donald J. Trump,Republican Party,President,,Greenwich,46,North Street School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,3,North Street School
Uncommitted,Republican Party,President,,Greenwich,4,North Street School
Joe Biden,Democratic Party,President,,Greenwich,85,Old Greenwich School
Bernie Sanders,Democratic Party,President,,Greenwich,4,Old Greenwich School
Tulsi Gabbard,Democratic Party,President,,Greenwich,2,Old Greenwich School
Uncommitted,Democratic Party,President,,Greenwich,0,Old Greenwich School
Donald J. Trump,Republican Party,President,,Greenwich,38,Old Greenwich School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,4,Old Greenwich School
Uncommitted,Republican Party,President,,Greenwich,7,Old Greenwich School
Joe Biden,Democratic Party,President,,Greenwich,54,Riverside School
Bernie Sanders,Democratic Party,President,,Greenwich,8,Riverside School
Tulsi Gabbard,Democratic Party,President,,Greenwich,2,Riverside School
Uncommitted,Democratic Party,President,,Greenwich,0,Riverside School
Donald J. Trump,Republican Party,President,,Greenwich,28,Riverside School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,7,Riverside School
Uncommitted,Republican Party,President,,Greenwich,4,Riverside School
Joe Biden,Democratic Party,President,,Greenwich,38,Western Middle School
Bernie Sanders,Democratic Party,President,,Greenwich,7,Western Middle School
Tulsi Gabbard,Democratic Party,President,,Greenwich,0,Western Middle School
Uncommitted,Democratic Party,President,,Greenwich,2,Western Middle School
Donald J. Trump,Republican Party,President,,Greenwich,22,Western Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Greenwich,0,Western Middle School
Uncommitted,Republican Party,President,,Greenwich,2,Western Middle School
Joe Biden,Democratic Party,President,,Griswold,0,Griswold High School
Joe Biden,Democratic Party,President,,Griswold,630,Griswold High School
Bernie Sanders,Democratic Party,President,,Griswold,0,Griswold High School
Bernie Sanders,Democratic Party,President,,Griswold,115,Griswold High School
Tulsi Gabbard,Democratic Party,President,,Griswold,0,Griswold High School
Tulsi Gabbard,Democratic Party,President,,Griswold,27,Griswold High School
Uncommitted,Democratic Party,President,,Griswold,0,Griswold High School
Uncommitted,Democratic Party,President,,Griswold,53,Griswold High School
Donald J. Trump,Republican Party,President,,Griswold,0,Griswold High School
Donald J. Trump,Republican Party,President,,Griswold,269,Griswold High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Griswold,0,Griswold High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Griswold,22,Griswold High School
Uncommitted,Republican Party,President,,Griswold,0,Griswold High School
Uncommitted,Republican Party,President,,Griswold,48,Griswold High School
Mark DePonte,Democratic Party,State House,45,Griswold,0,Griswold High School
Mark DePonte,Democratic Party,State House,45,Griswold,559,Griswold High School
Pamela Patalano,Democratic Party,State House,45,Griswold,0,Griswold High School
Pamela Patalano,Democratic Party,State House,45,Griswold,252,Griswold High School
Thomas Gilmer,Republican Party,U.S. House,2,Griswold,157,Griswold High School
Thomas Gilmer,Republican Party,U.S. House,2,Griswold,0,Griswold High School
Justin Anderson,Republican Party,U.S. House,2,Griswold,141,Griswold High School
Justin Anderson,Republican Party,U.S. House,2,Griswold,0,Griswold High School
Joe Biden,Democratic Party,President,,Groton,84,City Of Groton Municipal Building
Bernie Sanders,Democratic Party,President,,Groton,37,City Of Groton Municipal Building
Tulsi Gabbard,Democratic Party,President,,Groton,3,City Of Groton Municipal Building
Uncommitted,Democratic Party,President,,Groton,6,City Of Groton Municipal Building
Donald J. Trump,Republican Party,President,,Groton,52,City Of Groton Municipal Building
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Groton,1,City Of Groton Municipal Building
Uncommitted,Republican Party,President,,Groton,3,City Of Groton Municipal Building
Thomas Gilmer,Republican Party,U.S. House,2,Groton,25,City Of Groton Municipal Building
Justin Anderson,Republican Party,U.S. House,2,Groton,24,City Of Groton Municipal Building
Joe Biden,Democratic Party,President,,Groton,1710,Groton Public Library
Bernie Sanders,Democratic Party,President,,Groton,215,Groton Public Library
Tulsi Gabbard,Democratic Party,President,,Groton,18,Groton Public Library
Uncommitted,Democratic Party,President,,Groton,39,Groton Public Library
Donald J. Trump,Republican Party,President,,Groton,295,Groton Public Library
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Groton,70,Groton Public Library
Uncommitted,Republican Party,President,,Groton,118,Groton Public Library
Thomas Gilmer,Republican Party,U.S. House,2,Groton,196,Groton Public Library
Justin Anderson,Republican Party,U.S. House,2,Groton,202,Groton Public Library
Joe Biden,Democratic Party,President,,Groton,91,Mary Morrisson Elementary School
Bernie Sanders,Democratic Party,President,,Groton,27,Mary Morrisson Elementary School
Tulsi Gabbard,Democratic Party,President,,Groton,0,Mary Morrisson Elementary School
Uncommitted,Democratic Party,President,,Groton,4,Mary Morrisson Elementary School
Donald J. Trump,Republican Party,President,,Groton,65,Mary Morrisson Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Groton,2,Mary Morrisson Elementary School
Uncommitted,Republican Party,President,,Groton,5,Mary Morrisson Elementary School
Thomas Gilmer,Republican Party,U.S. House,2,Groton,28,Mary Morrisson Elementary School
Justin Anderson,Republican Party,U.S. House,2,Groton,32,Mary Morrisson Elementary School
Joe Biden,Democratic Party,President,,Groton,93,Robert E Fitch Sr High School
Bernie Sanders,Democratic Party,President,,Groton,15,Robert E Fitch Sr High School
Tulsi Gabbard,Democratic Party,President,,Groton,0,Robert E Fitch Sr High School
Uncommitted,Democratic Party,President,,Groton,1,Robert E Fitch Sr High School
Donald J. Trump,Republican Party,President,,Groton,41,Robert E Fitch Sr High School
