town,precinct,office,district,party,candidate,votes
Durham,Durham 3,U.S. Senate,,,Write-in,
Durham,Durham 4,U.S. Senate,,,Write-in,
East Granby,East Granby,U.S. Senate,,,Write-in,
EastHaddam,EastHaddam,U.S. Senate,,,Write-in,
EastHampton,EastHampton,U.S. Senate,,,Write-in,
East Hartford,East Hartford 1,U.S. Senate,,,Write-in,
East Hartford,East Hartford 2,U.S. Senate,,,Write-in,
East Hartford,East Hartford 3,U.S. Senate,,,Write-in,
East Hartford,East Hartford 4,U.S. Senate,,,Write-in,
East Hartford,East Hartford 5,U.S. Senate,,,Write-in,
East Hartford,East Hartford 6,U.S. Senate,,,Write-in,
East Hartford,East Hartford 7,U.S. Senate,,,Write-in,
East Haven,East Haven 1,U.S. Senate,,,Write-in,
East Haven,East Haven 1S,U.S. Senate,,,Write-in,
East Haven,East Haven 2,U.S. Senate,,,Write-in,
East Haven,East Haven 3,U.S. Senate,,,Write-in,
East Haven,East Haven 3S,U.S. Senate,,,Write-in,
East Haven,East Haven 4,U.S. Senate,,,Write-in,
East Haven,East Haven 5,U.S. Senate,,,Write-in,
East Haven,East Haven 5S,U.S. Senate,,,Write-in,
East Lyme,East Lyme 1,U.S. Senate,,,Write-in,0
East Lyme,East Lyme 2,U.S. Senate,,,Write-in,0
East Lyme,East Lyme 3,U.S. Senate,,,Write-in,0
East Windsor,East Windsor 1,U.S. Senate,,,Write-in,
East Windsor,East Windsor 2,U.S. Senate,,,Write-in,
Eastford,Eastford,U.S. Senate,,,Write-in,
Easton,Easton,U.S. Senate,,,Write-in,
Ellington,Ellington 1,U.S. Senate,,,Write-in,
Ellington,Ellington 2,U.S. Senate,,,Write-in,
Enfield,Enfield - Kennedy,U.S. Senate,,,Write-in,0
Enfield,Enfield - Fermi,U.S. Senate,,,Write-in,4
Enfield,Enfield - HS,U.S. Senate,,,Write-in,0
Enfield,Enfield - Barnard,U.S. Senate,,,Write-in,0
Enfield,Absentee/Presidential,U.S. Senate,,,Write-in,0
Essex,Essex,U.S. Senate,,,Write-in,
Fairfield,Fairfield 1,U.S. Senate,,,Write-in,
Fairfield,Fairfield 2-132,U.S. Senate,,,Write-in,
Fairfield,Fairfield 2-133,U.S. Senate,,,Write-in,
Fairfield,Fairfield 2-134,U.S. Senate,,,Write-in,
Fairfield,Fairfield 3-132,U.S. Senate,,,Write-in,
Fairfield,Fairfield 3-134,U.S. Senate,,,Write-in,
Fairfield,Fairfield 4-132,U.S. Senate,,,Write-in,
Fairfield,Fairfield 4-133,U.S. Senate,,,Write-in,
Fairfield,Fairfield 4-134,U.S. Senate,,,Write-in,
Fairfield,Fairfield 5-132,U.S. Senate,,,Write-in,
Fairfield,Fairfield 5-133,U.S. Senate,,,Write-in,
Fairfield,Fairfield 6-132,U.S. Senate,,,Write-in,
Fairfield,Fairfield 6-133,U.S. Senate,,,Write-in,
Fairfield,Fairfield 7-133,U.S. Senate,,,Write-in,
Fairfield,Fairfield 7-134,U.S. Senate,,,Write-in,
Fairfield,Fairfield 8-132,U.S. Senate,,,Write-in,
Fairfield,Fairfield 8-133,U.S. Senate,,,Write-in,
Fairfield,Fairfield 8-134,U.S. Senate,,,Write-in,
Fairfield,Fairfield 9,U.S. Senate,,,Write-in,
Fairfield,Fairfield 10-132,U.S. Senate,,,Write-in,
Fairfield,Fairfield 10-133,U.S. Senate,,,Write-in,
Farmington,Farmington 1,U.S. Senate,,,Write-in,
Farmington,Farmington 2,U.S. Senate,,,Write-in,
Farmington,Farmington 3,U.S. Senate,,,Write-in,
Farmington,Farmington 4,U.S. Senate,,,Write-in,
Farmington,Farmington 5,U.S. Senate,,,Write-in,
Farmington,Farmington 6,U.S. Senate,,,Write-in,
Farmington,Farmington 7,U.S. Senate,,,Write-in,
Franklin,Franklin,U.S. Senate,,,Write-in,
Glastonbury,Glastonbury 1,U.S. Senate,,,Write-in,1
Glastonbury,Glastonbury 2,U.S. Senate,,,Write-in,0
Glastonbury,Glastonbury 3,U.S. Senate,,,Write-in,0
Glastonbury,Glastonbury 4,U.S. Senate,,,Write-in,1
Glastonbury,Glastonbury 5,U.S. Senate,,,Write-in,0
Glastonbury,Glastonbury 7,U.S. Senate,,,Write-in,2
Glastonbury,Glastonbury 9,U.S. Senate,,,Write-in,0
Goshen,Goshen 63,U.S. Senate,,,Write-in,0
Goshen,Goshen 64,U.S. Senate,,,Write-in,0
Granby,Granby 1,U.S. Senate,,,Write-in,
Granby,Granby 2,U.S. Senate,,,Write-in,
Greenwich,Greenwich 1,U.S. Senate,,,Write-in,
Greenwich,Greenwich 1A,U.S. Senate,,,Write-in,
Greenwich,Greenwich 2,U.S. Senate,,,Write-in,
Greenwich,Greenwich 3,U.S. Senate,,,Write-in,
Greenwich,Greenwich 4,U.S. Senate,,,Write-in,
Greenwich,Greenwich 4A,U.S. Senate,,,Write-in,
Greenwich,Greenwich 5,U.S. Senate,,,Write-in,
Greenwich,Greenwich 5A,U.S. Senate,,,Write-in,
Greenwich,Greenwich 6,U.S. Senate,,,Write-in,
Greenwich,Greenwich 6A,U.S. Senate,,,Write-in,
Greenwich,Greenwich 7,U.S. Senate,,,Write-in,
Greenwich,Greenwich 7A,U.S. Senate,,,Write-in,
Greenwich,Greenwich 8,U.S. Senate,,,Write-in,
Greenwich,Greenwich 9,U.S. Senate,,,Write-in,
Greenwich,Greenwich 10,U.S. Senate,,,Write-in,
Greenwich,Greenwich 10A,U.S. Senate,,,Write-in,
Greenwich,Greenwich 11,U.S. Senate,,,Write-in,
Greenwich,Greenwich 11A,U.S. Senate,,,Write-in,
Greenwich,Greenwich 12,U.S. Senate,,,Write-in,
Griswold,Griswold 1,U.S. Senate,,,Write-in,
Griswold,Griswold 2,U.S. Senate,,,Write-in,
Groton,Groton 1,U.S. Senate,,,Write-in,
Groton,Groton 2,U.S. Senate,,,Write-in,
Groton,Groton 3,U.S. Senate,,,Write-in,
Groton,Groton 4,U.S. Senate,,,Write-in,
Groton,Groton 5,U.S. Senate,,,Write-in,
Groton,Groton 6,U.S. Senate,,,Write-in,
Groton,Groton 7,U.S. Senate,,,Write-in,
Groton,Groton 8,U.S. Senate,,,Write-in,
Groton,Absentee,U.S. Senate,,,Write-in,
Guilford,Guilford1,U.S. Senate,,,Write-in,
Guilford,Guilford2,U.S. Senate,,,Write-in,
Guilford,Guilford3,U.S. Senate,,,Write-in,
Guilford,Guilford4,U.S. Senate,,,Write-in,
Guilford,Guilford5,U.S. Senate,,,Write-in,
Haddam,Haddam 1,U.S. Senate,,,Write-in,
Haddam,Haddam 2,U.S. Senate,,,Write-in,
Haddam,Haddam 3,U.S. Senate,,,Write-in,
Hamden,Hamden 1,U.S. Senate,,,Write-in,0
Hamden,Hamden 2,U.S. Senate,,,Write-in,0
Hamden,Hamden 3,U.S. Senate,,,Write-in,0
Hamden,Hamden 4,U.S. Senate,,,Write-in,1
Hamden,Hamden 5,U.S. Senate,,,Write-in,0
Hamden,Hamden 5-1,U.S. Senate,,,Write-in,0
Hamden,Hamden 6,U.S. Senate,,,Write-in,0
Hamden,Hamden 7,U.S. Senate,,,Write-in,0
Hamden,Hamden 8,U.S. Senate,,,Write-in,0
Hamden,Hamden 8-1,U.S. Senate,,,Write-in,0
Hamden,Hamden 9,U.S. Senate,,,Write-in,0
Hamden,Hamden 10,U.S. Senate,,,Write-in,0
Hamden,Hamden 10-1,U.S. Senate,,,Write-in,0
Hampton,Hampton,U.S. Senate,,,Write-in,
Hartford,Hartford 1,U.S. Senate,,,Write-in,
Hartford,Hartford 2,U.S. Senate,,,Write-in,
Hartford,Hartford 3,U.S. Senate,,,Write-in,
Hartford,Hartford 4,U.S. Senate,,,Write-in,
Hartford,Hartford 5,U.S. Senate,,,Write-in,
Hartford,Hartford 6,U.S. Senate,,,Write-in,
Hartford,Hartford 7,U.S. Senate,,,Write-in,
Hartford,Hartford 8,U.S. Senate,,,Write-in,
Hartford,Hartford 9,U.S. Senate,,,Write-in,
Hartford,Hartford 10,U.S. Senate,,,Write-in,
Hartford,Hartford 11,U.S. Senate,,,Write-in,
Hartford,Hartford 12,U.S. Senate,,,Write-in,
Hartford,Hartford 13,U.S. Senate,,,Write-in,
Hartford,Hartford 14,U.S. Senate,,,Write-in,
Hartford,Hartford 15,U.S. Senate,,,Write-in,
Hartford,Hartford 16,U.S. Senate,,,Write-in,
Hartford,Hartford 17,U.S. Senate,,,Write-in,
Hartford,Hartford 18,U.S. Senate,,,Write-in,
Hartford,Hartford 19,U.S. Senate,,,Write-in,
Hartford,Hartford 20,U.S. Senate,,,Write-in,
Hartford,Hartford 21,U.S. Senate,,,Write-in,
Hartford,Hartford 22,U.S. Senate,,,Write-in,
Hartford,Hartford 23,U.S. Senate,,,Write-in,
Hartford,Hartford 24,U.S. Senate,,,Write-in,
Hartland,Hartland,U.S. Senate,,,Write-in,
Harwinton,Harwinton8,U.S. Senate,,,Write-in,
Harwinton,Harwinton 31,U.S. Senate,,,Write-in,
Hebron,Hebron,U.S. Senate,,,Write-in,
Kent,Kent,U.S. Senate,,,Write-in,
Killingly,Killingly 1,U.S. Senate,,,Write-in,
Killingly,Killingly 2-44,U.S. Senate,,,Write-in,
Killingly,Killingly 2-51,U.S. Senate,,,Write-in,
Killingly,Killingly 3,U.S. Senate,,,Write-in,
Killingly,Killingly 4-44,U.S. Senate,,,Write-in,
Killingly,Killingly 4-51,U.S. Senate,,,Write-in,
Killingly,Killingly 5,U.S. Senate,,,Write-in,
Killingworth,Killingworth,U.S. Senate,,,Write-in,
Lebanon,Lebanon1,U.S. Senate,,,Write-in,
Lebanon,Lebanon2,U.S. Senate,,,Write-in,
Ledyard,Ledyard1,U.S. Senate,,,Write-in,
Ledyard,Ledyard2,U.S. Senate,,,Write-in,
Ledyard,Ledyard3,U.S. Senate,,,Write-in,
Lisbon,Lisbon1,U.S. Senate,,,Write-in,
Lisbon,Lisbon 2,U.S. Senate,,,Write-in,
Litchfield,Litchfield 1,U.S. Senate,,,Write-in,
Litchfield,Litchfield 2,U.S. Senate,,,Write-in,
Litchfield,Litchfield 3,U.S. Senate,,,Write-in,
Litchfield,Litchfield 4,U.S. Senate,,,Write-in,
Lyme,Lyme,U.S. Senate,,,Write-in,
Madison,Madison 1,U.S. Senate,,,Write-in,
Madison,Madison 2,U.S. Senate,,,Write-in,
Manchester,Manchester 1,U.S. Senate,,,Write-in,0
Manchester,Manchester 2,U.S. Senate,,,Write-in,0
Manchester,Manchester 3,U.S. Senate,,,Write-in,0
Manchester,Manchester 4,U.S. Senate,,,Write-in,0
Manchester,Manchester 5,U.S. Senate,,,Write-in,0
Manchester,Manchester 6,U.S. Senate,,,Write-in,0
Manchester,Manchester 7,U.S. Senate,,,Write-in,0
Manchester,Manchester 8,U.S. Senate,,,Write-in,0
Mansfield,Mansfield 1,U.S. Senate,,,Write-in,
Mansfield,Mansfield 2,U.S. Senate,,,Write-in,
Mansfield,Mansfield 3,U.S. Senate,,,Write-in,
Mansfield,Mansfield 4,U.S. Senate,,,Write-in,
Marlborough,Marlborough,U.S. Senate,,,Write-in,
Meridien,Meriden 1,U.S. Senate,,,Write-in,
Meridien,Meriden 2,U.S. Senate,,,Write-in,
Meridien,Meriden 3,U.S. Senate,,,Write-in,
Meridien,Meriden 4,U.S. Senate,,,Write-in,
Meridien,Meriden 5,U.S. Senate,,,Write-in,
Meridien,Meriden 6,U.S. Senate,,,Write-in,
Meridien,Meriden 7,U.S. Senate,,,Write-in,
Meridien,Meriden 8,U.S. Senate,,,Write-in,
Meridien,Meriden 9,U.S. Senate,,,Write-in,
Meridien,Meriden 10,U.S. Senate,,,Write-in,
Meridien,Meriden 11,U.S. Senate,,,Write-in,
Meridien,Meriden 12,U.S. Senate,,,Write-in,
Meridien,Meriden 13,U.S. Senate,,,Write-in,
Middlebury,Middlebury1,U.S. Senate,,,Write-in,2
Middlebury,Middlebury 2,U.S. Senate,,,Write-in,2
Middlefield,Middlefield,U.S. Senate,,,Write-in,
Middletown,Middletown 1,U.S. Senate,,,Write-in,0
Middletown,Middletown 2,U.S. Senate,,,Write-in,0
Middletown,Middletown 3,U.S. Senate,,,Write-in,0
Middletown,Middletown 4,U.S. Senate,,,Write-in,0
Middletown,Middletown 5,U.S. Senate,,,Write-in,0
Middletown,Middletown 6,U.S. Senate,,,Write-in,0
Middletown,Middletown 7,U.S. Senate,,,Write-in,0
Middletown,Middletown 8,U.S. Senate,,,Write-in,0
Middletown,Middletown 9,U.S. Senate,,,Write-in,0
Middletown,Middletown 10,U.S. Senate,,,Write-in,0
Middletown,Middletown 11,U.S. Senate,,,Write-in,0
Middletown,Middletown 12,U.S. Senate,,,Write-in,1
Middletown,Middletown 13,U.S. Senate,,,Write-in,0
Middletown,Middletown 14,U.S. Senate,,,Write-in,0
Middletown,Absentee,U.S. Senate,,,Write-in,0
Milford,Milford - Live Oaks,U.S. Senate,,,Write-in,
Milford,Milford - Orange Avenue,U.S. Senate,,,Write-in,
Milford,Milford - Kennedy 118,U.S. Senate,,,Write-in,
Milford,Milford - Kennedy 119,U.S. Senate,,,Write-in,
Milford,Milford - Meadowside,U.S. Senate,,,Write-in,
Milford,Milford - West Shore,U.S. Senate,,,Write-in,
Milford,Milford - Egan,U.S. Senate,,,Write-in,
Milford,Milford - Foran 117,U.S. Senate,,,Write-in,
Milford,Milford - Foran 119,U.S. Senate,,,Write-in,
Milford,Milford - Harborside 118,U.S. Senate,,,Write-in,
Milford,Milford - Harborside 119,U.S. Senate,,,Write-in,
Monroe,Monroe 1,U.S. Senate,,,Write-in,
Monroe,Monroe 2,U.S. Senate,,,Write-in,
Monroe,Monroe 3,U.S. Senate,,,Write-in,
Monroe,Monroe 4,U.S. Senate,,,Write-in,
Montville,Montville 1,U.S. Senate,,,Write-in,
Montville,Montville 2,U.S. Senate,,,Write-in,
Montville,Montville 3,U.S. Senate,,,Write-in,
Montville,Montville 4,U.S. Senate,,,Write-in,
Montville,Montville 5,U.S. Senate,,,Write-in,
Montville,Montville 6,U.S. Senate,,,Write-in,
Morris,Morris,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 1-1,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 1-2,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 1-3,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 2-1,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 2-2,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 2-3,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 3-1,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 3-2,U.S. Senate,,,Write-in,
Naugatuck,Naugatuck 3-3,U.S. Senate,,,Write-in,
New Britain,New Britain 1,U.S. Senate,,,Write-in,
New Britain,New Britain 2,U.S. Senate,,,Write-in,
New Britain,New Britain 3,U.S. Senate,,,Write-in,
New Britain,New Britain 4,U.S. Senate,,,Write-in,
New Britain,New Britain 5,U.S. Senate,,,Write-in,
New Britain,New Britain 5-1,U.S. Senate,,,Write-in,
New Britain,New Britain 5-2,U.S. Senate,,,Write-in,
New Britain,New Britain 6,U.S. Senate,,,Write-in,
New Britain,New Britain 7,U.S. Senate,,,Write-in,
New Britain,New Britain 8,U.S. Senate,,,Write-in,
New Britain,New Britain 9,U.S. Senate,,,Write-in,
New Britain,New Britain 10,U.S. Senate,,,Write-in,
New Britain,New Britain 11,U.S. Senate,,,Write-in,
New Britain,New Britain 12,U.S. Senate,,,Write-in,
New Britain,New Britain 13,U.S. Senate,,,Write-in,
New Britain,New Britain 14,U.S. Senate,,,Write-in,
New Britain,New Britain 15,U.S. Senate,,,Write-in,
New Canaan,New Canaan 1,U.S. Senate,,,Write-in,1
New Canaan,New Canaan 2,U.S. Senate,,,Write-in,0
New Canaan,New Canaan 3,U.S. Senate,,,Write-in,0
New Fairfield,New Fairfield 108,U.S. Senate,,,Write-in,
New Fairfield,New Fairfield 138,U.S. Senate,,,Write-in,
New Hartford,New Hartford 1,U.S. Senate,,,Write-in,
New Hartford,New Hartford 2,U.S. Senate,,,Write-in,
New Haven,New Haven 1,U.S. Senate,,,Write-in,
New Haven,New Haven 2,U.S. Senate,,,Write-in,
New Haven,New Haven 3-1,U.S. Senate,,,Write-in,
New Haven,New Haven 3-2,U.S. Senate,,,Write-in,
New Haven,New Haven 4-1,U.S. Senate,,,Write-in,
New Haven,New Haven 4-2,U.S. Senate,,,Write-in,
New Haven,New Haven 5,U.S. Senate,,,Write-in,
New Haven,New Haven 6-2,U.S. Senate,,,Write-in,
New Haven,New Haven 6-3,U.S. Senate,,,Write-in,
New Haven,New Haven 7-2,U.S. Senate,,,Write-in,
New Haven,New Haven 8-1,U.S. Senate,,,Write-in,
New Haven,New Haven 8-2,U.S. Senate,,,Write-in,
New Haven,New Haven 9,U.S. Senate,,,Write-in,
New Haven,New Haven 10,U.S. Senate,,,Write-in,
New Haven,New Haven 11-1,U.S. Senate,,,Write-in,
New Haven,New Haven 11-2,U.S. Senate,,,Write-in,
New Haven,New Haven 11-3,U.S. Senate,,,Write-in,
New Haven,New Haven 12-1,U.S. Senate,,,Write-in,
New Haven,New Haven 12-2,U.S. Senate,,,Write-in,
New Haven,New Haven 13,U.S. Senate,,,Write-in,
New Haven,New Haven 14,U.S. Senate,,,Write-in,
New Haven,New Haven 15,U.S. Senate,,,Write-in,
New Haven,New Haven 16,U.S. Senate,,,Write-in,
New Haven,New Haven 17,U.S. Senate,,,Write-in,
New Haven,New Haven 18,U.S. Senate,,,Write-in,
New Haven,New Haven 19-1,U.S. Senate,,,Write-in,
New Haven,New Haven 19-2,U.S. Senate,,,Write-in,
New Haven,New Haven 20,U.S. Senate,,,Write-in,
New Haven,New Haven 21,U.S. Senate,,,Write-in,
New Haven,New Haven 22-1,U.S. Senate,,,Write-in,
New Haven,New Haven 22-2,U.S. Senate,,,Write-in,
New Haven,New Haven 23,U.S. Senate,,,Write-in,
New Haven,New Haven 24,U.S. Senate,,,Write-in,
New Haven,New Haven 25,U.S. Senate,,,Write-in,
New Haven,New Haven 26,U.S. Senate,,,Write-in,
New Haven,New Haven 27,U.S. Senate,,,Write-in,
New Haven,New Haven 28,U.S. Senate,,,Write-in,
New Haven,New Haven 29,U.S. Senate,,,Write-in,
New Haven,New Haven 30-1,U.S. Senate,,,Write-in,
New Haven,New Haven 30-2,U.S. Senate,,,Write-in,
New London,New London 1,U.S. Senate,,,Write-in,
New London,New London 2,U.S. Senate,,,Write-in,
New London,New London 3,U.S. Senate,,,Write-in,
New Milford,New Milford 1,U.S. Senate,,,Write-in,0
New Milford,New Milford 2,U.S. Senate,,,Write-in,0
New Milford,New Milford 3,U.S. Senate,,,Write-in,0
New Milford,New Milford 4,U.S. Senate,,,Write-in,0
New Milford,New Milford 5,U.S. Senate,,,Write-in,0
New Milford,New Milford 6,U.S. Senate,,,Write-in,0
New Milford,New Milford 7,U.S. Senate,,,Write-in,1
Newington,Newington 1,U.S. Senate,,,Write-in,0
Newington,Newington 2,U.S. Senate,,,Write-in,0
Newington,Newington 3,U.S. Senate,,,Write-in,0
Newington,Newington 4,U.S. Senate,,,Write-in,0
Newington,Newington 5,U.S. Senate,,,Write-in,0
Newington,Newington 6,U.S. Senate,,,Write-in,0
Newington,Newington 7,U.S. Senate,,,Write-in,0
Newington,Newington 8,U.S. Senate,,,Write-in,0
Newtown,Newtown 1,U.S. Senate,,,Write-in,
Newtown,Newtown 1-5,U.S. Senate,,,Write-in,
Newtown,Newtown 2,U.S. Senate,,,Write-in,
Newtown,Newtown 3-1,U.S. Senate,,,Write-in,
Newtown,Newtown 3-2,U.S. Senate,,,Write-in,
Newtown,Newtown 3-5,U.S. Senate,,,Write-in,
Norfolk,Norfolk,U.S. Senate,,,Write-in,
North Branford,North Branford 1,U.S. Senate,,,Write-in,
North Branford,North Branford 2,U.S. Senate,,,Write-in,
NorthCanaan,NorthCanaan,U.S. Senate,,,Write-in,
North Haven,North Haven 1,U.S. Senate,,,Write-in,0
North Haven,North Haven 2,U.S. Senate,,,Write-in,1
North Haven,North Haven 3-11,U.S. Senate,,,Write-in,0
North Haven,North Haven 3-34,U.S. Senate,,,Write-in,0
North Haven,North Haven 4,U.S. Senate,,,Write-in,0
North Haven,North Haven 5,U.S. Senate,,,Write-in,0
NorthStonington,NorthStonington,U.S. Senate,,,Write-in,
Norwalk,Norwalk 137A,U.S. Senate,,,Write-in,
Norwalk,Norwalk 137B,U.S. Senate,,,Write-in,
Norwalk,Norwalk 137C,U.S. Senate,,,Write-in,
Norwalk,Norwalk 140A,U.S. Senate,,,Write-in,
Norwalk,Norwalk 140B,U.S. Senate,,,Write-in,
Norwalk,Norwalk 140C,U.S. Senate,,,Write-in,
Norwalk,Norwalk 141A,U.S. Senate,,,Write-in,
Norwalk,Norwalk 142A,U.S. Senate,,,Write-in,
Norwalk,Norwalk 142B,U.S. Senate,,,Write-in,
Norwalk,Norwalk 142C,U.S. Senate,,,Write-in,
Norwalk,Norwalk 143A,U.S. Senate,,,Write-in,
Norwalk,Norwalk 143B,U.S. Senate,,,Write-in,
Norwich,Norwich 1,U.S. Senate,,,Write-in,
Norwich,Norwich 2,U.S. Senate,,,Write-in,
Norwich,Norwich 3,U.S. Senate,,,Write-in,
Norwich,Norwich 4,U.S. Senate,,,Write-in,
Norwich,Norwich 5,U.S. Senate,,,Write-in,
OldLyme,OldLyme,U.S. Senate,,,Write-in,
Old Saybrook,Old Saybrook 1,U.S. Senate,,,Write-in,
Old Saybrook,Old Saybrook 2,U.S. Senate,,,Write-in,
Orange,Orange 1,U.S. Senate,,,Write-in,
Orange,Orange 2,U.S. Senate,,,Write-in,
Orange,Orange 3,U.S. Senate,,,Write-in,
Oxford,Oxford,U.S. Senate,,,Write-in,
Plainfield,Plainfield 1-44,U.S. Senate,,,Write-in,0
Plainfield,Plainfield 1-45,U.S. Senate,,,Write-in,1
Plainfield,Plainfield 2,U.S. Senate,,,Write-in,0
Plainfield,Plainfield 3,U.S. Senate,,,Write-in,0
Plainfield,Plainfield 4,U.S. Senate,,,Write-in,0
Plainfield,Plainfield Absentee,U.S. Senate,,,Write-in,0
Plainville,Plainville 1,U.S. Senate,,,Write-in,0
Plainville,Plainville 2,U.S. Senate,,,Write-in,0
Plainville,Plainville 3,U.S. Senate,,,Write-in,0
Plainville,Plainville 4,U.S. Senate,,,Write-in,0
Plymouth,Plymouth 1,U.S. Senate,,,Write-in,
Plymouth,Plymouth 2,U.S. Senate,,,Write-in,
Pomfret,Pomfret,U.S. Senate,,,Write-in,
Portland,Portland,U.S. Senate,,,Write-in,
Preston,Preston,U.S. Senate,,,Write-in,
Prospect,Prospect,U.S. Senate,,,Write-in,
Putnam,Putnam 1,U.S. Senate,,,Write-in,
Putnam,Putnam 2,U.S. Senate,,,Write-in,
Putnam,Absentee,U.S. Senate,,,Write-in,
Redding,Redding2,U.S. Senate,,,Write-in,
Redding,Redding 135,U.S. Senate,,,Write-in,
Ridgefield,Ridgefield 1,U.S. Senate,,,Write-in,
Ridgefield,Ridgefield 2,U.S. Senate,,,Write-in,
Ridgefield,Ridgefield 3,U.S. Senate,,,Write-in,
Ridgefield,Ridgefield 4,U.S. Senate,,,Write-in,
Ridgefield,Absentee,U.S. Senate,,,Write-in,
Rocky Hill,Rocky Hill 1,U.S. Senate,,,Write-in,
Rocky Hill,Rocky Hill 2,U.S. Senate,,,Write-in,
Rocky Hill,Rocky Hill 3,U.S. Senate,,,Write-in,
Roxbury,Roxbury,U.S. Senate,,,Write-in,
Salem,Salem,U.S. Senate,,,Write-in,
Salisbury,Salisbury,U.S. Senate,,,Write-in,
Scotland,Scotland,U.S. Senate,,,Write-in,
Seymour,Seymour 1,U.S. Senate,,,Write-in,
Seymour,Seymour 2,U.S. Senate,,,Write-in,
Seymour,Seymour 3,U.S. Senate,,,Write-in,
Sharon,Sharon,U.S. Senate,,,Write-in,
Shelton,Shelton 1,U.S. Senate,,,Write-in,
Shelton,Shelton 2,U.S. Senate,,,Write-in,
Shelton,Shelton 2-1,U.S. Senate,,,Write-in,
Shelton,Shelton 3,U.S. Senate,,,Write-in,
Shelton,Shelton 4,U.S. Senate,,,Write-in,
Sherman,Sherman,U.S. Senate,,,Write-in,
Simsbury,Simsbury 1,U.S. Senate,,,Write-in,0
Simsbury,Simsbury 2,U.S. Senate,,,Write-in,0
Simsbury,Simsbury 3,U.S. Senate,,,Write-in,0
Simsbury,Simsbury 4,U.S. Senate,,,Write-in,0
Somers,Somers,U.S. Senate,,,Write-in,
South Windsor,South Windsor 1,U.S. Senate,,,Write-in,
South Windsor,South Windsor 2,U.S. Senate,,,Write-in,
South Windsor,South Windsor 3,U.S. Senate,,,Write-in,
South Windsor,South Windsor 4,U.S. Senate,,,Write-in,
South Windsor,South Windsor 5,U.S. Senate,,,Write-in,
Southbury,Southbury 1,U.S. Senate,,,Write-in,
Southbury,Southbury 2,U.S. Senate,,,Write-in,
Southbury,Southbury 3,U.S. Senate,,,Write-in,
Southington,Southington 1,U.S. Senate,,,Write-in,
Southington,Southington 2,U.S. Senate,,,Write-in,
Southington,Southington 3,U.S. Senate,,,Write-in,
Southington,Southington 4,U.S. Senate,,,Write-in,
Southington,Southington 5,U.S. Senate,,,Write-in,
Southington,Southington 6,U.S. Senate,,,Write-in,
Southington,Southington 7,U.S. Senate,,,Write-in,
Southington,Southington 8,U.S. Senate,,,Write-in,
Southington,Southington 9,U.S. Senate,,,Write-in,
Southington,Southington 10,U.S. Senate,,,Write-in,
Southington,Southington 11,U.S. Senate,,,Write-in,
Sprague,Sprague,U.S. Senate,,,Write-in,
Stafford,Stafford 1,U.S. Senate,,,Write-in,
Stafford,Stafford 2,U.S. Senate,,,Write-in,
Stafford,Stafford 3,U.S. Senate,,,Write-in,
Stamford,Stamford1,U.S. Senate,,,Write-in,
Stamford,Stamford2,U.S. Senate,,,Write-in,
Stamford,Stamford3,U.S. Senate,,,Write-in,
Stamford,Stamford4,U.S. Senate,,,Write-in,
Stamford,Stamford5,U.S. Senate,,,Write-in,
Stamford,Stamford6,U.S. Senate,,,Write-in,
Stamford,Stamford7,U.S. Senate,,,Write-in,
Stamford,Stamford8,U.S. Senate,,,Write-in,
Stamford,Stamford9,U.S. Senate,,,Write-in,
Stamford,Stamford10,U.S. Senate,,,Write-in,
Stamford,Stamford11,U.S. Senate,,,Write-in,
Stamford,Stamford12,U.S. Senate,,,Write-in,
Stamford,Stamford13,U.S. Senate,,,Write-in,
Stamford,Stamford14,U.S. Senate,,,Write-in,
Stamford,Stamford15,U.S. Senate,,,Write-in,
Stamford,Stamford16,U.S. Senate,,,Write-in,
Stamford,Stamford17,U.S. Senate,,,Write-in,
Stamford,Stamford18,U.S. Senate,,,Write-in,
Stamford,Stamford19,U.S. Senate,,,Write-in,
Stamford,Stamford20,U.S. Senate,,,Write-in,
Stamford,Stamford21,U.S. Senate,,,Write-in,
Stamford,Stamford22,U.S. Senate,,,Write-in,
Stamford,Absentee,U.S. Senate,,,Write-in,
Sterling,Sterling,U.S. Senate,,,Write-in,
Stonington,Stonington 1,U.S. Senate,,,Write-in,
Stonington,Stonington 2,U.S. Senate,,,Write-in,
Stonington,Stonington 3,U.S. Senate,,,Write-in,
Stonington,Stonington 4,U.S. Senate,,,Write-in,
Stonington,Stonington 5,U.S. Senate,,,Write-in,
Stratford,Stratford - Lordship,U.S. Senate,,,Write-in,
Stratford,Stratford - Baldwin 120,U.S. Senate,,,Write-in,
Stratford,Stratford - Baldwin 121,U.S. Senate,,,Write-in,
Stratford,Stratford - Johnson,U.S. Senate,,,Write-in,
Stratford,Stratford - Stratford 120,U.S. Senate,,,Write-in,
Stratford,Stratford - Stratford 121,U.S. Senate,,,Write-in,
Stratford,Stratford - Franklin 21,U.S. Senate,,,Write-in,
