county,town,office,district,party,candidate,votes
Hartford,East Windsor,US House,1,Rep,Joe Visconti,1315
Hartford,East Windsor,US House,1,Dem,John Larson,3220
Hartford,East Windsor,US House,1,Green,Stephen Fournier,161
Hartford,East Windsor,US House,1,WF,John Larson,199
Hartford,East Windsor,US House,1,write-in,Matthew Coleman,0
Hartford,East Granby,State Senate,7,Rep,John A. Kissel,1355
Hartford,East Granby,State Senate,7,Dem,George Colli,1186
Hartford,East Granby,State Senate,7,WF,John A. Kissel,154
Hartford,East Granby Part,State House,61,Dem,"Matthew J. Conway, Jr.",163
Hartford,East Granby Part,State House,61,Rep,Lauren K. Life,167
Hartford,East Granby Part,State House,61,WF,"Matthew J. Conway, Jr.",16
Hartford,East Granby Part,State House,62,Rep,Richard F. Ferrari,1160
Hartford,East Granby Part,State House,62,Dem,Annie Hornish,1134
Hartford,East Granby Part,State House,62,WF,Annie Hornish,103
Middlesex,East Haddam,State Senate,33,Rep,Vincent A. Pacileo III,1529
Middlesex,East Haddam,State Senate,33,Dem,Eileen M. Daily,2846
Middlesex,East Haddam,State Senate,33,Green,Colin D. Bennett,177
Middlesex,East Haddam,State House,48,Dem,Linda A. Orange,3556
Middlesex,East Hampton,State Senate,33,Rep,Vincent A. Pacileo III,2263
Middlesex,East Hampton,State Senate,33,Dem,Eileen M. Daily,3809
Middlesex,East Hampton,State Senate,33,Green,Colin D. Bennett,275
Middlesex,East Hampton,State House,34,Rep,David Bauer,2928
Middlesex,East Hampton,State House,34,Dem,Gail K. Hamm,3234
Middlesex,East Hampton,State House,34,WF,Gail K. Hamm,304
Hartford,East Hartford,State Senate,3,Dem,Gary D. LeBeau,12351
Hartford,East Hartford,State Senate,3,WF,Gary D. LeBeau,2264
Hartford,East Hartford Part,State House,10,Dem,Henry J. Genga,6456
Hartford,East Hartford Part,State House,11,Dem,Timothy D. Larson,5237
Hartford,East Hartford Part,State House,9,Rep,Clifton E. Thompson,886
Hartford,East Hartford Part,State House,9,Dem,Jason Rojas,1896
Hartford,East Hartford Part,State House,9,WF,Jason Rojas,301
New Haven,East Haven,State Senate,34,Rep,Leonard A. Fasano,5184
New Haven,East Haven,State Senate,34,WF,Leonard A. Fasano,1969
New Haven,East Haven Part,State House,86,Rep,Vincent J. Candelora,1248
New Haven,East Haven Part,State House,99,Rep,Lori Musco,3399
New Haven,East Haven Part,State House,99,Dem,Mike Lawlor,4795
New Haven,East Haven Part,State House,99,WF,Mike Lawlor,879
New London,East Lyme,State Senate,20,Rep,Thomas C. Simones,2936
New London,East Lyme,State Senate,20,Dem,Andrea L. Stillman,5964
New London,East Lyme,State Senate,20,Lbt,Marc L. Guttman,162
New London,East Lyme,State House,37,Dem,Ed Jutila,6256
New London,East Lyme,State House,37,Rep,Gregory Ellis,2863
Hartford,East Windsor,State Senate,3,Dem,Gary D. LeBeau,3087
Hartford,East Windsor,State Senate,3,WF,Gary D. LeBeau,594
Hartford,East Windsor,State House,57,Dem,Ted Graziani,2206
Hartford,East Windsor,State House,57,WF,Ted Graziani,226
Hartford,East Windsor,State House,57,Rep,Christopher Davis,2330
Windham,Eastford,US House,2,Rep,Sean Sullivan,385
Windham,Eastford,US House,2,Dem,Joe Courtney,497
Windham,Eastford,US House,2,Green,Scott Deshefy,19
Windham,Eastford,US House,2,WF,Joe Courtney,27
Windham,Eastford,US House,2,write-in,Todd Vachon,0
Windham,Eastford,State Senate,35,Rep,Tony Guglielmo,665
Windham,Eastford,State House,50,Rep,Mike Alberts,497
Windham,Eastford,State House,50,Dem,Sherri Vogt,402
Windham,Eastford,State House,50,WF,Sherri Vogt,26
Fairfield,Easton,President,,Rep,John McCain,2259
Fairfield,Easton,President,,Dem,Barack Obama,2238
Fairfield,Easton,President,,Ind,Ralph Nader,26
Fairfield,Easton,President,,write-in,Chuck Baldwin,1
Fairfield,Easton,President,,write-in,Roger Calero,0
Fairfield,Easton,President,,write-in,Cynthia McKinney,0
Fairfield,Easton,President,,write-in,Stewart Moore,0
Fairfield,Easton,US House,4,Rep,Christopher Shays,2613
Fairfield,Easton,US House,4,Dem,Jim Himes,1568
Fairfield,Easton,US House,4,Green,Richard Z. Duffee,25
Fairfield,Easton,US House,4,WF,Jim Himes,178
Fairfield,Easton,US House,4,Lbt,Michael Carrano,40
Fairfield,Easton,US House,4,write-in,Eugene Flanagan,0
Fairfield,Easton,State Senate,28,Rep,John McKinney,2786
Fairfield,Easton,State Senate,28,Dem,Martin A. Goldberg,1477
Fairfield,Easton,State Senate,28,WF,Martin A. Goldberg,0
Fairfield,Easton,State House,135,Rep,John Stripp,2872
Fairfield,Easton,State House,135,Green,Remy G. Chevalier,553
Tolland,Ellington,President,,Rep,John McCain,3519
Tolland,Ellington,President,,Dem,Barack Obama,4236
Tolland,Ellington,President,,Ind,Ralph Nader,98
Tolland,Ellington,President,,write-in,Chuck Baldwin,0
Tolland,Ellington,President,,write-in,Roger Calero,0
Tolland,Ellington,President,,write-in,Cynthia McKinney,1
Tolland,Ellington,President,,write-in,Stewart Moore,0
Tolland,Ellington,US House,2,Rep,Sean Sullivan,2548
Tolland,Ellington,US House,2,Dem,Joe Courtney,4093
Tolland,Ellington,US House,2,Green,Scott Deshefy,104
Tolland,Ellington,US House,2,WF,Joe Courtney,384
Tolland,Ellington,US House,2,write-in,Todd Vachon,0
Tolland,Ellington,State House,57,Dem,Ted Graziani,3779
Tolland,Ellington,State House,57,WF,Ted Graziani,421
Tolland,Ellington,State House,57,Rep,Christopher Davis,2959
Tolland,Ellington Part,State Senate,3,Dem,Gary D. LeBeau,3454
Tolland,Ellington Part,State Senate,3,WF,Gary D. LeBeau,591
Tolland,Ellington Part,State Senate,35,Rep,Tony Guglielmo,1162
Hartford,Enfield,President,,Rep,John McCain,7656
Hartford,Enfield,President,,Dem,Barack Obama,11584
Hartford,Enfield,President,,Ind,Ralph Nader,310
Hartford,Enfield,President,,write-in,Chuck Baldwin,6
Hartford,Enfield,President,,write-in,Roger Calero,0
Hartford,Enfield,President,,write-in,Cynthia McKinney,1
Hartford,Enfield,President,,write-in,Stewart Moore,0
Hartford,Enfield,US House,2,Rep,Sean Sullivan,5413
Hartford,Enfield,US House,2,Dem,Joe Courtney,12075
Hartford,Enfield,US House,2,Green,Scott Deshefy,269
Hartford,Enfield,US House,2,WF,Joe Courtney,716
Hartford,Enfield,US House,2,write-in,Todd Vachon,0
Hartford,Enfield,State Senate,7,Rep,John A. Kissel,9530
Hartford,Enfield,State Senate,7,Dem,George Colli,8211
Hartford,Enfield,State Senate,7,WF,John A. Kissel,832
Hartford,Enfield Part,State House,58,Dem,Kathy Tallarita,5995
Hartford,Enfield Part,State House,58,Rep,Susan Lavelli-Hozempa,2915
Hartford,Enfield Part,State House,59,Rep,William J. Ballard,2566
Hartford,Enfield Part,State House,59,Dem,Karen Jarmoc,6753
Middlesex,Essex,President,,Rep,John McCain,1541
Middlesex,Essex,President,,Dem,Barack Obama,2542
Middlesex,Essex,President,,Ind,Ralph Nader,36
Middlesex,Essex,President,,write-in,Chuck Baldwin,0
Middlesex,Essex,President,,write-in,Roger Calero,0
Middlesex,Essex,President,,write-in,Cynthia McKinney,1
Middlesex,Essex,President,,write-in,Stewart Moore,0
Middlesex,Essex,US House,2,Rep,Sean Sullivan,1380
Middlesex,Essex,US House,2,Dem,Joe Courtney,2397
Middlesex,Essex,US House,2,Green,Scott Deshefy,54
Middlesex,Essex,US House,2,WF,Joe Courtney,53
Middlesex,Essex,US House,2,write-in,Todd Vachon,0
Middlesex,Essex,State Senate,33,Rep,Vincent A. Pacileo III,1717
Middlesex,Essex,State Senate,33,Dem,Eileen M. Daily,2137
Middlesex,Essex,State Senate,33,Green,Colin D. Bennett,74
Middlesex,Essex,State House,36,Dem,James Field Spallone,2605
Middlesex,Essex,State House,36,Rep,Nelson Struck,1253
Fairfield,Fairfield,President,,Rep,John McCain,13071
Fairfield,Fairfield,President,,Dem,Barack Obama,17236
Fairfield,Fairfield,President,,Ind,Ralph Nader,230
Fairfield,Fairfield,President,,write-in,Chuck Baldwin,0
Fairfield,Fairfield,President,,write-in,Roger Calero,0
Fairfield,Fairfield,President,,write-in,Cynthia McKinney,0
Fairfield,Fairfield,President,,write-in,Stewart Moore,0
Fairfield,Fairfield,US House,4,Rep,Christopher Shays,16068
Fairfield,Fairfield,US House,4,Dem,Jim Himes,13077
Fairfield,Fairfield,US House,4,Green,Richard Z. Duffee,123
Fairfield,Fairfield,US House,4,WF,Jim Himes,592
Fairfield,Fairfield,US House,4,Lbt,Michael Carrano,179
Fairfield,Fairfield,US House,4,write-in,Eugene Flanagan,0
Fairfield,Fairfield,State Senate,28,Rep,John McKinney,17933
Fairfield,Fairfield,State Senate,28,Dem,Martin A. Goldberg,10526
Fairfield,Fairfield,State Senate,28,WF,Martin A. Goldberg,282
Fairfield,Fairfield Part,State House,132,Rep,Ralph Bowley,4492
Fairfield,Fairfield Part,State House,132,Dem,Thomas J. Drew,5138
Fairfield,Fairfield Part,State House,132,WF,Thomas J. Drew,324
Fairfield,Fairfield Part,State House,133,Rep,Amanda Parks,4048
Fairfield,Fairfield Part,State House,133,Dem,Kim Fawcett,6531
Fairfield,Fairfield Part,State House,134,Rep,Tony Hwang,3562
Fairfield,Fairfield Part,State House,134,Dem,Tom F. Christiano,2912
Hartford,Farmington,President,,Rep,John McCain,5822
Hartford,Farmington,President,,Dem,Barack Obama,8088
Hartford,Farmington,President,,Ind,Ralph Nader,156
Hartford,Farmington,President,,write-in,Chuck Baldwin,3
Hartford,Farmington,President,,write-in,Roger Calero,1
Hartford,Farmington,President,,write-in,Cynthia McKinney,1
Hartford,Farmington,President,,write-in,Stewart Moore,0
Hartford,Farmington,US House,5,Rep,David J. Cappiello,5074
Hartford,Farmington,US House,5,Dem,Chris Murphy,7272
Hartford,Farmington,US House,5,Ind,Thomas L. Winn,93
Hartford,Farmington,US House,5,Green,Harold H. Burbank II,129
Hartford,Farmington,US House,5,WF,Chris Murphy,776
Hartford,Farmington,US House,5,write-in,Walter Gengarelly,0
Hartford,Farmington Part,State Senate,5,Rep,Joseph Merritt,4075
Hartford,Farmington Part,State Senate,6,Rep,Thomas A. Bozek,794
Hartford,Farmington Part,State Senate,6,Dem,Donald J. DeFronzo,779
Hartford,Farmington Part,State Senate,5,Dem,Jonathan A. Harris,7174
Hartford,Farmington Part,State Senate,6,WF,Donald J. DeFronzo,72
Hartford,Farmington Part,State Senate,5,WF,Jonathan A. Harris,523
Hartford,Farmington Part,State House,19,Rep,Theresa McGrath,562
Hartford,Farmington Part,State House,19,Dem,Beth Bye,491
Hartford,Farmington Part,State House,21,Rep,Demetrios Giannaros,9382
New London,Franklin,President,,Rep,John McCain,504
New London,Franklin,President,,Dem,Barack Obama,538
New London,Franklin,President,,Ind,Ralph Nader,21
New London,Franklin,President,,write-in,Chuck Baldwin,1
New London,Franklin,President,,write-in,Roger Calero,0
New London,Franklin,President,,write-in,Cynthia McKinney,0
New London,Franklin,President,,write-in,Stewart Moore,0
New London,Franklin,US House,2,Rep,Sean Sullivan,291
New London,Franklin,US House,2,Dem,Joe Courtney,605
New London,Franklin,US House,2,Green,Scott Deshefy,29
New London,Franklin,US House,2,WF,Joe Courtney,28
New London,Franklin,US House,2,write-in,Todd Vachon,0
New London,Franklin,State Senate,19,Dem,Edith G. Prague,724
New London,Franklin,State Senate,19,WF,Edith G. Prague,59
New London,Franklin,State House,139,Dem,Kevin Ryan,745
Hartford,Glastonbury,President,,Rep,John McCain,7755
Hartford,Glastonbury,President,,Dem,Barack Obama,11767
Hartford,Glastonbury,President,,Ind,Ralph Nader,250
Hartford,Glastonbury,President,,write-in,Chuck Baldwin,6
Hartford,Glastonbury,President,,write-in,Roger Calero,0
Hartford,Glastonbury,President,,write-in,Cynthia McKinney,0
Hartford,Glastonbury,President,,write-in,Stewart Moore,0
Hartford,Glastonbury,State Senate,4,Rep,David H. Blackwell,8071
Hartford,Glastonbury,State Senate,4,Dem,Mary Ann Handley,9711
Hartford,Glastonbury,State Senate,4,WF,Mary Ann Handley,702
Hartford,Glastonbury Part,US House,1,Rep,Joe Visconti,3638
Hartford,Glastonbury Part,US House,1,Dem,John Larson,7637
Hartford,Glastonbury Part,US House,1,Green,Stephen Fournier,274
Hartford,Glastonbury Part,US House,1,WF,John Larson,564
Hartford,Glastonbury Part,US House,1,write-in,Matthew Coleman,0
Hartford,Glastonbury Part,US House,2,Rep,Sean Sullivan,2651
Hartford,Glastonbury Part,US House,2,Dem,Joe Courtney,3476
Hartford,Glastonbury Part,US House,2,Green,Scott Deshefy,78
Hartford,Glastonbury Part,US House,2,WF,Joe Courtney,190
Hartford,Glastonbury Part,US House,2,write-in,Todd Vachon,0
Hartford,Glastonbury Part,State House,9,Rep,Clifton E. Thompson,1945
Hartford,Glastonbury Part,State House,9,Dem,Jason Rojas,2727
Hartford,Glastonbury Part,State House,9,WF,Jason Rojas,195
Hartford,Glastonbury Part,State House,31,Rep,Kurt P. Cavanaugh,6512
Hartford,Glastonbury Part,State House,31,Dem,Thomas J. Kehoe,7118
Litchfield,Goshen,President,,Rep,John McCain,927
Litchfield,Goshen,President,,Dem,Barack Obama,856
Litchfield,Goshen,President,,Ind,Ralph Nader,24
Litchfield,Goshen,President,,write-in,Chuck Baldwin,0
Litchfield,Goshen,President,,write-in,Roger Calero,0
Litchfield,Goshen,President,,write-in,Cynthia McKinney,0
Litchfield,Goshen,President,,write-in,Stewart Moore,0
Litchfield,Goshen,US House,5,Rep,David J. Cappiello,814
Litchfield,Goshen,US House,5,Dem,Chris Murphy,784
Litchfield,Goshen,US House,5,Ind,Thomas L. Winn,13
Litchfield,Goshen,US House,5,Green,Harold H. Burbank II,13
Litchfield,Goshen,US House,5,WF,Chris Murphy,97
Litchfield,Goshen,US House,5,write-in,Walter Gengarelly,0
Litchfield,Goshen,State Senate,30,Rep,Andrew Roraback,1445
Litchfield,Goshen,State Senate,30,Dem,Michael J. Renzullo,247
Litchfield,Goshen,State Senate,30,WF,Michael J. Renzullo,32
Litchfield,Goshen,State House,64,WF,Roberta B. Willis,193
Litchfield,Goshen,State House,64,Dem,Roberta B. Willis,907
Hartford,Granby,President,,Rep,John McCain,2947
Hartford,Granby,President,,Dem,Barack Obama,3456
Hartford,Granby,President,,Ind,Ralph Nader,87
Hartford,Granby,President,,write-in,Chuck Baldwin,1
Hartford,Granby,President,,write-in,Roger Calero,0
Hartford,Granby,President,,write-in,Cynthia McKinney,1
Hartford,Granby,President,,write-in,Stewart Moore,0
Hartford,Granby,US House,1,Rep,Joe Visconti,2496
Hartford,Granby,US House,1,Dem,John Larson,3159
Hartford,Granby,US House,1,Green,Stephen Fournier,136
Hartford,Granby,US House,1,WF,John Larson,243
Hartford,Granby,US House,1,write-in,Matthew Coleman,0
Hartford,Granby,State House,62,Rep,Richard F. Ferrari,2901
Hartford,Granby,State House,62,Dem,Annie Hornish,2887
Hartford,Granby,State House,62,WF,Annie Hornish,324
Hartford,Granby Part,State Senate,7,Rep,John A. Kissel,2150
Hartford,Granby Part,State Senate,7,Dem,George Colli,1820
Hartford,Granby Part,State Senate,7,WF,John A. Kissel,257
Hartford,Granby Part,State Senate,8,Rep,Kevin D. Witkos,1008
Hartford,Granby Part,State Senate,8,Dem,Arthur H. House,758
Hartford,Granby Part,State Senate,8,WF,Arthur H. House,44
Fairfield,Greenwich,President,,Rep,John McCain,13937
Fairfield,Greenwich,President,,Dem,Barack Obama,16233
Fairfield,Greenwich,President,,Ind,Ralph Nader,204
Fairfield,Greenwich,President,,write-in,Chuck Baldwin,0
Fairfield,Greenwich,President,,write-in,Roger Calero,0
Fairfield,Greenwich,President,,write-in,Cynthia McKinney,0
Fairfield,Greenwich,President,,write-in,Stewart Moore,0
Fairfield,Greenwich,US House,4,Rep,Christopher Shays,16384
Fairfield,Greenwich,US House,4,Dem,Jim Himes,12555
Fairfield,Greenwich,US House,4,Green,Richard Z. Duffee,149
Fairfield,Greenwich,US House,4,WF,Jim Himes,237
Fairfield,Greenwich,US House,4,Lbt,Michael Carrano,190
Fairfield,Greenwich,US House,4,write-in,Eugene Flanagan,0
Fairfield,Greenwich,State Senate,36,Rep,L. Scott Frantz,16971
Fairfield,Greenwich,State Senate,36,Dem,Mark Diamond,9940
Fairfield,Greenwich,State Senate,36,Green,Zachary A. Chaves,597
Fairfield,Greenwich Part,State House,149,Rep,Livvy R. Floren,5365
Fairfield,Greenwich Part,State House,150,Rep,Lile R. Gibbons,6415
Fairfield,Greenwich Part,State House,151,Rep,Fred Camillo,5932
Fairfield,Greenwich Part,State House,151,Dem,Edward Krumeich,4784
New London,Griswold,President,,Rep,John McCain,2286
New London,Griswold,President,,Dem,Barack Obama,2803
New London,Griswold,President,,Ind,Ralph Nader,95
New London,Griswold,President,,write-in,Chuck Baldwin,1
New London,Griswold,President,,write-in,Roger Calero,0
New London,Griswold,President,,write-in,Cynthia McKinney,0
New London,Griswold,President,,write-in,Stewart Moore,0
New London,Griswold,US House,2,Rep,Sean Sullivan,1365
New London,Griswold,US House,2,Dem,Joe Courtney,2714
New London,Griswold,US House,2,Green,Scott Deshefy,96
New London,Griswold,US House,2,WF,Joe Courtney,546
New London,Griswold,US House,2,write-in,Todd Vachon,0
New London,Griswold,State Senate,18,Rep,Anne P. Hatfield,1347
New London,Griswold,State Senate,18,Dem,Andrew M. Maynard,3230
New London,Griswold,State House,45,Rep,Ed Berdick,1220
New London,Griswold,State House,45,Dem,Steven Mikutel,2903
New London,Griswold,State House,45,WF,Steven Mikutel,630
New London,Groton,President,,Rep,John McCain,5814
New London,Groton,President,,Dem,Barack Obama,8953
New London,Groton,President,,Ind,Ralph Nader,168
New London,Groton,President,,write-in,Chuck Baldwin,2
New London,Groton,President,,write-in,Roger Calero,0
New London,Groton,President,,write-in,Cynthia McKinney,0
New London,Groton,President,,write-in,Stewart Moore,0
New London,Groton,US House,2,Rep,Sean Sullivan,4296
New London,Groton,US House,2,Dem,Joe Courtney,8652
New London,Groton,US House,2,Green,Scott Deshefy,248
New London,Groton,US House,2,WF,Joe Courtney,661
New London,Groton,US House,2,write-in,Todd Vachon,6
New London,Groton,State Senate,18,Rep,Anne P. Hatfield,4294
New London,Groton,State Senate,18,Dem,Andrew M. Maynard,8917
New London,Groton Part,State House,40,Dem,Edward E. Moukawsher,3845
New London,Groton Part,State House,41,Rep,Deborah Peruzzotti,3299
New London,Groton Part,State House,41,Rep,Elissa T. Wright,5254
New Haven,Guilford,President,,Rep,John McCain,5073
New Haven,Guilford,President,,Dem,Barack Obama,8134
New Haven,Guilford,President,,Ind,Ralph Nader,123
New Haven,Guilford,President,,write-in,Chuck Baldwin,0
New Haven,Guilford,President,,write-in,Roger Calero,0
New Haven,Guilford,President,,write-in,Cynthia McKinney,0
New Haven,Guilford,President,,write-in,Stewart Moore,0
New Haven,Guilford,US House,3,Rep,Bo Itshaky,3037
New Haven,Guilford,US House,3,Dem,Rosa DeLauro,8599
New Haven,Guilford,US House,3,Green,Ralph Ferrucci,325
New Haven,Guilford,US House,3,WF,Rosa DeLauro,670
New Haven,Guilford,State Senate,12,Rep,Ryan Suerth,4762
New Haven,Guilford,State Senate,12,Dem,Edward Meyer,7695
New Haven,Guilford Part,State House,98,Dem,Patricia M. Widlitz,7473
New Haven,Guilford Part,State House,101,Rep,Jeanne Stevens,919
New Haven,Guilford Part,State House,101,Dem,Deborah Heinrich,1764
Middlesex,Haddam,President,,Rep,John McCain,2068
Middlesex,Haddam,President,,Dem,Barack Obama,2637
Middlesex,Haddam,President,,Ind,Ralph Nader,68
Middlesex,Haddam,President,,write-in,Chuck Baldwin,0
Middlesex,Haddam,President,,write-in,Roger Calero,0
Middlesex,Haddam,President,,write-in,Cynthia McKinney,0
Middlesex,Haddam,President,,write-in,Stewart Moore,0
Middlesex,Haddam,US House,2,Rep,Sean Sullivan,1668
Middlesex,Haddam,US House,2,Dem,Joe Courtney,2624
Middlesex,Haddam,US House,2,Green,Scott Deshefy,106
Middlesex,Haddam,US House,2,WF,Joe Courtney,95
Middlesex,Haddam,US House,2,write-in,Todd Vachon,0
Middlesex,Haddam,State Senate,33,Rep,Vincent A. Pacileo III,1700
Middlesex,Haddam,State Senate,33,Dem,Eileen M. Daily,2625
Middlesex,Haddam,State Senate,33,Green,Colin D. Bennett,193
Middlesex,Haddam,State House,36,Dem,James Field Spallone,2768
Middlesex,Haddam,State House,36,Rep,Nelson Struck,1655
New Haven,Hamden,President,,Rep,John McCain,8531
New Haven,Hamden,President,,Dem,Barack Obama,19960
New Haven,Hamden,President,,Ind,Ralph Nader,271
New Haven,Hamden,President,,write-in,Chuck Baldwin,8
New Haven,Hamden,President,,write-in,Roger Calero,0
New Haven,Hamden,President,,write-in,Cynthia McKinney,2
New Haven,Hamden,President,,write-in,Stewart Moore,0
New Haven,Hamden,US House,3,Rep,Bo Itshaky,4422
New Haven,Hamden,US House,3,Dem,Rosa DeLauro,19342
New Haven,Hamden,US House,3,Green,Ralph Ferrucci,790
New Haven,Hamden,US House,3,WF,Rosa DeLauro,2134
New Haven,Hamden Part,State Senate,11,Dem,Martin M. Looney,12311
New Haven,Hamden Part,State Senate,11,WF,Martin M. Looney,853
New Haven,Hamden Part,State Senate,17,Rep,Tamath K. Rossi,1870
New Haven,Hamden Part,State Senate,17,Dem,Joe Crisco,6850
New Haven,Hamden Part,State Senate,17,WF,Joe Crisco,537
New Haven,Hamden Part,State House,88,Dem,Brendan Sharkey,5906
New Haven,Hamden Part,State House,88,PC,Matthew J. Corcoran,3218
New Haven,Hamden Part,State House,91,Dem,Peter F. Villano,7429
New Haven,Hamden Part,State House,91,WF,Peter F. Villano,651
New Haven,Hamden Part,State House,91,PC,David P. Aron,598
New Haven,Hamden Part,State House,96,Dem,Cameron Staples,3310
New Haven,Hamden Part,State House,103,Rep,Al Adinolfi,1204
New Haven,Hamden Part,State House,103,Dem,Elizabeth Esty,1595
Windham,Hampton,President,,Rep,John McCain,433
Windham,Hampton,President,,Dem,Barack Obama,643
Windham,Hampton,President,,Ind,Ralph Nader,29
Windham,Hampton,President,,write-in,Chuck Baldwin,0
Windham,Hampton,President,,write-in,Roger Calero,0
Windham,Hampton,President,,write-in,Cynthia McKinney,0
Windham,Hampton,President,,write-in,Stewart Moore,0
Windham,Hampton,US House,2,Rep,Sean Sullivan,313
Windham,Hampton,US House,2,Dem,Joe Courtney,661
Windham,Hampton,US House,2,Green,Scott Deshefy,17
Windham,Hampton,US House,2,WF,Joe Courtney,50
Windham,Hampton,US House,2,write-in,Todd Vachon,0
Windham,Hampton,State Senate,35,Rep,Tony Guglielmo,678
Windham,Hampton,State House,50,Rep,Mike Alberts,471
Windham,Hampton,State House,50,Dem,Sherri Vogt,532
Windham,Hampton,State House,50,WF,Sherri Vogt,45
Hartford,Hartford,President,,Rep,John McCain,2686
Hartford,Hartford,President,,Dem,Barack Obama,31741
Hartford,Hartford,President,,Ind,Ralph Nader,165
Hartford,Hartford,President,,write-in,Chuck Baldwin,1
Hartford,Hartford,President,,write-in,Roger Calero,0
Hartford,Hartford,President,,write-in,Cynthia McKinney,2
Hartford,Hartford,President,,write-in,Stewart Moore,2
Hartford,Hartford,US House,1,Rep,Joe Visconti,1800
Hartford,Hartford,US House,1,Dem,John Larson,23209
Hartford,Hartford,US House,1,Green,Stephen Fournier,1016
Hartford,Hartford,US House,1,WF,John Larson,2049
Hartford,Hartford,US House,1,write-in,Matthew Coleman,0
Hartford,Hartford Part,State Senate,1,Rep,Barbara J. Ruhe,1382
Hartford,Hartford Part,State Senate,2,Rep,Veronica Airey-Wilson,2100
Hartford,Hartford Part,State Senate,2,Dem,Eric D. Coleman,10298
Hartford,Hartford Part,State Senate,1,Dem,John W. Fonfara,12450
Hartford,Hartford Part,State Senate,2,WF,Eric D. Coleman,1348
Hartford,Hartford Part,State Senate,1,Green,S. Michael DeRosa,617
Hartford,Hartford Part,State Senate,1,WF,John W. Fonfara,1111
Hartford,Hartford Part,State House,1,Dem,Kenneth P. Green,3239
Hartford,Hartford Part,State House,3,Dem,Minnie Gonzalez,3628
Hartford,Hartford Part,State House,4,Dem,Kelvin Roldan,3026
Hartford,Hartford Part,State House,5,Dem,Marie Lopez Kirkley-Bey,4147
Hartford,Hartford Part,State House,6,Dem,Hector Luis Robles,4676
Hartford,Hartford Part,State House,7,Dem,Douglas McCrory,5049
Hartford,Hartford Part,State House,1,CFL,Mark A. Friedman,214
Hartford,Hartford Part,State House,4,CFL,Bryce Snarski-Pierce,238
Hartford,Hartford Part,State House,5,PC,Craig T. Stallings,87
Hartford,Hartford Part,State House,6,WF,Hector Luis Robles,598
Hartford,Hartford Part,State House,5,PC,Larry Charles,821
Hartford,Hartland,President,,Rep,John McCain,756
Hartford,Hartland,President,,Dem,Barack Obama,496
Hartford,Hartland,President,,Ind,Ralph Nader,22
Hartford,Hartland,President,,write-in,Chuck Baldwin,2
Hartford,Hartland,President,,write-in,Roger Calero,0
Hartford,Hartland,President,,write-in,Cynthia McKinney,0
Hartford,Hartland,President,,write-in,Stewart Moore,0
Hartford,Hartland,US House,1,Rep,Joe Visconti,580
Hartford,Hartland,US House,1,Dem,John Larson,489
Hartford,Hartland,US House,1,Green,Stephen Fournier,41
Hartford,Hartland,US House,1,WF,John Larson,62
Hartford,Hartland,US House,1,write-in,Matthew Coleman,0
Hartford,Hartland,State Senate,8,Rep,Kevin D. Witkos,754
Hartford,Hartland,State Senate,8,Dem,Arthur H. House,383
Hartford,Hartland,State Senate,8,WF,Arthur H. House,38
Hartford,Hartland,State House,63,Rep,John B. Rigby,775
Hartford,Hartland,State House,63,write-in,William O. Riiska,131
Litchfield,Harwinton,President,,Rep,John McCain,1749
Litchfield,Harwinton,President,,Dem,Barack Obama,1485
Litchfield,Harwinton,President,,Ind,Ralph Nader,71
Litchfield,Harwinton,President,,write-in,Chuck Baldwin,4
Litchfield,Harwinton,President,,write-in,Roger Calero,0
Litchfield,Harwinton,President,,write-in,Cynthia McKinney,0
Litchfield,Harwinton,President,,write-in,Stewart Moore,0
Litchfield,Harwinton,US House,5,Rep,David J. Cappiello,1491
Litchfield,Harwinton,US House,5,Dem,Chris Murphy,1387
Litchfield,Harwinton,US House,5,Ind,Thomas L. Winn,33
Litchfield,Harwinton,US House,5,Green,Harold H. Burbank II,29
Litchfield,Harwinton,US House,5,WF,Chris Murphy,202
Litchfield,Harwinton,US House,5,write-in,Walter Gengarelly,0
Litchfield,Harwinton,State House,76,Rep,John Piscopo,1845
Litchfield,Harwinton,State House,76,Dem,Joseph Arcuri,1251
Litchfield,Harwinton Part,State Senate,8,Rep,Kevin D. Witkos,934
Litchfield,Harwinton Part,State Senate,8,Dem,Arthur H. House,728
Litchfield,Harwinton Part,State Senate,8,WF,Arthur H. House,88
Litchfield,Harwinton Part,State Senate,31,Dem,Thomas A. Colapietro,633
Litchfield,Harwinton Part,State Senate,31,WF,Thomas A. Colapietro,141
Tolland,Hebron,President,,Rep,John McCain,2285
Tolland,Hebron,President,,Dem,Barack Obama,2954
Tolland,Hebron,President,,Ind,Ralph Nader,78
Tolland,Hebron,President,,write-in,Chuck Baldwin,0
Tolland,Hebron,President,,write-in,Roger Calero,0
Tolland,Hebron,President,,write-in,Cynthia McKinney,0
Tolland,Hebron,President,,write-in,Stewart Moore,0
Tolland,Hebron,US House,2,Rep,Sean Sullivan,1860
Tolland,Hebron,US House,2,Dem,Joe Courtney,2995
Tolland,Hebron,US House,2,Green,Scott Deshefy,92
Tolland,Hebron,US House,2,WF,Joe Courtney,63
Tolland,Hebron,US House,2,write-in,Todd Vachon,0
Tolland,Hebron,State Senate,19,Dem,Edith G. Prague,3494
Tolland,Hebron,State Senate,19,WF,Edith G. Prague,324
