county,town,office,district,party,candidate,votes
Windham,Ashford,US House,2,Dem,Joe Courtney,1429
Windham,Ashford,US House,2,Green,Scott Deshefy,45
Windham,Ashford,US House,2,WF,Joe Courtney,62
Windham,Ashford,US House,2,write-in,Todd Vachon,0
Windham,Ashford,State Senate,35,Rep,Tony Guglielmo,1479
Windham,Ashford,State House,53,Rep,Robert Arute,850
Windham,Ashford,State House,53,Rep,Bryan Hurlburt,1308
Hartford,Avon,President,,Rep,John McCain,4868
Hartford,Avon,President,,Dem,Barack Obama,5698
Hartford,Avon,President,,Ind,Ralph Nader,100
Hartford,Avon,President,,write-in,Chuck Baldwin,0
Hartford,Avon,President,,write-in,Roger Calero,0
Hartford,Avon,President,,write-in,Cynthia McKinney,0
Hartford,Avon,President,,write-in,Stewart Moore,0
Hartford,Avon,US House,5,Rep,David J. Cappiello,4500
Hartford,Avon,US House,5,Dem,Chris Murphy,5577
Hartford,Avon,US House,5,Ind,Thomas L. Winn,58
Hartford,Avon,US House,5,Green,Harold H. Burbank II,93
Hartford,Avon,US House,5,WF,Chris Murphy,0
Hartford,Avon,US House,5,write-in,Walter Gengarelly,0
Hartford,Avon,State Senate,8,Rep,Kevin D. Witkos,5900
Hartford,Avon,State Senate,8,Dem,Arthur H. House,3347
Hartford,Avon,State Senate,8,WF,Arthur H. House,866
Hartford,Avon Part,State House,17,Rep,Timothy LeGeyt,3881
Hartford,Avon Part,State House,17,Dem,Brett Eisenlohr,4289
Hartford,Avon Part,State House,17,WF,Brett Eisenlohr,0
Hartford,Avon Part,State House,19,Rep,Theresa McGrath,850
Hartford,Avon Part,State House,19,Dem,Beth Bye,1007
Litchfield,Barkhamsted,President,,Rep,John McCain,969
Litchfield,Barkhamsted,President,,Dem,Barack Obama,1223
Litchfield,Barkhamsted,President,,Ind,Ralph Nader,50
Litchfield,Barkhamsted,President,,write-in,Chuck Baldwin,0
Litchfield,Barkhamsted,President,,write-in,Roger Calero,0
Litchfield,Barkhamsted,President,,write-in,Cynthia McKinney,0
Litchfield,Barkhamsted,President,,write-in,Stewart Moore,0
Litchfield,Barkhamsted,US House,1,Rep,Joe Visconti,822
Litchfield,Barkhamsted,US House,1,Dem,John Larson,1095
Litchfield,Barkhamsted,US House,1,Green,Stephen Fournier,56
Litchfield,Barkhamsted,US House,1,WF,John Larson,108
Litchfield,Barkhamsted,US House,1,write-in,Matthew Coleman,0
Litchfield,Barkhamsted,State Senate,8,Rep,Kevin D. Witkos,1088
Litchfield,Barkhamsted,State Senate,8,Dem,Arthur H. House,904
Litchfield,Barkhamsted,State Senate,8,WF,Arthur H. House,93
Litchfield,Barkhamsted Part,State House,62,Rep,Richard F. Ferrari,302
Litchfield,Barkhamsted Part,State House,62,Dem,Annie Hornish,327
Litchfield,Barkhamsted Part,State House,62,WF,Annie Hornish,39
Litchfield,Barkhamsted Part,State House,63,Rep,John B. Rigby,817
Litchfield,Barkhamsted Part,State House,63,write-in,William O. Riiska,292
New Haven,Beacon Falls,President,,Rep,John McCain,1576
New Haven,Beacon Falls,President,,Dem,Barack Obama,1483
New Haven,Beacon Falls,President,,Ind,Ralph Nader,58
New Haven,Beacon Falls,President,,write-in,Chuck Baldwin,0
New Haven,Beacon Falls,President,,write-in,Roger Calero,0
New Haven,Beacon Falls,President,,write-in,Cynthia McKinney,0
New Haven,Beacon Falls,President,,write-in,Stewart Moore,0
New Haven,Beacon Falls,US House,3,Rep,Bo Itshaky,836
New Haven,Beacon Falls,US House,3,Dem,Rosa DeLauro,1656
New Haven,Beacon Falls,US House,3,Green,Ralph Ferrucci,84
New Haven,Beacon Falls,US House,3,WF,Rosa DeLauro,277
New Haven,Beacon Falls,State Senate,17,Rep,Tamath K. Rossi,1297
New Haven,Beacon Falls,State Senate,17,Dem,Joe Crisco,1409
New Haven,Beacon Falls,State Senate,17,WF,Joe Crisco,152
New Haven,Beacon Falls,State House,105,Rep,Brian F. Koskelowski,1395
New Haven,Beacon Falls,State House,105,Dem,Theresa W. Conroy,1391
Hartford,Berlin,President,,Rep,John McCain,4957
Hartford,Berlin,President,,Dem,Barack Obama,6028
Hartford,Berlin,President,,Ind,Ralph Nader,142
Hartford,Berlin,President,,write-in,Chuck Baldwin,1
Hartford,Berlin,President,,write-in,Roger Calero,0
Hartford,Berlin,President,,write-in,Cynthia McKinney,1
Hartford,Berlin,President,,write-in,Stewart Moore,0
Hartford,Berlin,US House,1,Rep,Joe Visconti,2926
Hartford,Berlin,US House,1,Dem,John Larson,5684
Hartford,Berlin,US House,1,Green,Stephen Fournier,228
Hartford,Berlin,US House,1,WF,John Larson,760
Hartford,Berlin,US House,1,write-in,Matthew Coleman,0
Hartford,Berlin,State Senate,6,Rep,Thomas A. Bozek,4088
Hartford,Berlin,State Senate,6,Dem,Donald J. DeFronzo,5330
Hartford,Berlin,State Senate,6,WF,Donald J. DeFronzo,790
Hartford,Berlin Part,State House,30,Dem,Joe Aresimowicz,3771
Hartford,Berlin Part,State House,30,Dem,Joe Aresimowicz,774
Hartford,Berlin Part,State House,83,Rep,Kevin Scarpati,1361
Hartford,Berlin Part,State House,83,Dem,Catherine F. Abercrombie,2699
New Haven,Bethany,President,,Rep,John McCain,1525
New Haven,Bethany,President,,Dem,Barack Obama,1781
New Haven,Bethany,President,,Ind,Ralph Nader,50
New Haven,Bethany,President,,write-in,Chuck Baldwin,0
New Haven,Bethany,President,,write-in,Roger Calero,0
New Haven,Bethany,President,,write-in,Cynthia McKinney,1
New Haven,Bethany,President,,write-in,Stewart Moore,0
New Haven,Bethany,US House,3,Rep,Bo Itshaky,970
New Haven,Bethany,US House,3,Dem,Rosa DeLauro,1933
New Haven,Bethany,US House,3,Green,Ralph Ferrucci,91
New Haven,Bethany,US House,3,WF,Rosa DeLauro,214
New Haven,Bethany,State Senate,17,Rep,Tamath K. Rossi,1247
New Haven,Bethany,State Senate,17,Dem,Joe Crisco,1776
New Haven,Bethany,State Senate,17,WF,Joe Crisco,151
New Haven,Bethany,State House,89,Rep,Martin A. Atkins,1065
New Haven,Bethany,State House,89,Dem,Vickie O. Nardello,2049
Fairfield,Bethel,President,,Rep,John McCain,4370
Fairfield,Bethel,President,,Dem,Barack Obama,5179
Fairfield,Bethel,President,,Ind,Ralph Nader,117
Fairfield,Bethel,President,,write-in,Chuck Baldwin,2
Fairfield,Bethel,President,,write-in,Roger Calero,0
Fairfield,Bethel,President,,write-in,Cynthia McKinney,0
Fairfield,Bethel,President,,write-in,Stewart Moore,0
Fairfield,Bethel,US House,5,Rep,David J. Cappiello,4215
Fairfield,Bethel,US House,5,Dem,Chris Murphy,4194
Fairfield,Bethel,US House,5,Ind,Thomas L. Winn,87
Fairfield,Bethel,US House,5,Green,Harold H. Burbank II,62
Fairfield,Bethel,US House,5,WF,Chris Murphy,530
Fairfield,Bethel,US House,5,write-in,Walter Gengarelly,0
Fairfield,Bethel Part,State Senate,24,Rep,Michael A. McLachlan,1523
Fairfield,Bethel Part,State Senate,24,Dem,Duane E. Perkins,1127
Fairfield,Bethel Part,State Senate,24,Ind,Michael A. McLachlan,109
Fairfield,Bethel Part,State Senate,24,WF,Duane E. Perkins,94
Fairfield,Bethel Part,State Senate,24,PC,Manuel A. Bataguas,19
Fairfield,Bethel Part,State Senate,26,Rep,Toni Boucher,2798
Fairfield,Bethel Part,State Senate,26,Dem,John Hartwell,2822
Fairfield,Bethel Part,State Senate,26,WF,John Hartwell,278
Fairfield,Bethel Part,State House,2,Rep,Melanie P. O'Brien,2368
Fairfield,Bethel Part,State House,2,Dem,Jason W. Bartlett,2790
Fairfield,Bethel Part,State House,2,Ind,Melanie P. O'Brien,252
Fairfield,Bethel Part,State House,107,Rep,David A. Scribner,1783
Fairfield,Bethel Part,State House,107,Dem,David Stevenson,1447
Fairfield,Bethel Part,State House,107,Ind,David A. Scribner,129
Fairfield,Bethel Part,State House,107,WF,David Stevenson,128
Litchfield,Bethlehem,President,,Rep,John McCain,1214
Litchfield,Bethlehem,President,,Dem,Barack Obama,1027
Litchfield,Bethlehem,President,,Ind,Ralph Nader,30
Litchfield,Bethlehem,President,,write-in,Chuck Baldwin,4
Litchfield,Bethlehem,President,,write-in,Roger Calero,0
Litchfield,Bethlehem,President,,write-in,Cynthia McKinney,0
Litchfield,Bethlehem,President,,write-in,Stewart Moore,0
Litchfield,Bethlehem,US House,5,Rep,David J. Cappiello,1046
Litchfield,Bethlehem,US House,5,Dem,Chris Murphy,993
Litchfield,Bethlehem,US House,5,Ind,Thomas L. Winn,21
Litchfield,Bethlehem,US House,5,Green,Harold H. Burbank II,17
Litchfield,Bethlehem,US House,5,WF,Chris Murphy,102
Litchfield,Bethlehem,US House,5,write-in,Walter Gengarelly,1
Litchfield,Bethlehem,State Senate,32,Rep,Robert J. Kane,1202
Litchfield,Bethlehem,State Senate,32,Dem,John McCarthy,844
Litchfield,Bethlehem,State Senate,32,WF,John McCarthy,60
Litchfield,Bethlehem,State House,66,Rep,Craig A. Miner,1174
Litchfield,Bethlehem,State House,66,Dem,Nick Creed,813
Litchfield,Bethlehem,State House,66,CC,Richard S. Schuley,33
Litchfield,Bethlehem,State House,66,WF,Nick Creed,77
Hartford,Bloomfield,President,,Rep,John McCain,1778
Hartford,Bloomfield,President,,Dem,Barack Obama,10384
Hartford,Bloomfield,President,,Ind,Ralph Nader,60
Hartford,Bloomfield,President,,write-in,Chuck Baldwin,0
Hartford,Bloomfield,President,,write-in,Roger Calero,0
Hartford,Bloomfield,President,,write-in,Cynthia McKinney,0
Hartford,Bloomfield,President,,write-in,Stewart Moore,0
Hartford,Bloomfield,US House,1,Rep,Joe Visconti,1438
Hartford,Bloomfield,US House,1,Dem,John Larson,8440
Hartford,Bloomfield,US House,1,Green,Stephen Fournier,158
Hartford,Bloomfield,US House,1,WF,John Larson,478
Hartford,Bloomfield,US House,1,write-in,Matthew Coleman,0
Hartford,Bloomfield Part,State Senate,2,Rep,Veronica Airey-Wilson,1886
Hartford,Bloomfield Part,State Senate,5,Rep,Joseph Merritt,929
Hartford,Bloomfield Part,State Senate,2,Dem,Eric D. Coleman,5726
Hartford,Bloomfield Part,State Senate,5,Dem,Jonathan A. Harris,1775
Hartford,Bloomfield Part,State Senate,2,WF,Eric D. Coleman,461
Hartford,Bloomfield Part,State Senate,5,WF,Jonathan A. Harris,65
Hartford,Bloomfield Part,State House,1,Dem,Kenneth P. Green,3067
Hartford,Bloomfield Part,State House,1,CFL,Mark A. Friedman,124
Hartford,Bloomfield Part,State House,15,Rep,Aaron Jubrey,1375
Hartford,Bloomfield Part,State House,15,Dem,Faith McMahon,5846
Tolland,Bolton,President,,Rep,John McCain,1300
Tolland,Bolton,President,,Dem,Barack Obama,1692
Tolland,Bolton,President,,Ind,Ralph Nader,53
Tolland,Bolton,President,,write-in,Chuck Baldwin,1
Tolland,Bolton,President,,write-in,Roger Calero,0
Tolland,Bolton,President,,write-in,Cynthia McKinney,0
Tolland,Bolton,President,,write-in,Stewart Moore,0
Tolland,Bolton,US House,2,Rep,Sean Sullivan,1048
Tolland,Bolton,US House,2,Dem,Joe Courtney,1567
Tolland,Bolton,US House,2,Green,Scott Deshefy,53
Tolland,Bolton,US House,2,WF,Joe Courtney,164
Tolland,Bolton,US House,2,write-in,Todd Vachon,0
Tolland,Bolton,State Senate,4,Rep,David H. Blackwell,1313
Tolland,Bolton,State Senate,4,Dem,Mary Ann Handley,1340
Tolland,Bolton,State Senate,4,WF,Mary Ann Handley,175
Tolland,Bolton,State House,55,Rep,Pamela Z. Sawyer,2255
New London,Bozrah,President,,Rep,John McCain,633
New London,Bozrah,President,,Dem,Barack Obama,723
New London,Bozrah,President,,Ind,Ralph Nader,27
New London,Bozrah,President,,write-in,Chuck Baldwin,4
New London,Bozrah,President,,write-in,Roger Calero,0
New London,Bozrah,President,,write-in,Cynthia McKinney,1
New London,Bozrah,President,,write-in,Stewart Moore,0
New London,Bozrah,US House,2,Rep,Sean Sullivan,432
New London,Bozrah,US House,2,Dem,Joe Courtney,750
New London,Bozrah,US House,2,Green,Scott Deshefy,27
New London,Bozrah,US House,2,WF,Joe Courtney,99
New London,Bozrah,US House,2,write-in,Todd Vachon,0
New London,Bozrah,State Senate,19,Dem,Edith G. Prague,826
New London,Bozrah,State Senate,19,WF,Edith G. Prague,162
New London,Bozrah,State House,139,Dem,Kevin Ryan,945
New Haven,Branford,President,,Rep,John McCain,5906
New Haven,Branford,President,,Dem,Barack Obama,9062
New Haven,Branford,President,,Ind,Ralph Nader,171
New Haven,Branford,President,,write-in,Chuck Baldwin,5
New Haven,Branford,President,,write-in,Roger Calero,0
New Haven,Branford,President,,write-in,Cynthia McKinney,0
New Haven,Branford,President,,write-in,Stewart Moore,0
New Haven,Branford,US House,3,Rep,Bo Itshaky,3104
New Haven,Branford,US House,3,Dem,Rosa DeLauro,9959
New Haven,Branford,US House,3,Green,Ralph Ferrucci,312
New Haven,Branford,US House,3,WF,Rosa DeLauro,914
New Haven,Branford,State Senate,12,Rep,Ryan Suerth,4835
New Haven,Branford,State Senate,12,Dem,Edward Meyer,9109
New Haven,Branford Part,State House,98,Dem,Patricia M. Widlitz,2437
New Haven,Branford Part,State House,102,Dem,Lonnie Reed,7854
Fairfield,Bridgeport,President,,Rep,John McCain,6507
Fairfield,Bridgeport,President,,Dem,Barack Obama,33976
Fairfield,Bridgeport,President,,Ind,Ralph Nader,199
Fairfield,Bridgeport,President,,write-in,Chuck Baldwin,0
Fairfield,Bridgeport,President,,write-in,Roger Calero,0
Fairfield,Bridgeport,President,,write-in,Cynthia McKinney,0
Fairfield,Bridgeport,President,,write-in,Stewart Moore,0
Fairfield,Bridgeport,US House,4,Rep,Christopher Shays,7662
Fairfield,Bridgeport,US House,4,Dem,Jim Himes,28678
Fairfield,Bridgeport,US House,4,Green,Richard Z. Duffee,96
Fairfield,Bridgeport,US House,4,WF,Jim Himes,2608
Fairfield,Bridgeport,US House,4,Lbt,Michael Carrano,127
Fairfield,Bridgeport,US House,4,write-in,Eugene Flanagan,0
Fairfield,Bridgeport Part,State Senate,22,Rep,Robert D. Russo,4978
Fairfield,Bridgeport Part,State Senate,22,Dem,Anthony J. Musto,10622
Fairfield,Bridgeport Part,State Senate,22,WF,Anthony J. Musto,495
Fairfield,Bridgeport Part,State Senate,23,Rep,Milton Johnson,1935
Fairfield,Bridgeport Part,State Senate,23,Dem,Edwin A. Gomes,17793
Fairfield,Bridgeport Part,State Senate,23,WF,Edwin A. Gomes,990
Fairfield,Bridgeport Part,State House,124,Rep,Cecil Young,675
Fairfield,Bridgeport Part,State House,124,Dem,"Charles ""Don"" Clemons, Jr",5774
Fairfield,Bridgeport Part,State House,126,Rep,Joseph Minutolo,781
Fairfield,Bridgeport Part,State House,126,Dem,Christopher L. Caruso,6754
Fairfield,Bridgeport Part,State House,126,WF,Christopher L. Caruso,444
Fairfield,Bridgeport Part,State House,127,Dem,John F. Hennessy,5222
Fairfield,Bridgeport Part,State House,127,WF,John F. Hennessy,389
Fairfield,Bridgeport Part,State House,128,Rep,Ramona Marquez,286
Fairfield,Bridgeport Part,State House,128,Dem,"Andres Ayala, Jr.",3593
Fairfield,Bridgeport Part,State House,128,WF,"Andres Ayala, Jr.",176
Fairfield,Bridgeport Part,State House,129,Rep,Phillip Young,1254
Fairfield,Bridgeport Part,State House,129,Dem,Auden C. Grogins,5064
Fairfield,Bridgeport Part,State House,130,Rep,Joel Gonzalez,461
Fairfield,Bridgeport Part,State House,130,Dem,Ezequiel Santiago,4371
Fairfield,Bridgeport Part,State House,130,PC,Rafael A. Mojica,93
Litchfield,Bridgewater,President,,Rep,John McCain,580
Litchfield,Bridgewater,President,,Dem,Barack Obama,587
Litchfield,Bridgewater,President,,Ind,Ralph Nader,9
Litchfield,Bridgewater,President,,write-in,Chuck Baldwin,0
Litchfield,Bridgewater,President,,write-in,Roger Calero,0
Litchfield,Bridgewater,President,,write-in,Cynthia McKinney,0
Litchfield,Bridgewater,President,,write-in,Stewart Moore,0
Litchfield,Bridgewater,US House,5,Rep,David J. Cappiello,560
Litchfield,Bridgewater,US House,5,Dem,Chris Murphy,521
Litchfield,Bridgewater,US House,5,Ind,Thomas L. Winn,6
Litchfield,Bridgewater,US House,5,Green,Harold H. Burbank II,6
Litchfield,Bridgewater,US House,5,WF,Chris Murphy,30
Litchfield,Bridgewater,US House,5,write-in,Walter Gengarelly,0
Litchfield,Bridgewater,State Senate,32,Rep,Robert J. Kane,571
Litchfield,Bridgewater,State Senate,32,Dem,John McCarthy,474
Litchfield,Bridgewater,State Senate,32,WF,John McCarthy,31
Litchfield,Bridgewater,State House,69,Rep,Arthur J. O'Neill,740
Hartford,Bristol,President,,Rep,John McCain,10203
Hartford,Bristol,President,,Dem,Barack Obama,15966
Hartford,Bristol,President,,Ind,Ralph Nader,395
Hartford,Bristol,President,,write-in,Chuck Baldwin,2
Hartford,Bristol,President,,write-in,Roger Calero,0
Hartford,Bristol,President,,write-in,Cynthia McKinney,0
Hartford,Bristol,President,,write-in,Stewart Moore,0
Hartford,Bristol,US House,1,Rep,Joe Visconti,6528
Hartford,Bristol,US House,1,Dem,John Larson,14992
Hartford,Bristol,US House,1,Green,Stephen Fournier,732
Hartford,Bristol,US House,1,WF,John Larson,868
Hartford,Bristol,US House,1,write-in,Matthew Coleman,0
Hartford,Bristol,State Senate,31,Dem,Thomas A. Colapietro,17108
Hartford,Bristol,State Senate,31,WF,Thomas A. Colapietro,1794
Hartford,Bristol Part,State House,22,Rep,Scott Saunders,196
Hartford,Bristol Part,State House,22,Dem,"Elizabeth ""Betty"" Boukas",370
Hartford,Bristol Part,State House,77,Rep,Jill Fitzgerald,4462
Hartford,Bristol Part,State House,77,Dem,Christopher A. Wright,5591
Hartford,Bristol Part,State House,78,Rep,William A. Hamzy,2701
Hartford,Bristol Part,State House,78,Dem,Jacqui D. Denski,2018
Hartford,Bristol Part,State House,78,WF,Jacqui D. Denski,182
Hartford,Bristol Part,State House,79,Rep,David L. Norton,2148
Hartford,Bristol Part,State House,79,Dem,"Frank N. Nicastro, Sr.",6410
Fairfield,Brookfield,President,,Rep,John McCain,4753
Fairfield,Brookfield,President,,Dem,Barack Obama,4340
Fairfield,Brookfield,President,,Ind,Ralph Nader,80
Fairfield,Brookfield,President,,write-in,Chuck Baldwin,4
Fairfield,Brookfield,President,,write-in,Roger Calero,0
Fairfield,Brookfield,President,,write-in,Cynthia McKinney,0
Fairfield,Brookfield,President,,write-in,Stewart Moore,0
Fairfield,Brookfield,US House,5,Rep,David J. Cappiello,4625
Fairfield,Brookfield,US House,5,Dem,Chris Murphy,3538
Fairfield,Brookfield,US House,5,Ind,Thomas L. Winn,59
Fairfield,Brookfield,US House,5,Green,Harold H. Burbank II,37
Fairfield,Brookfield,US House,5,WF,Chris Murphy,428
Fairfield,Brookfield,US House,5,write-in,Walter Gengarelly,0
Fairfield,Brookfield,State Senate,30,Rep,Andrew Roraback,5174
Fairfield,Brookfield,State Senate,30,Dem,Michael J. Renzullo,2817
Fairfield,Brookfield,State Senate,30,WF,Michael J. Renzullo,260
Fairfield,Brookfield,State House,107,Rep,David A. Scribner,5481
Fairfield,Brookfield,State House,107,Dem,David Stevenson,2414
Fairfield,Brookfield,State House,107,Ind,David A. Scribner,394
Fairfield,Brookfield,State House,107,WF,David Stevenson,195
Windham,Brooklyn,President,,Rep,John McCain,1674
Windham,Brooklyn,President,,Dem,Barack Obama,1932
Windham,Brooklyn,President,,Ind,Ralph Nader,71
Windham,Brooklyn,President,,write-in,Chuck Baldwin,5
Windham,Brooklyn,President,,write-in,Roger Calero,0
Windham,Brooklyn,President,,write-in,Cynthia McKinney,0
Windham,Brooklyn,President,,write-in,Stewart Moore,0
Windham,Brooklyn,US House,2,Rep,Sean Sullivan,1146
Windham,Brooklyn,US House,2,Dem,Joe Courtney,1973
Windham,Brooklyn,US House,2,Green,Scott Deshefy,85
Windham,Brooklyn,US House,2,WF,Joe Courtney,208
Windham,Brooklyn,US House,2,write-in,Todd Vachon,0
Windham,Brooklyn,State Senate,29,Rep,Harry Carboni,979
Windham,Brooklyn,State Senate,29,Dem,Donald E. Williams,2166
Windham,Brooklyn,State Senate,29,WF,Donald E. Williams,194
Windham,Brooklyn,State House,50,Rep,Mike Alberts,1415
Windham,Brooklyn,State House,50,Dem,Sherri Vogt,1764
Windham,Brooklyn,State House,50,WF,Sherri Vogt,252
Hartford,Burlington,President,,Rep,John McCain,2406
Hartford,Burlington,President,,Dem,Barack Obama,2716
Hartford,Burlington,President,,Ind,Ralph Nader,87
Hartford,Burlington,President,,write-in,Chuck Baldwin,4
Hartford,Burlington,President,,write-in,Roger Calero,0
Hartford,Burlington,President,,write-in,Cynthia McKinney,2
Hartford,Burlington,President,,write-in,Stewart Moore,0
Hartford,Burlington,US House,5,Rep,David J. Cappiello,2084
Hartford,Burlington,US House,5,Dem,Chris Murphy,2420
Hartford,Burlington,US House,5,Ind,Thomas L. Winn,53
Hartford,Burlington,US House,5,Green,Harold H. Burbank II,55
Hartford,Burlington,US House,5,WF,Chris Murphy,318
Hartford,Burlington,US House,5,write-in,Walter Gengarelly,0
Hartford,Burlington,State Senate,5,Rep,Joseph Merritt,1914
Hartford,Burlington,State Senate,5,Dem,Jonathan A. Harris,2574
Hartford,Burlington,State Senate,5,WF,Jonathan A. Harris,272
Hartford,Burlington,State House,76,Rep,John Piscopo,2806
Hartford,Burlington,State House,76,Dem,Joseph Arcuri,1954
Litchfield,Canaan,President,,Rep,John McCain,189
Litchfield,Canaan,President,,Dem,Barack Obama,429
Litchfield,Canaan,President,,Ind,Ralph Nader,16
Litchfield,Canaan,President,,write-in,Chuck Baldwin,0
Litchfield,Canaan,President,,write-in,Roger Calero,0
Litchfield,Canaan,President,,write-in,Cynthia McKinney,0
Litchfield,Canaan,President,,write-in,Stewart Moore,0
Litchfield,Canaan,US House,5,Rep,David J. Cappiello,166
Litchfield,Canaan,US House,5,Dem,Chris Murphy,371
Litchfield,Canaan,US House,5,Ind,Thomas L. Winn,3
Litchfield,Canaan,US House,5,Green,Harold H. Burbank II,13
Litchfield,Canaan,US House,5,WF,Chris Murphy,37
Litchfield,Canaan,US House,5,write-in,Walter Gengarelly,0
Litchfield,Canaan,State Senate,30,Rep,Andrew Roraback,347
Litchfield,Canaan,State Senate,30,Dem,Michael J. Renzullo,186
Litchfield,Canaan,State Senate,30,WF,Michael J. Renzullo,15
Litchfield,Canaan,State House,63,Rep,John B. Rigby,235
Litchfield,Canaan,State House,63,write-in,William O. Riiska,162
Windham,Canterbury,President,,Rep,John McCain,1345
Windham,Canterbury,President,,Dem,Barack Obama,1334
Windham,Canterbury,President,,Ind,Ralph Nader,62
Windham,Canterbury,President,,write-in,Chuck Baldwin,2
Windham,Canterbury,President,,write-in,Roger Calero,0
Windham,Canterbury,President,,write-in,Cynthia McKinney,1
Windham,Canterbury,President,,write-in,Stewart Moore,0
Windham,Canterbury,US House,2,Rep,Sean Sullivan,1007
Windham,Canterbury,US House,2,Dem,Joe Courtney,1475
Windham,Canterbury,US House,2,Green,Scott Deshefy,53
Windham,Canterbury,US House,2,WF,Joe Courtney,73
Windham,Canterbury,US House,2,write-in,Todd Vachon,0
Windham,Canterbury,State Senate,29,Rep,Harry Carboni,914
Windham,Canterbury,State Senate,29,Dem,Donald E. Williams,1554
Windham,Canterbury,State Senate,29,WF,Donald E. Williams,69
Windham,Canterbury,State House,47,Rep,Christopher D. Coutu,1515
Windham,Canterbury,State House,47,Dem,Jack Malone,1063
Hartford,Canton,President,,Rep,John McCain,2472
Hartford,Canton,President,,Dem,Barack Obama,3412
Hartford,Canton,President,,Ind,Ralph Nader,87
Hartford,Canton,President,,write-in,Chuck Baldwin,0
Hartford,Canton,President,,write-in,Roger Calero,0
Hartford,Canton,President,,write-in,Cynthia McKinney,0
Hartford,Canton,President,,write-in,Stewart Moore,1
Hartford,Canton,US House,5,Rep,David J. Cappiello,2199
Hartford,Canton,US House,5,Dem,Chris Murphy,2978
Hartford,Canton,US House,5,Ind,Thomas L. Winn,49
Hartford,Canton,US House,5,Green,Harold H. Burbank II,111
Hartford,Canton,US House,5,WF,Chris Murphy,303
Hartford,Canton,US House,5,write-in,Walter Gengarelly,0
Hartford,Canton,State Senate,8,Rep,Kevin D. Witkos,3599
Hartford,Canton,State Senate,8,Dem,Arthur H. House,1959
Hartford,Canton,State Senate,8,WF,Arthur H. House,125
Hartford,Canton,State House,17,Rep,Timothy LeGeyt,3450
Hartford,Canton,State House,17,Dem,Brett Eisenlohr,2017
Hartford,Canton,State House,17,WF,Brett Eisenlohr,145
Windham,Chaplin,President,,Rep,John McCain,440
Windham,Chaplin,President,,Dem,Barack Obama,663
Windham,Chaplin,President,,Ind,Ralph Nader,20
Windham,Chaplin,President,,write-in,Chuck Baldwin,0
Windham,Chaplin,President,,write-in,Roger Calero,0
Windham,Chaplin,President,,write-in,Cynthia McKinney,0
Windham,Chaplin,President,,write-in,Stewart Moore,0
Windham,Chaplin,US House,2,Rep,Sean Sullivan,313
Windham,Chaplin,US House,2,Dem,Joe Courtney,668
Windham,Chaplin,US House,2,Green,Scott Deshefy,32
Windham,Chaplin,US House,2,WF,Joe Courtney,40
Windham,Chaplin,US House,2,write-in,Todd Vachon,0
Windham,Chaplin,State Senate,35,Rep,Tony Guglielmo,642
