county,town,office,district,party,candidate,votes
Middlesex,East Haddam,Governor,,Rep,Jodi Rell,2285
Middlesex,East Haddam,Governor,,Dem,John DeStefano,1322
Middlesex,East Haddam,Governor,,CC,Joseph Zdonczyk,16
Middlesex,East Haddam,Governor,,Green,Clifford Thornton,38
Middlesex,East Haddam,Secretary of State,,Rep,Richard Abbate,766
Middlesex,East Haddam,Secretary of State,,Dem,Susan Bysiewicz,2627
Middlesex,East Haddam,Secretary of State,,Lbt,Ken Mosher,31
Middlesex,East Haddam,Secretary of State,,CC,Jean Marie Burness,28
Middlesex,East Haddam,Secretary of State,,Green,Michael Derosa,55
Middlesex,East Haddam,Treasurer,,Rep,Linda Roberts,1038
Middlesex,East Haddam,Treasurer,,Dem,Denise Nappier,2239
Middlesex,East Haddam,Treasurer,,Lbt,Steven Edelman,43
Middlesex,East Haddam,Treasurer,,CC,Mimi Knibbs,24
Middlesex,East Haddam,Treasurer,,Green,David Bue,40
Middlesex,East Haddam,Attorney General,,Rep,Robert Farr,830
Middlesex,East Haddam,US Senate,,Rep,Alan Schlesinger,372
Middlesex,East Haddam,Attorney General,,Dem,Richard Blumenthal,2591
Middlesex,East Haddam,US Senate,,Dem,Ned Lamont,1562
Middlesex,East Haddam,Attorney General,,Green,Nancy Burton,51
Middlesex,East Haddam,US Senate,,CC,Timothy Knibbs,14
Middlesex,East Haddam,US Senate,,Green,Ralph Ferrucci,24
Middlesex,East Haddam,US Senate,,CFL,Joe Lieberman,1715
Middlesex,East Haddam,US House 2,,Rep,Rob Simmons,1767
Middlesex,East Haddam,US House 2,,Dem,Joe Courtney,1807
Middlesex,East Haddam,State Senate,33,Rep,Salvatore Nucifora,855
Middlesex,East Haddam,State Senate,33,Dem,Eileen M. Daily,2488
Middlesex,East Haddam,State Senate,33,Green,Colin Daniel Bennett,67
Middlesex,East Haddam,State House,48,Dem,Linda A. Orange,2669
Middlesex,East Hampton,Governor,,Rep,Jodi Rell,3332
Middlesex,East Hampton,Governor,,Dem,John DeStefano,1779
Middlesex,East Hampton,Governor,,CC,Joseph Zdonczyk,16
Middlesex,East Hampton,Governor,,Green,Clifford Thornton,43
Middlesex,East Hampton,Secretary of State,,Rep,Richard Abbate,1097
Middlesex,East Hampton,Secretary of State,,Dem,Susan Bysiewicz,3675
Middlesex,East Hampton,Secretary of State,,Lbt,Ken Mosher,53
Middlesex,East Hampton,Secretary of State,,CC,Jean Marie Burness,25
Middlesex,East Hampton,Secretary of State,,Green,Michael Derosa,67
Middlesex,East Hampton,Treasurer,,Rep,Linda Roberts,1368
Middlesex,East Hampton,Treasurer,,Dem,Denise Nappier,3172
Middlesex,East Hampton,Treasurer,,Lbt,Steven Edelman,68
Middlesex,East Hampton,Treasurer,,CC,Mimi Knibbs,19
Middlesex,East Hampton,Treasurer,,Green,David Bue,77
Middlesex,East Hampton,Attorney General,,Rep,Robert Farr,1181
Middlesex,East Hampton,US Senate,,Rep,Alan Schlesinger,615
Middlesex,East Hampton,Attorney General,,Dem,Richard Blumenthal,3663
Middlesex,East Hampton,US Senate,,Dem,Ned Lamont,1951
Middlesex,East Hampton,Attorney General,,Green,Nancy Burton,77
Middlesex,East Hampton,US Senate,,CC,Timothy Knibbs,17
Middlesex,East Hampton,US Senate,,Green,Ralph Ferrucci,25
Middlesex,East Hampton,US Senate,,CFL,Joe Lieberman,2608
Middlesex,East Hampton,US House 2,,Rep,Rob Simmons,2561
Middlesex,East Hampton,US House 2,,Dem,Joe Courtney,2332
Middlesex,East Hampton,State Senate,33,Rep,Salvatore Nucifora,1521
Middlesex,East Hampton,State Senate,33,Dem,Eileen M. Daily,3051
Middlesex,East Hampton,State Senate,33,Green,Colin Daniel Bennett,89
Middlesex,East Hampton,State House,34,Rep,Bill Devine,2954
Middlesex,East Hampton,State House,34,Dem,Gail K. Hamm,2163
Hartford,East Hartford,Governor,,Rep,Jodi Rell,6517
Hartford,East Hartford,Governor,,Dem,John DeStefano,5690
Hartford,East Hartford,Governor,,CC,Joseph Zdonczyk,67
Hartford,East Hartford,Governor,,Green,Clifford Thornton,94
Hartford,East Hartford,Secretary of State,,Rep,Richard Abbate,1761
Hartford,East Hartford,Secretary of State,,Dem,Susan Bysiewicz,9809
Hartford,East Hartford,Secretary of State,,Lbt,Ken Mosher,85
Hartford,East Hartford,Secretary of State,,CC,Jean Marie Burness,138
Hartford,East Hartford,Secretary of State,,Green,Michael Derosa,188
Hartford,East Hartford,Treasurer,,Rep,Linda Roberts,2388
Hartford,East Hartford,Treasurer,,Dem,Denise Nappier,9071
Hartford,East Hartford,Treasurer,,Lbt,Steven Edelman,127
Hartford,East Hartford,Treasurer,,CC,Mimi Knibbs,118
Hartford,East Hartford,Treasurer,,Green,David Bue,129
Hartford,East Hartford,Attorney General,,Rep,Robert Farr,1841
Hartford,East Hartford,US Senate,,Rep,Alan Schlesinger,1012
Hartford,East Hartford,Attorney General,,Dem,Richard Blumenthal,10055
Hartford,East Hartford,US Senate,,Dem,Ned Lamont,5858
Hartford,East Hartford,Attorney General,,Green,Nancy Burton,207
Hartford,East Hartford,US Senate,,CC,Timothy Knibbs,63
Hartford,East Hartford,US Senate,,Green,Ralph Ferrucci,65
Hartford,East Hartford,US Senate,,CFL,Joe Lieberman,5400
Hartford,East Hartford,US House 1,,Rep,Scott MacLean,2262
Hartford,East Hartford,US House 1,,Dem,John Larson,9787
Hartford,East Hartford,State Senate,3,Rep,Eric A. Thompson Sr.,2975
Hartford,East Hartford,State Senate,3,Dem,Gary D. LeBeau,8338
Hartford,East Hartford,State Senate,3,WF,Gary D. LeBeau,0
Hartford,"East Hartford, part of",State House,9,Rep,Daniel Moura,546
Hartford,"East Hartford, part of",State House,9,Dem,Christopher R. Stone,1803
Hartford,"East Hartford, part of",State House,9,WF,Geronimo Valdez,241
Hartford,"East Hartford, part of",State House,10,Rep,John P. Ryan,1243
Hartford,"East Hartford, part of",State House,10,Dem,Henry Genga,3762
Hartford,"East Hartford, part of",State House,10,WF,Henry Genga,82
Hartford,"East Hartford, part of",State House,11,Rep,Susan Pagano-Skowronek,1059
Hartford,"East Hartford, part of",State House,11,Dem,Michael A. Christ,3074
New Haven,East Haven,Governor,,Rep,Jodi Rell,5703
New Haven,East Haven,Governor,,Dem,John DeStefano,2582
New Haven,East Haven,Governor,,CC,Joseph Zdonczyk,16
New Haven,East Haven,Governor,,Green,Clifford Thornton,52
New Haven,East Haven,Secretary of State,,Rep,Richard Abbate,1732
New Haven,East Haven,Secretary of State,,Dem,Susan Bysiewicz,5544
New Haven,East Haven,Secretary of State,,Lbt,Ken Mosher,38
New Haven,East Haven,Secretary of State,,CC,Jean Marie Burness,51
New Haven,East Haven,Secretary of State,,Green,Michael Derosa,249
New Haven,East Haven,Treasurer,,Rep,Linda Roberts,2166
New Haven,East Haven,Treasurer,,Dem,Denise Nappier,4905
New Haven,East Haven,Treasurer,,Lbt,Steven Edelman,90
New Haven,East Haven,Treasurer,,CC,Mimi Knibbs,55
New Haven,East Haven,Treasurer,,Green,David Bue,85
New Haven,East Haven,Attorney General,,Rep,Robert Farr,1276
New Haven,East Haven,US Senate,,Rep,Alan Schlesinger,753
New Haven,East Haven,Attorney General,,Dem,Richard Blumenthal,6411
New Haven,East Haven,US Senate,,Dem,Ned Lamont,2664
New Haven,East Haven,Attorney General,,Green,Nancy Burton,124
New Haven,East Haven,US Senate,,CC,Timothy Knibbs,20
New Haven,East Haven,US Senate,,Green,Ralph Ferrucci,48
New Haven,East Haven,US Senate,,CFL,Joe Lieberman,5026
New Haven,East Haven,US House 3,,Rep,Joseph Vollano,1571
New Haven,East Haven,US House 3,,Dem,Rosa DeLauro,6255
New Haven,East Haven,US House 3,,Green,Daniel Sumrall,90
New Haven,East Haven,State Senate,34,Rep,Leonard Fasano,4573
New Haven,East Haven,State Senate,34,WF,Leonard Fasano,1079
New Haven,"East Haven, part of",State House,86,Rep,Vincent J. Candelora,665
New Haven,"East Haven, part of",State House,86,Dem,Ashley Clow Joiner,800
New Haven,"East Haven, part of",State House,99,Rep,Daniel J. McCann,2371
New Haven,"East Haven, part of",State House,99,Dem,Mike Lawlor,3508
New Haven,"East Haven, part of",State House,99,WF,Mike Lawlor,570
New London,East Lyme,Governor,,Rep,Jodi Rell,4878
New London,East Lyme,Governor,,Dem,John DeStefano,2620
New London,East Lyme,Governor,,CC,Joseph Zdonczyk,9
New London,East Lyme,Governor,,Green,Clifford Thornton,68
New London,East Lyme,Secretary of State,,Rep,Richard Abbate,1663
New London,East Lyme,Secretary of State,,Dem,Susan Bysiewicz,5356
New London,East Lyme,Secretary of State,,Lbt,Ken Mosher,74
New London,East Lyme,Secretary of State,,CC,Jean Marie Burness,47
New London,East Lyme,Secretary of State,,Green,Michael Derosa,131
New London,East Lyme,Treasurer,,Rep,Linda Roberts,2218
New London,East Lyme,Treasurer,,Dem,Denise Nappier,4680
New London,East Lyme,Treasurer,,Lbt,Steven Edelman,87
New London,East Lyme,Treasurer,,CC,Mimi Knibbs,37
New London,East Lyme,Treasurer,,Green,David Bue,106
New London,East Lyme,Attorney General,,Rep,Robert Farr,1414
New London,East Lyme,US Senate,,Rep,Alan Schlesinger,631
New London,East Lyme,Attorney General,,Dem,Richard Blumenthal,5877
New London,East Lyme,US Senate,,Dem,Ned Lamont,2960
New London,East Lyme,Attorney General,,Green,Nancy Burton,108
New London,East Lyme,US Senate,,CC,Timothy Knibbs,16
New London,East Lyme,US Senate,,Green,Ralph Ferrucci,34
New London,East Lyme,US Senate,,CFL,Joe Lieberman,3957
New London,East Lyme,US House 2,,Rep,Rob Simmons,3797
New London,East Lyme,US House 2,,Dem,Joe Courtney,3704
New London,East Lyme,State Senate,20,Rep,Christopher F. Oliveira,3085
New London,East Lyme,State Senate,20,Dem,Andrea L. Stillman,4292
New London,East Lyme,State House,37,Rep,Paul M. Formica,3332
New London,East Lyme,State House,37,Dem,Ed Jutila,4193
Hartford,East Windsor,Governor,,Rep,Jodi Rell,2273
Hartford,East Windsor,Governor,,Dem,John DeStefano,1237
Hartford,East Windsor,Governor,,CC,Joseph Zdonczyk,21
Hartford,East Windsor,Governor,,Green,Clifford Thornton,30
Hartford,East Windsor,Secretary of State,,Rep,Richard Abbate,822
Hartford,East Windsor,Secretary of State,,Dem,Susan Bysiewicz,2439
Hartford,East Windsor,Secretary of State,,Lbt,Ken Mosher,55
Hartford,East Windsor,Secretary of State,,CC,Jean Marie Burness,39
Hartford,East Windsor,Secretary of State,,Green,Michael Derosa,29
Hartford,East Windsor,Treasurer,,Rep,Linda Roberts,1421
Hartford,East Windsor,Treasurer,,Dem,Denise Nappier,1893
Hartford,East Windsor,Treasurer,,Lbt,Steven Edelman,46
Hartford,East Windsor,Treasurer,,CC,Mimi Knibbs,29
Hartford,East Windsor,Treasurer,,Green,David Bue,30
Hartford,East Windsor,Attorney General,,Rep,Robert Farr,803
Hartford,East Windsor,US Senate,,Rep,Alan Schlesinger,451
Hartford,East Windsor,Attorney General,,Dem,Richard Blumenthal,2463
Hartford,East Windsor,US Senate,,Dem,Ned Lamont,1430
Hartford,East Windsor,Attorney General,,Green,Nancy Burton,70
Hartford,East Windsor,US Senate,,CC,Timothy Knibbs,18
Hartford,East Windsor,US Senate,,Green,Ralph Ferrucci,13
Hartford,East Windsor,US Senate,,CFL,Joe Lieberman,1683
Hartford,East Windsor,US House 1,,Rep,Scott MacLean,926
Hartford,East Windsor,US House 1,,Dem,John Larson,2347
Hartford,East Windsor,State Senate,3,Rep,Eric A. Thompson Sr.,986
Hartford,East Windsor,State Senate,3,Dem,Gary D. LeBeau,2104
Hartford,East Windsor,State Senate,3,WF,Gary D. LeBeau,143
Hartford,East Windsor,State House,57,Dem,Ted Graziani,2179
Hartford,East Windsor,State House,57,WF,Ted Graziani,151
Hartford,East Windsor,State House,57,PC,Christopher Burke Kennedy,190
Windham,Eastford,Governor,,Rep,Jodi Rell,519
Windham,Eastford,Governor,,Dem,John DeStefano,218
Windham,Eastford,Governor,,CC,Joseph Zdonczyk,3
Windham,Eastford,Governor,,Green,Clifford Thornton,14
Windham,Eastford,Secretary of State,,Rep,Richard Abbate,236
Windham,Eastford,Secretary of State,,Dem,Susan Bysiewicz,440
Windham,Eastford,Secretary of State,,Lbt,Ken Mosher,7
Windham,Eastford,Secretary of State,,CC,Jean Marie Burness,5
Windham,Eastford,Secretary of State,,Green,Michael Derosa,20
Windham,Eastford,Treasurer,,Rep,Linda Roberts,277
Windham,Eastford,Treasurer,,Dem,Denise Nappier,375
Windham,Eastford,Treasurer,,Lbt,Steven Edelman,13
Windham,Eastford,Treasurer,,CC,Mimi Knibbs,6
Windham,Eastford,Treasurer,,Green,David Bue,13
Windham,Eastford,Attorney General,,Rep,Robert Farr,226
Windham,Eastford,US Senate,,Rep,Alan Schlesinger,102
Windham,Eastford,Attorney General,,Dem,Richard Blumenthal,468
Windham,Eastford,US Senate,,Dem,Ned Lamont,246
Windham,Eastford,Attorney General,,Green,Nancy Burton,13
Windham,Eastford,US Senate,,CC,Timothy Knibbs,2
Windham,Eastford,US Senate,,Green,Ralph Ferrucci,5
Windham,Eastford,US Senate,,CFL,Joe Lieberman,408
Windham,Eastford,US House 2,,Rep,Rob Simmons,455
Windham,Eastford,US House 2,,Dem,Joe Courtney,274
Windham,Eastford,State Senate,35,Rep,Tony Guglielmo,494
Windham,Eastford,State Senate,35,WF,Tony Guglielmo,40
Windham,Eastford,State House,50,Rep,Mike Alberts,428
Windham,Eastford,State House,50,Dem,Sherri Vogt,274
Fairfield,Easton,Governor,,Rep,Jodi Rell,2497
Fairfield,Easton,Governor,,Dem,John DeStefano,836
Fairfield,Easton,Governor,,CC,Joseph Zdonczyk,15
Fairfield,Easton,Governor,,Green,Clifford Thornton,23
Fairfield,Easton,Secretary of State,,Rep,Richard Abbate,1460
Fairfield,Easton,Secretary of State,,Dem,Susan Bysiewicz,1573
Fairfield,Easton,Secretary of State,,Lbt,Ken Mosher,44
Fairfield,Easton,Secretary of State,,CC,Jean Marie Burness,26
Fairfield,Easton,Secretary of State,,Green,Michael Derosa,48
Fairfield,Easton,Treasurer,,Rep,Linda Roberts,1537
Fairfield,Easton,Treasurer,,Dem,Denise Nappier,1463
Fairfield,Easton,Treasurer,,Lbt,Steven Edelman,56
Fairfield,Easton,Treasurer,,CC,Mimi Knibbs,16
Fairfield,Easton,Treasurer,,Green,David Bue,41
Fairfield,Easton,Attorney General,,Rep,Robert Farr,1146
Fairfield,Easton,US Senate,,Rep,Alan Schlesinger,323
Fairfield,Easton,Attorney General,,Dem,Richard Blumenthal,2034
Fairfield,Easton,US Senate,,Dem,Ned Lamont,1160
Fairfield,Easton,Attorney General,,Green,Nancy Burton,50
Fairfield,Easton,US Senate,,CC,Timothy Knibbs,11
Fairfield,Easton,US Senate,,Green,Ralph Ferrucci,9
Fairfield,Easton,US Senate,,CFL,Joe Lieberman,1897
Fairfield,Easton,US House 4,,Rep,Christopher Shays,1904
Fairfield,Easton,US House 4,,Dem,Diane Farrell,1435
Fairfield,Easton,US House 4,,Lbt,Philip Maymin,44
Fairfield,Easton,State Senate,28,Rep,John P. McKinney,2202
Fairfield,Easton,State House,135,Rep,John E. Stripp,2033
Fairfield,Easton,State House,135,Green,Nancy Burton,218
Tolland,Ellington,Governor,,Rep,Jodi Rell,3613
Tolland,Ellington,Governor,,Dem,John DeStefano,1575
Tolland,Ellington,Governor,,CC,Joseph Zdonczyk,29
Tolland,Ellington,Governor,,Green,Clifford Thornton,31
Tolland,Ellington,Secretary of State,,Rep,Richard Abbate,1185
Tolland,Ellington,Secretary of State,,Dem,Susan Bysiewicz,3571
Tolland,Ellington,Secretary of State,,Lbt,Ken Mosher,81
Tolland,Ellington,Secretary of State,,CC,Jean Marie Burness,35
Tolland,Ellington,Secretary of State,,Green,Michael Derosa,48
Tolland,Ellington,Treasurer,,Rep,Linda Roberts,1726
Tolland,Ellington,Treasurer,,Dem,Denise Nappier,2931
Tolland,Ellington,Treasurer,,Lbt,Steven Edelman,57
Tolland,Ellington,Treasurer,,CC,Mimi Knibbs,42
Tolland,Ellington,Treasurer,,Green,David Bue,47
Tolland,Ellington,Attorney General,,Rep,Robert Farr,1287
Tolland,Ellington,US Senate,,Rep,Alan Schlesinger,630
Tolland,Ellington,Attorney General,,Dem,Richard Blumenthal,3606
Tolland,Ellington,US Senate,,Dem,Ned Lamont,1952
Tolland,Ellington,Attorney General,,Green,Nancy Burton,63
Tolland,Ellington,US Senate,,CC,Timothy Knibbs,38
Tolland,Ellington,US Senate,,Green,Ralph Ferrucci,20
Tolland,Ellington,US Senate,,CFL,Joe Lieberman,2607
Tolland,Ellington,US House 2,,Rep,Rob Simmons,2510
Tolland,Ellington,US House 2,,Dem,Joe Courtney,2551
Tolland,Ellington,State House,57,Dem,Ted Graziani,3389
Tolland,Ellington,State House,57,WF,Ted Graziani,253
Tolland,Ellington,State House,57,PC,Christopher Burke Kennedy,272
Tolland,"Ellington, part of",State Senate,3,Rep,Eric A. Thompson Sr.,1258
Tolland,"Ellington, part of",State Senate,3,Dem,Gary D. LeBeau,2307
Tolland,"Ellington, part of",State Senate,3,WF,Gary D. LeBeau,82
Tolland,"Ellington, part of",State Senate,35,Rep,Tony Guglielmo,680
Tolland,"Ellington, part of",State Senate,35,WF,Tony Guglielmo,95
Hartford,Enfield,Governor,,Rep,Jodi Rell,8889
Hartford,Enfield,Governor,,Dem,John DeStefano,4950
Hartford,Enfield,Governor,,CC,Joseph Zdonczyk,89
Hartford,Enfield,Governor,,Green,Clifford Thornton,111
Hartford,Enfield,Secretary of State,,Rep,Richard Abbate,2582
Hartford,Enfield,Secretary of State,,Dem,Susan Bysiewicz,10314
Hartford,Enfield,Secretary of State,,Lbt,Ken Mosher,123
Hartford,Enfield,Secretary of State,,CC,Jean Marie Burness,200
Hartford,Enfield,Secretary of State,,Green,Michael Derosa,172
Hartford,Enfield,Treasurer,,Rep,Linda Roberts,4032
Hartford,Enfield,Treasurer,,Dem,Denise Nappier,8487
Hartford,Enfield,Treasurer,,Lbt,Steven Edelman,162
Hartford,Enfield,Treasurer,,CC,Mimi Knibbs,138
Hartford,Enfield,Treasurer,,Green,David Bue,134
Hartford,Enfield,Attorney General,,Rep,Robert Farr,2839
Hartford,Enfield,US Senate,,Rep,Alan Schlesinger,1584
Hartford,Enfield,Attorney General,,Dem,Richard Blumenthal,10240
Hartford,Enfield,US Senate,,Dem,Ned Lamont,5961
Hartford,Enfield,Attorney General,,Green,Nancy Burton,211
Hartford,Enfield,US Senate,,CC,Timothy Knibbs,94
Hartford,Enfield,US Senate,,Green,Ralph Ferrucci,80
Hartford,Enfield,US Senate,,CFL,Joe Lieberman,6532
Hartford,Enfield,US House 2,,Rep,Rob Simmons,6421
Hartford,Enfield,US House 2,,Dem,Joe Courtney,7059
Hartford,Enfield,State Senate,7,Rep,John A. Kissel,6467
Hartford,Enfield,State Senate,7,Dem,William A. Kiner,7193
Hartford,"Enfield, part of",State House,58,Rep,Susan Lavelli-Hozempa,2093
Hartford,"Enfield, part of",State House,58,Dem,Kathleen M. Tallarita,4317
Hartford,"Enfield, part of",State House,59,Rep,Charles E. Woods,2177
Hartford,"Enfield, part of",State House,59,Dem,Karen Jarmoc,4682
Hartford,"Enfield, part of",State House,59,WF,Richard George Sweet,87
Middlesex,Essex,Governor,,Rep,Jodi Rell,2246
Middlesex,Essex,Governor,,Dem,John DeStefano,1059
Middlesex,Essex,Governor,,CC,Joseph Zdonczyk,2
Middlesex,Essex,Governor,,Green,Clifford Thornton,26
Middlesex,Essex,Secretary of State,,Rep,Richard Abbate,879
Middlesex,Essex,Secretary of State,,Dem,Susan Bysiewicz,2242
Middlesex,Essex,Secretary of State,,Lbt,Ken Mosher,27
Middlesex,Essex,Secretary of State,,CC,Jean Marie Burness,15
Middlesex,Essex,Secretary of State,,Green,Michael Derosa,33
Middlesex,Essex,Treasurer,,Rep,Linda Roberts,1096
Middlesex,Essex,Treasurer,,Dem,Denise Nappier,1936
Middlesex,Essex,Treasurer,,Lbt,Steven Edelman,31
Middlesex,Essex,Treasurer,,CC,Mimi Knibbs,14
Middlesex,Essex,Treasurer,,Green,David Bue,29
Middlesex,Essex,Attorney General,,Rep,Robert Farr,848
Middlesex,Essex,US Senate,,Rep,Alan Schlesinger,280
Middlesex,Essex,Attorney General,,Dem,Richard Blumenthal,2304
Middlesex,Essex,US Senate,,Dem,Ned Lamont,1384
Middlesex,Essex,Attorney General,,Green,Nancy Burton,34
Middlesex,Essex,US Senate,,CC,Timothy Knibbs,4
Middlesex,Essex,US Senate,,Green,Ralph Ferrucci,12
Middlesex,Essex,US Senate,,CFL,Joe Lieberman,1678
Middlesex,Essex,US House 2,,Rep,Rob Simmons,1637
Middlesex,Essex,US House 2,,Dem,Joe Courtney,1628
Middlesex,Essex,State Senate,33,Rep,Salvatore Nucifora,850
Middlesex,Essex,State Senate,33,Dem,Eileen M. Daily,2249
Middlesex,Essex,State Senate,33,Green,Colin Daniel Bennett,54
Middlesex,Essex,State House,36,Rep,Neil C. Nichols,1214
Middlesex,Essex,State House,36,Dem,James Field Spallone,1963
Fairfield,Fairfield,Governor,,Rep,Jodi Rell,15684
Fairfield,Fairfield,Governor,,Dem,John DeStefano,5977
Fairfield,Fairfield,Governor,,CC,Joseph Zdonczyk,62
Fairfield,Fairfield,Governor,,Green,Clifford Thornton,116
Fairfield,Fairfield,Secretary of State,,Rep,Richard Abbate,7780
Fairfield,Fairfield,Secretary of State,,Dem,Susan Bysiewicz,11593
Fairfield,Fairfield,Secretary of State,,Lbt,Ken Mosher,257
Fairfield,Fairfield,Secretary of State,,CC,Jean Marie Burness,203
Fairfield,Fairfield,Secretary of State,,Green,Michael Derosa,137
Fairfield,Fairfield,Treasurer,,Rep,Linda Roberts,8379
Fairfield,Fairfield,Treasurer,,Dem,Denise Nappier,10579
Fairfield,Fairfield,Treasurer,,Lbt,Steven Edelman,366
Fairfield,Fairfield,Treasurer,,CC,Mimi Knibbs,111
Fairfield,Fairfield,Treasurer,,Green,David Bue,285
Fairfield,Fairfield,Attorney General,,Rep,Robert Farr,6234
Fairfield,Fairfield,US Senate,,Rep,Alan Schlesinger,1731
Fairfield,Fairfield,Attorney General,,Dem,Richard Blumenthal,14174
Fairfield,Fairfield,US Senate,,Dem,Ned Lamont,8041
Fairfield,Fairfield,Attorney General,,Green,Nancy Burton,262
Fairfield,Fairfield,US Senate,,CC,Timothy Knibbs,56
Fairfield,Fairfield,US Senate,,Green,Ralph Ferrucci,105
Fairfield,Fairfield,US Senate,,CFL,Joe Lieberman,12158
Fairfield,Fairfield,US House 4,,Rep,Christopher Shays,11694
Fairfield,Fairfield,US House 4,,Dem,Diane Farrell,10063
Fairfield,Fairfield,US House 4,,Lbt,Philip Maymin,245
Fairfield,Fairfield,State Senate,28,Rep,John P. McKinney,13140
Fairfield,"Fairfield, part of",State House,132,Rep,Chris DeSanctis,3293
Fairfield,"Fairfield, part of",State House,132,Dem,Thomas J. Drew,4862
Fairfield,"Fairfield, part of",State House,132,WF,Thomas J. Drew,229
Fairfield,"Fairfield, part of",State House,133,Rep,Cathy C. Tymniak,3708
Fairfield,"Fairfield, part of",State House,133,Dem,Kim Fawcett,4086
Fairfield,"Fairfield, part of",State House,134,Rep,"John ""Jack"" Stone",2589
Fairfield,"Fairfield, part of",State House,134,Dem,Tom F. Christiano,2227
Hartford,Farmington,Governor,,Rep,Jodi Rell,6806
Hartford,Farmington,Governor,,Dem,John DeStefano,3708
Hartford,Farmington,Governor,,CC,Joseph Zdonczyk,40
Hartford,Farmington,Governor,,Green,Clifford Thornton,74
Hartford,Farmington,Secretary of State,,Rep,Richard Abbate,2648
Hartford,Farmington,Secretary of State,,Dem,Susan Bysiewicz,7311
Hartford,Farmington,Secretary of State,,Lbt,Ken Mosher,87
Hartford,Farmington,Secretary of State,,CC,Jean Marie Burness,49
Hartford,Farmington,Secretary of State,,Green,Michael Derosa,133
Hartford,Farmington,Treasurer,,Rep,Linda Roberts,3277
Hartford,Farmington,Treasurer,,Dem,Denise Nappier,6484
Hartford,Farmington,Treasurer,,Lbt,Steven Edelman,119
Hartford,Farmington,Treasurer,,CC,Mimi Knibbs,77
Hartford,Farmington,Treasurer,,Green,David Bue,105
Hartford,Farmington,Attorney General,,Rep,Robert Farr,3011
Hartford,Farmington,US Senate,,Rep,Alan Schlesinger,1158
Hartford,Farmington,Attorney General,,Dem,Richard Blumenthal,7127
Hartford,Farmington,US Senate,,Dem,Ned Lamont,4378
Hartford,Farmington,Attorney General,,Green,Nancy Burton,125
Hartford,Farmington,US Senate,,CC,Timothy Knibbs,47
Hartford,Farmington,US Senate,,Green,Ralph Ferrucci,54
Hartford,Farmington,US Senate,,CFL,Joe Lieberman,5117
Hartford,Farmington,US House 5,,Rep,Nancy Johnson,4414
Hartford,Farmington,US House 5,,Dem,Chris Murphy,5947
Hartford,Farmington,US House 5,,WF,Chris Murphy,174
Hartford,"Farmington, part of",State Senate,5,Rep,Kimberly E. Ryder,3355
Hartford,"Farmington, part of",State Senate,5,Dem,Jonathan A. Harris,5030
Hartford,"Farmington, part of",State Senate,5,WF,Jonathan A. Harris,134
Hartford,"Farmington, part of",State Senate,6,Dem,Donald J. DeFronzo,748
Hartford,"Farmington, part of",State Senate,6,WF,Donald J. DeFronzo,35
Hartford,"Farmington, part of",State House,19,Rep,Barbara Carpenter,458
Hartford,"Farmington, part of",State House,19,Dem,Beth Bye,391
Hartford,"Farmington, part of",State House,21,Rep,Bill Mastrogiovanni,2735
Hartford,"Farmington, part of",State House,21,Dem,Demetrios Giannaros,6624
New London,Franklin,Governor,,Rep,Jodi Rell,545
New London,Franklin,Governor,,Dem,John DeStefano,270
New London,Franklin,Governor,,CC,Joseph Zdonczyk,3
New London,Franklin,Governor,,Green,Clifford Thornton,3
New London,Franklin,Secretary of State,,Rep,Richard Abbate,146
New London,Franklin,Secretary of State,,Dem,Susan Bysiewicz,621
New London,Franklin,Secretary of State,,Lbt,Ken Mosher,13
New London,Franklin,Secretary of State,,CC,Jean Marie Burness,9
New London,Franklin,Secretary of State,,Green,Michael Derosa,6
New London,Franklin,Treasurer,,Rep,Linda Roberts,243
New London,Franklin,Treasurer,,Dem,Denise Nappier,490
New London,Franklin,Treasurer,,Lbt,Steven Edelman,13
New London,Franklin,Treasurer,,CC,Mimi Knibbs,9
New London,Franklin,Treasurer,,Green,David Bue,9
New London,Franklin,Attorney General,,Rep,Robert Farr,155
New London,Franklin,US Senate,,Rep,Alan Schlesinger,90
New London,Franklin,Attorney General,,Dem,Richard Blumenthal,626
New London,Franklin,US Senate,,Dem,Ned Lamont,295
New London,Franklin,Attorney General,,Green,Nancy Burton,12
New London,Franklin,US Senate,,CC,Timothy Knibbs,5
New London,Franklin,US Senate,,Green,Ralph Ferrucci,3
New London,Franklin,US Senate,,CFL,Joe Lieberman,458
New London,Franklin,US House 2,,Rep,Rob Simmons,452
New London,Franklin,US House 2,,Dem,Joe Courtney,373
New London,Franklin,State Senate,19,Rep,Matthew Daly,220
New London,Franklin,State Senate,19,Dem,Edith G. Prague,607
New London,Franklin,State House,139,Rep,Martin Clark,277
New London,Franklin,State House,139,Dem,Kevin Ryan,519
Hartford,Glastonbury,Governor,,Rep,Jodi Rell,9728
Hartford,Glastonbury,Governor,,Dem,John DeStefano,5048
Hartford,Glastonbury,Governor,,CC,Joseph Zdonczyk,39
Hartford,Glastonbury,Governor,,Green,Clifford Thornton,184
Hartford,Glastonbury,Secretary of State,,Rep,Richard Abbate,3774
Hartford,Glastonbury,Secretary of State,,Dem,Susan Bysiewicz,10145
Hartford,Glastonbury,Secretary of State,,Lbt,Ken Mosher,128
Hartford,Glastonbury,Secretary of State,,CC,Jean Marie Burness,72
