county,town,office,district,party,candidate,votes
New Haven,Ansonia,State Senate,17,WF,Joe Crisco,259
New Haven,"Ansonia, part of",State House,104,Rep,J.R. Romano,1782
New Haven,"Ansonia, part of",State House,104,Dem,Linda Menna Gentile,2652
New Haven,"Ansonia, part of",State House,105,Rep,Len Greene,167
Windham,Ashford,Governor,,Rep,Jodi Rell,965
Windham,Ashford,Governor,,Dem,John DeStefano,776
Windham,Ashford,Governor,,CC,Joseph Zdonczyk,11
Windham,Ashford,Governor,,Green,Clifford Thornton,43
Windham,Ashford,Secretary of State,,Rep,Richard Abbate,323
Windham,Ashford,Secretary of State,,Dem,Susan Bysiewicz,1330
Windham,Ashford,Secretary of State,,Lbt,Ken Mosher,22
Windham,Ashford,Secretary of State,,CC,Jean Marie Burness,16
Windham,Ashford,Secretary of State,,Green,Michael Derosa,54
Windham,Ashford,Treasurer,,Rep,Linda Roberts,420
Windham,Ashford,Treasurer,,Dem,Denise Nappier,1206
Windham,Ashford,Treasurer,,Lbt,Steven Edelman,29
Windham,Ashford,Treasurer,,CC,Mimi Knibbs,16
Windham,Ashford,Treasurer,,Green,David Bue,46
Windham,Ashford,Attorney General,,Rep,Robert Farr,335
Windham,Ashford,US Senate,,Rep,Alan Schlesinger,173
Windham,Ashford,Attorney General,,Dem,Richard Blumenthal,1367
Windham,Ashford,US Senate,,Dem,Ned Lamont,899
Windham,Ashford,Attorney General,,Green,Nancy Burton,58
Windham,Ashford,US Senate,,CC,Timothy Knibbs,5
Windham,Ashford,US Senate,,Green,Ralph Ferrucci,18
Windham,Ashford,US Senate,,CFL,Joe Lieberman,711
Windham,Ashford,US House 2,,Rep,Rob Simmons,737
Windham,Ashford,US House 2,,Dem,Joe Courtney,1041
Windham,Ashford,State Senate,35,Rep,Tony Guglielmo,1073
Windham,Ashford,State Senate,35,WF,Tony Guglielmo,253
Windham,Ashford,State House,53,Rep,April C. Teveris,641
Windham,Ashford,State House,53,Dem,Bryan Hurlburt,1022
Windham,Ashford,State House,53,WF,Bryan Hurlburt,69
Hartford,Avon,Governor,,Rep,Jodi Rell,5647
Hartford,Avon,Governor,,Dem,John DeStefano,2532
Hartford,Avon,Governor,,CC,Joseph Zdonczyk,25
Hartford,Avon,Governor,,Green,Clifford Thornton,52
Hartford,Avon,Secretary of State,,Rep,Richard Abbate,2607
Hartford,Avon,Secretary of State,,Dem,Susan Bysiewicz,5163
Hartford,Avon,Secretary of State,,Lbt,Ken Mosher,66
Hartford,Avon,Secretary of State,,CC,Jean Marie Burness,40
Hartford,Avon,Secretary of State,,Green,Michael Derosa,82
Hartford,Avon,Treasurer,,Rep,Linda Roberts,3105
Hartford,Avon,Treasurer,,Dem,Denise Nappier,4513
Hartford,Avon,Treasurer,,Lbt,Steven Edelman,104
Hartford,Avon,Treasurer,,CC,Mimi Knibbs,50
Hartford,Avon,Treasurer,,Green,David Bue,76
Hartford,Avon,Attorney General,,Rep,Robert Farr,2929
Hartford,Avon,US Senate,,Rep,Alan Schlesinger,884
Hartford,Avon,Attorney General,,Dem,Richard Blumenthal,5001
Hartford,Avon,US Senate,,Dem,Ned Lamont,2871
Hartford,Avon,Attorney General,,Green,Nancy Burton,91
Hartford,Avon,US Senate,,CC,Timothy Knibbs,20
Hartford,Avon,US Senate,,Green,Ralph Ferrucci,36
Hartford,Avon,US Senate,,CFL,Joe Lieberman,4516
Hartford,Avon,US House 5,,Rep,Nancy Johnson,3870
Hartford,Avon,US House 5,,Dem,Chris Murphy,4225
Hartford,Avon,US House 5,,WF,Chris Murphy,99
Hartford,Avon,State Senate,8,Rep,Thomas J. Herlihy,4308
Hartford,Avon,State Senate,8,Dem,Steve Berry,3336
Hartford,Avon,State Senate,8,WF,Steve Berry,68
Hartford,"Avon, part of",State House,17,Rep,Kevin D. Witkos,4320
Hartford,"Avon, part of",State House,19,Rep,Barbara Carpenter,672
Hartford,"Avon, part of",State House,19,Dem,Beth Bye,714
Litchfield,Barkhamsted,Governor,,Rep,Jodi Rell,1442
Litchfield,Barkhamsted,Governor,,Dem,John DeStefano,550
Litchfield,Barkhamsted,Governor,,CC,Joseph Zdonczyk,6
Litchfield,Barkhamsted,Governor,,Green,Clifford Thornton,14
Litchfield,Barkhamsted,Secretary of State,,Rep,Richard Abbate,416
Litchfield,Barkhamsted,Secretary of State,,Dem,Susan Bysiewicz,1146
Litchfield,Barkhamsted,Secretary of State,,Lbt,Ken Mosher,21
Litchfield,Barkhamsted,Secretary of State,,CC,Jean Marie Burness,8
Litchfield,Barkhamsted,Secretary of State,,Green,Michael Derosa,26
Litchfield,Barkhamsted,Treasurer,,Rep,Linda Roberts,512
Litchfield,Barkhamsted,Treasurer,,Dem,Denise Nappier,1000
Litchfield,Barkhamsted,Treasurer,,Lbt,Steven Edelman,22
Litchfield,Barkhamsted,Treasurer,,CC,Mimi Knibbs,12
Litchfield,Barkhamsted,Treasurer,,Green,David Bue,25
Litchfield,Barkhamsted,Attorney General,,Rep,Robert Farr,460
Litchfield,Barkhamsted,US Senate,,Rep,Alan Schlesinger,229
Litchfield,Barkhamsted,Attorney General,,Dem,Richard Blumenthal,1129
Litchfield,Barkhamsted,US Senate,,Dem,Ned Lamont,656
Litchfield,Barkhamsted,Attorney General,,Green,Nancy Burton,29
Litchfield,Barkhamsted,US Senate,,CC,Timothy Knibbs,6
Litchfield,Barkhamsted,US Senate,,Green,Ralph Ferrucci,18
Litchfield,Barkhamsted,US Senate,,CFL,Joe Lieberman,805
Litchfield,Barkhamsted,US House 1,,Rep,Scott MacLean,547
Litchfield,Barkhamsted,US House 1,,Dem,John Larson,979
Litchfield,Barkhamsted,State Senate,8,Rep,Thomas J. Herlihy,649
Litchfield,Barkhamsted,State Senate,8,Dem,Steve Berry,902
Litchfield,Barkhamsted,State Senate,8,WF,Steve Berry,78
Litchfield,"Barkhamsted, part of",State House,62,Rep,Richard F. Ferrari,308
Litchfield,"Barkhamsted, part of",State House,62,WF,Adam Martinez,34
Litchfield,"Barkhamsted, part of",State House,63,Rep,Juliana H. Simone,381
Litchfield,"Barkhamsted, part of",State House,63,D,George M. Wilber,660
Litchfield,"Barkhamsted, part of",State House,63,WF,George M. Wilber,56
New Haven,Beacon Falls,Governor,,Rep,Jodi Rell,1521
New Haven,Beacon Falls,Governor,,Dem,John DeStefano,521
New Haven,Beacon Falls,Governor,,CC,Joseph Zdonczyk,25
New Haven,Beacon Falls,Governor,,Green,Clifford Thornton,9
New Haven,Beacon Falls,Secretary of State,,Rep,Richard Abbate,487
New Haven,Beacon Falls,Secretary of State,,Dem,Susan Bysiewicz,1316
New Haven,Beacon Falls,Secretary of State,,Lbt,Ken Mosher,29
New Haven,Beacon Falls,Secretary of State,,CC,Jean Marie Burness,32
New Haven,Beacon Falls,Secretary of State,,Green,Michael Derosa,40
New Haven,Beacon Falls,Treasurer,,Rep,Linda Roberts,616
New Haven,Beacon Falls,Treasurer,,Dem,Denise Nappier,1083
New Haven,Beacon Falls,Treasurer,,Lbt,Steven Edelman,33
New Haven,Beacon Falls,Treasurer,,CC,Mimi Knibbs,28
New Haven,Beacon Falls,Treasurer,,Green,David Bue,23
New Haven,Beacon Falls,Attorney General,,Rep,Robert Farr,448
New Haven,Beacon Falls,US Senate,,Rep,Alan Schlesinger,257
New Haven,Beacon Falls,Attorney General,,Dem,Richard Blumenthal,1439
New Haven,Beacon Falls,US Senate,,Dem,Ned Lamont,567
New Haven,Beacon Falls,Attorney General,,Green,Nancy Burton,40
New Haven,Beacon Falls,US Senate,,CC,Timothy Knibbs,8
New Haven,Beacon Falls,US Senate,,Green,Ralph Ferrucci,8
New Haven,Beacon Falls,US Senate,,CFL,Joe Lieberman,1272
New Haven,Beacon Falls,US House 3,,Rep,Joseph Vollano,561
New Haven,Beacon Falls,US House 3,,Dem,Rosa DeLauro,1284
New Haven,Beacon Falls,US House 3,,Green,Daniel Sumrall,37
New Haven,Beacon Falls,State Senate,17,Rep,Boaz Itshaky,495
New Haven,Beacon Falls,State Senate,17,Dem,Joe Crisco,1198
New Haven,Beacon Falls,State Senate,17,WF,Joe Crisco,153
New Haven,Beacon Falls,State House,105,Rep,Len Greene,1400
Hartford,Berlin,Governor,,Rep,Jodi Rell,5099
Hartford,Berlin,Governor,,Dem,John DeStefano,2895
Hartford,Berlin,Governor,,CC,Joseph Zdonczyk,32
Hartford,Berlin,Governor,,Green,Clifford Thornton,44
Hartford,Berlin,Secretary of State,,Rep,Richard Abbate,1598
Hartford,Berlin,Secretary of State,,Dem,Susan Bysiewicz,5631
Hartford,Berlin,Secretary of State,,Lbt,Ken Mosher,63
Hartford,Berlin,Secretary of State,,CC,Jean Marie Burness,53
Hartford,Berlin,Secretary of State,,Green,Michael Derosa,67
Hartford,Berlin,Treasurer,,Rep,Linda Roberts,1978
Hartford,Berlin,Treasurer,,Dem,Denise Nappier,4980
Hartford,Berlin,Treasurer,,Lbt,Steven Edelman,84
Hartford,Berlin,Treasurer,,CC,Mimi Knibbs,52
Hartford,Berlin,Treasurer,,Green,David Bue,55
Hartford,Berlin,Attorney General,,Rep,Robert Farr,1722
Hartford,Berlin,US Senate,,Rep,Alan Schlesinger,809
Hartford,Berlin,Attorney General,,Dem,Richard Blumenthal,5618
Hartford,Berlin,US Senate,,Dem,Ned Lamont,3109
Hartford,Berlin,Attorney General,,Green,Nancy Burton,88
Hartford,Berlin,US Senate,,CC,Timothy Knibbs,25
Hartford,Berlin,US Senate,,Green,Ralph Ferrucci,35
Hartford,Berlin,US Senate,,CFL,Joe Lieberman,4129
Hartford,Berlin,US House 1,,Rep,Scott MacLean,2020
Hartford,Berlin,US House 1,,Dem,John Larson,4732
Hartford,Berlin,State Senate,6,Dem,Donald J. DeFronzo,4890
Hartford,Berlin,State Senate,6,WF,Donald J. DeFronzo,357
Hartford,"Berlin, part of",State House,30,Rep,Edward S. Pocock III,1340
Hartford,"Berlin, part of",State House,30,Dem,Joe Aresimowicz,2955
Hartford,"Berlin, part of",State House,30,WF,Joe Aresimowicz,245
Hartford,"Berlin, part of",State House,83,Rep,David J. Martin,875
Hartford,"Berlin, part of",State House,83,Dem,Catherine Abercrombie,1857
New Haven,Bethany,Governor,,Rep,Jodi Rell,1755
New Haven,Bethany,Governor,,Dem,John DeStefano,795
New Haven,Bethany,Governor,,CC,Joseph Zdonczyk,0
New Haven,Bethany,Governor,,Green,Clifford Thornton,25
New Haven,Bethany,Secretary of State,,Rep,Richard Abbate,710
New Haven,Bethany,Secretary of State,,Dem,Susan Bysiewicz,1600
New Haven,Bethany,Secretary of State,,Lbt,Ken Mosher,20
New Haven,Bethany,Secretary of State,,CC,Jean Marie Burness,16
New Haven,Bethany,Secretary of State,,Green,Michael Derosa,44
New Haven,Bethany,Treasurer,,Rep,Linda Roberts,817
New Haven,Bethany,Treasurer,,Dem,Denise Nappier,1420
New Haven,Bethany,Treasurer,,Lbt,Steven Edelman,37
New Haven,Bethany,Treasurer,,CC,Mimi Knibbs,12
New Haven,Bethany,Treasurer,,Green,David Bue,34
New Haven,Bethany,Attorney General,,Rep,Robert Farr,628
New Haven,Bethany,US Senate,,Rep,Alan Schlesinger,259
New Haven,Bethany,Attorney General,,Dem,Richard Blumenthal,1777
New Haven,Bethany,US Senate,,Dem,Ned Lamont,919
New Haven,Bethany,Attorney General,,Green,Nancy Burton,28
New Haven,Bethany,US Senate,,CC,Timothy Knibbs,3
New Haven,Bethany,US Senate,,Green,Ralph Ferrucci,17
New Haven,Bethany,US Senate,,CFL,Joe Lieberman,1403
New Haven,Bethany,US House 3,,Rep,Joseph Vollano,692
New Haven,Bethany,US House 3,,Dem,Rosa DeLauro,1706
New Haven,Bethany,US House 3,,Green,Daniel Sumrall,38
New Haven,Bethany,State Senate,17,Rep,Boaz Itshaky,642
New Haven,Bethany,State Senate,17,Dem,Joe Crisco,1662
New Haven,Bethany,State Senate,17,WF,Joe Crisco,78
New Haven,Bethany,State House,89,Rep,Tim White,1052
New Haven,Bethany,State House,89,Dem,Vickie Orsini Nardello,1389
Fairfield,Bethel,Governor,,Rep,Jodi Rell,4829
Fairfield,Bethel,Governor,,Dem,John DeStefano,1680
Fairfield,Bethel,Governor,,CC,Joseph Zdonczyk,30
Fairfield,Bethel,Governor,,Green,Clifford Thornton,46
Fairfield,Bethel,Secretary of State,,Rep,Richard Abbate,2210
Fairfield,Bethel,Secretary of State,,Dem,Susan Bysiewicz,3558
Fairfield,Bethel,Secretary of State,,Lbt,Ken Mosher,92
Fairfield,Bethel,Secretary of State,,CC,Jean Marie Burness,68
Fairfield,Bethel,Secretary of State,,Green,Michael Derosa,123
Fairfield,Bethel,Treasurer,,Rep,Linda Roberts,2463
Fairfield,Bethel,Treasurer,,Dem,Denise Nappier,3150
Fairfield,Bethel,Treasurer,,Lbt,Steven Edelman,129
Fairfield,Bethel,Treasurer,,CC,Mimi Knibbs,52
Fairfield,Bethel,Treasurer,,Green,David Bue,104
Fairfield,Bethel,Attorney General,,Rep,Robert Farr,1795
Fairfield,Bethel,US Senate,,Rep,Alan Schlesinger,745
Fairfield,Bethel,Attorney General,,Dem,Richard Blumenthal,4186
Fairfield,Bethel,US Senate,,Dem,Ned Lamont,2530
Fairfield,Bethel,Attorney General,,Green,Nancy Burton,128
Fairfield,Bethel,US Senate,,CC,Timothy Knibbs,27
Fairfield,Bethel,US Senate,,Green,Ralph Ferrucci,26
Fairfield,Bethel,US Senate,,CFL,Joe Lieberman,3339
Fairfield,Bethel,US House 5,,Rep,Nancy Johnson,2931
Fairfield,Bethel,US House 5,,Dem,Chris Murphy,3296
Fairfield,Bethel,US House 5,,WF,Chris Murphy,212
Fairfield,"Bethel, part of",State Senate,24,Rep,David J. Cappiello,1428
Fairfield,"Bethel, part of",State Senate,26,Rep,Judith G. Freedman,1949
Fairfield,"Bethel, part of",State Senate,26,Dem,Craig Rebecca Schiavone,1866
Fairfield,"Bethel, part of",State House,2,Rep,Phil Gallagher,1740
Fairfield,"Bethel, part of",State House,2,Dem,Jason W. Bartlett,2103
Fairfield,"Bethel, part of",State House,2,Ind,Phil Gallagher,164
Fairfield,"Bethel, part of",State House,107,Rep,David A. Scribner,1425
Fairfield,"Bethel, part of",State House,107,Ind,David A. Scribner,179
Litchfield,Bethlehem,Governor,,Rep,Jodi Rell,1251
Litchfield,Bethlehem,Governor,,Dem,John DeStefano,497
Litchfield,Bethlehem,Governor,,CC,Joseph Zdonczyk,21
Litchfield,Bethlehem,Governor,,Green,Clifford Thornton,15
Litchfield,Bethlehem,Secretary of State,,Rep,Richard Abbate,524
Litchfield,Bethlehem,Secretary of State,,Dem,Susan Bysiewicz,1104
Litchfield,Bethlehem,Secretary of State,,Lbt,Ken Mosher,25
Litchfield,Bethlehem,Secretary of State,,CC,Jean Marie Burness,21
Litchfield,Bethlehem,Secretary of State,,Green,Michael Derosa,34
Litchfield,Bethlehem,Treasurer,,Rep,Linda Roberts,636
Litchfield,Bethlehem,Treasurer,,Dem,Denise Nappier,953
Litchfield,Bethlehem,Treasurer,,Lbt,Steven Edelman,33
Litchfield,Bethlehem,Treasurer,,CC,Mimi Knibbs,19
Litchfield,Bethlehem,Treasurer,,Green,David Bue,31
Litchfield,Bethlehem,Attorney General,,Rep,Robert Farr,510
Litchfield,Bethlehem,US Senate,,Rep,Alan Schlesinger,225
Litchfield,Bethlehem,Attorney General,,Dem,Richard Blumenthal,1175
Litchfield,Bethlehem,US Senate,,Dem,Ned Lamont,583
Litchfield,Bethlehem,Attorney General,,Green,Nancy Burton,42
Litchfield,Bethlehem,US Senate,,CC,Timothy Knibbs,6
Litchfield,Bethlehem,US Senate,,Green,Ralph Ferrucci,15
Litchfield,Bethlehem,US Senate,,CFL,Joe Lieberman,943
Litchfield,Bethlehem,US House 5,,Rep,Nancy Johnson,811
Litchfield,Bethlehem,US House 5,,Dem,Chris Murphy,870
Litchfield,Bethlehem,US House 5,,WF,Chris Murphy,46
Litchfield,Bethlehem,State Senate,32,Rep,Louis C. DeLuca,1106
Litchfield,Bethlehem,State Senate,32,WF,Vanessa O. Fica,300
Litchfield,Bethlehem,State House,66,Rep,Craig A. Miner,1029
Litchfield,Bethlehem,State House,66,CC,Richard S. Schuley,123
Litchfield,Bethlehem,State House,66,WF,Dennis B. O'Neil,229
Hartford,Bloomfield,Governor,,Rep,Jodi Rell,3358
Hartford,Bloomfield,Governor,,Dem,John DeStefano,4329
Hartford,Bloomfield,Governor,,CC,Joseph Zdonczyk,37
Hartford,Bloomfield,Governor,,Green,Clifford Thornton,72
Hartford,Bloomfield,Secretary of State,,Rep,Richard Abbate,920
Hartford,Bloomfield,Secretary of State,,Dem,Susan Bysiewicz,6067
Hartford,Bloomfield,Secretary of State,,Lbt,Ken Mosher,60
Hartford,Bloomfield,Secretary of State,,CC,Jean Marie Burness,49
Hartford,Bloomfield,Secretary of State,,Green,Michael Derosa,69
Hartford,Bloomfield,Treasurer,,Rep,Linda Roberts,1038
Hartford,Bloomfield,Treasurer,,Dem,Denise Nappier,6182
Hartford,Bloomfield,Treasurer,,Lbt,Steven Edelman,81
Hartford,Bloomfield,Treasurer,,CC,Mimi Knibbs,40
Hartford,Bloomfield,Treasurer,,Green,David Bue,40
Hartford,Bloomfield,Attorney General,,Rep,Robert Farr,1071
Hartford,Bloomfield,US Senate,,Rep,Alan Schlesinger,474
Hartford,Bloomfield,Attorney General,,Dem,Richard Blumenthal,6083
Hartford,Bloomfield,US Senate,,Dem,Ned Lamont,4270
Hartford,Bloomfield,Attorney General,,Green,Nancy Burton,84
Hartford,Bloomfield,US Senate,,CC,Timothy Knibbs,29
Hartford,Bloomfield,US Senate,,Green,Ralph Ferrucci,39
Hartford,Bloomfield,US Senate,,CFL,Joe Lieberman,3228
Hartford,Bloomfield,US House 1,,Rep,Scott MacLean,1100
Hartford,Bloomfield,US House 1,,Dem,John Larson,5793
Hartford,"Bloomfield, part of",State Senate,2,Rep,Asim A. Hanif,667
Hartford,"Bloomfield, part of",State Senate,2,Dem,Eric D. Coleman,3984
Hartford,"Bloomfield, part of",State Senate,2,WF,Eric D. Coleman,226
Hartford,"Bloomfield, part of",State Senate,5,Rep,Kimberly E. Ryder,514
Hartford,"Bloomfield, part of",State Senate,5,Dem,Jonathan A. Harris,1590
Hartford,"Bloomfield, part of",State Senate,5,WF,Jonathan A. Harris,35
Hartford,"Bloomfield, part of",State House,1,Dem,Kenneth P. Green,1707
Hartford,"Bloomfield, part of",State House,15,Dem,Faith McMahon,4223
Hartford,"Bloomfield, part of",State House,15,WF,Mark Bain,146
Tolland,Bolton,Governor,,Rep,Jodi Rell,1616
Tolland,Bolton,Governor,,Dem,John DeStefano,784
Tolland,Bolton,Governor,,CC,Joseph Zdonczyk,10
Tolland,Bolton,Governor,,Green,Clifford Thornton,31
Tolland,Bolton,Secretary of State,,Rep,Richard Abbate,528
Tolland,Bolton,Secretary of State,,Dem,Susan Bysiewicz,1741
Tolland,Bolton,Secretary of State,,Lbt,Ken Mosher,19
Tolland,Bolton,Secretary of State,,CC,Jean Marie Burness,17
Tolland,Bolton,Secretary of State,,Green,Michael Derosa,55
Tolland,Bolton,Treasurer,,Rep,Linda Roberts,778
Tolland,Bolton,Treasurer,,Dem,Denise Nappier,1462
Tolland,Bolton,Treasurer,,Lbt,Steven Edelman,25
Tolland,Bolton,Treasurer,,CC,Mimi Knibbs,16
Tolland,Bolton,Treasurer,,Green,David Bue,38
Tolland,Bolton,Attorney General,,Rep,Robert Farr,583
Tolland,Bolton,US Senate,,Rep,Alan Schlesinger,274
Tolland,Bolton,Attorney General,,Dem,Richard Blumenthal,1757
Tolland,Bolton,US Senate,,Dem,Ned Lamont,1016
Tolland,Bolton,Attorney General,,Green,Nancy Burton,44
Tolland,Bolton,US Senate,,CC,Timothy Knibbs,8
Tolland,Bolton,US Senate,,Green,Ralph Ferrucci,22
Tolland,Bolton,US Senate,,CFL,Joe Lieberman,1113
Tolland,Bolton,US House 2,,Rep,Rob Simmons,1180
Tolland,Bolton,US House 2,,Dem,Joe Courtney,1203
Tolland,Bolton,State Senate,4,Rep,Chip Beckett,798
Tolland,Bolton,State Senate,4,Dem,Mary Ann Handley,1436
Tolland,Bolton,State Senate,4,WF,Mary Ann Handley,83
Tolland,Bolton,State House,55,Rep,Pamela Z. Sawyer,1682
Tolland,Bolton,State House,55,Dem,Mark Stuart,689
Tolland,Bolton,State House,55,WF,Mark Stuart,30
New London,Bozrah,Governor,,Rep,Jodi Rell,669
New London,Bozrah,Governor,,Dem,John DeStefano,349
New London,Bozrah,Governor,,CC,Joseph Zdonczyk,8
New London,Bozrah,Governor,,Green,Clifford Thornton,11
New London,Bozrah,Secretary of State,,Rep,Richard Abbate,226
New London,Bozrah,Secretary of State,,Dem,Susan Bysiewicz,712
New London,Bozrah,Secretary of State,,Lbt,Ken Mosher,15
New London,Bozrah,Secretary of State,,CC,Jean Marie Burness,11
New London,Bozrah,Secretary of State,,Green,Michael Derosa,18
New London,Bozrah,Treasurer,,Rep,Linda Roberts,308
New London,Bozrah,Treasurer,,Dem,Denise Nappier,597
New London,Bozrah,Treasurer,,Lbt,Steven Edelman,19
New London,Bozrah,Treasurer,,CC,Mimi Knibbs,10
New London,Bozrah,Treasurer,,Green,David Bue,20
New London,Bozrah,Attorney General,,Rep,Robert Farr,232
New London,Bozrah,US Senate,,Rep,Alan Schlesinger,111
New London,Bozrah,Attorney General,,Dem,Richard Blumenthal,744
New London,Bozrah,US Senate,,Dem,Ned Lamont,366
New London,Bozrah,Attorney General,,Green,Nancy Burton,14
New London,Bozrah,US Senate,,CC,Timothy Knibbs,8
New London,Bozrah,US Senate,,Green,Ralph Ferrucci,3
New London,Bozrah,US Senate,,CFL,Joe Lieberman,569
New London,Bozrah,US House 2,,Rep,Rob Simmons,564
New London,Bozrah,US House 2,,Dem,Joe Courtney,464
New London,Bozrah,State Senate,19,Rep,Matthew Daly,335
New London,Bozrah,State Senate,19,Dem,Edith G. Prague,674
New London,Bozrah,State House,139,Rep,Martin Clark,342
New London,Bozrah,State House,139,Dem,Kevin Ryan,654
New Haven,Branford,Governor,,Rep,Jodi Rell,7068
New Haven,Branford,Governor,,Dem,John DeStefano,3758
New Haven,Branford,Governor,,CC,Joseph Zdonczyk,26
New Haven,Branford,Governor,,Green,Clifford Thornton,87
New Haven,Branford,Secretary of State,,Rep,Richard Abbate,2302
New Haven,Branford,Secretary of State,,Dem,Susan Bysiewicz,7529
New Haven,Branford,Secretary of State,,Lbt,Ken Mosher,69
New Haven,Branford,Secretary of State,,CC,Jean Marie Burness,49
New Haven,Branford,Secretary of State,,Green,Michael Derosa,188
New Haven,Branford,Treasurer,,Rep,Linda Roberts,2828
New Haven,Branford,Treasurer,,Dem,Denise Nappier,6648
New Haven,Branford,Treasurer,,Lbt,Steven Edelman,97
New Haven,Branford,Treasurer,,CC,Mimi Knibbs,46
New Haven,Branford,Treasurer,,Green,David Bue,136
New Haven,Branford,Attorney General,,Rep,Robert Farr,2091
New Haven,Branford,US Senate,,Rep,Alan Schlesinger,927
New Haven,Branford,Attorney General,,Dem,Richard Blumenthal,8080
New Haven,Branford,US Senate,,Dem,Ned Lamont,4151
New Haven,Branford,Attorney General,,Green,Nancy Burton,133
New Haven,Branford,US Senate,,CC,Timothy Knibbs,18
New Haven,Branford,US Senate,,Green,Ralph Ferrucci,49
New Haven,Branford,US Senate,,CFL,Joe Lieberman,5908
New Haven,Branford,US House 3,,Rep,Joseph Vollano,2291
New Haven,Branford,US House 3,,Dem,Rosa DeLauro,8047
New Haven,Branford,US House 3,,Green,Daniel Sumrall,125
New Haven,Branford,State Senate,12,Rep,Gregg Hannan,2961
New Haven,Branford,State Senate,12,Dem,Edward Meyer,6871
New Haven,"Branford, part of",State House,98,Dem,Patricia M. Widlitz,1770
New Haven,"Branford, part of",State House,102,Rep,Peter L. Black,2852
New Haven,"Branford, part of",State House,102,Dem,"Peter J. Panaroni, Jr.",5005
Fairfield,Bridgeport,Governor,,Rep,Jodi Rell,8366
Fairfield,Bridgeport,Governor,,Dem,John DeStefano,11267
Fairfield,Bridgeport,Governor,,CC,Joseph Zdonczyk,202
Fairfield,Bridgeport,Governor,,Green,Clifford Thornton,119
Fairfield,Bridgeport,Secretary of State,,Rep,Richard Abbate,3033
