candidate,party,office,district,town,votes,precinct
Corey Paris,Democratic Party,State House,145,Stamford,173,Cloonan Middle School -Side
Juan David Ospina,Republican Party,State House,145,Stamford,59,Cloonan Middle School -Side
Corey Paris,Democratic Party,State House,145,Stamford,201,Salvation Army Community Center
Juan David Ospina,Republican Party,State House,145,Stamford,76,Salvation Army Community Center
Corey Paris,Democratic Party,State House,145,Stamford,356,Westover School
Juan David Ospina,Republican Party,State House,145,Stamford,90,Westover School
