county,town,office,district,party,candidate,votes
Middlesex,East Hampton,Secretary of State,,Lbt,Darlene Nicholas,60
Middlesex,East Hampton,Treasurer,,Rep,Ross Garber,1519
Middlesex,East Hampton,Treasurer,,Dem,Denise Nappier,2188
Middlesex,East Hampton,Treasurer,,CC,Timothy Knibbs,39
Middlesex,East Hampton,Treasurer,,Lbt,Ken Mosher,56
Middlesex,East Hampton,Comptroller,,Rep,Steven Mullins,1174
Middlesex,East Hampton,Comptroller,,Dem,Nancy Wyman,2494
Middlesex,East Hampton,Comptroller,,Lbt,Leonard Rasch,60
Middlesex,East Hampton,Attorney General,,Rep,Martha Dean,1464
Middlesex,East Hampton,Attorney General,,Dem,Richard Blumenthal,2439
Middlesex,East Hampton,US House,2,Rep,Rob Simmons,2182
Middlesex,East Hampton,US House,2,Dem,Joe Courtney,1833
Middlesex,East Hampton,State Senate,33,Rep,Anthony Chirico,1482
Middlesex,East Hampton,State Senate,33,Dem,Eileen M. Daily,2471
Middlesex,East Hampton,State House,34,Dem,Gail K. Hamm,2418
Middlesex,East Hampton,State House,34,Rep,Robert J. Nolan,1558
Hartford,East Hartford,Governor,,Rep,John Rowland,5600
Hartford,East Hartford,Governor,,Dem,Bill Curry,6965
Hartford,East Hartford,Secretary of State,,Rep,Ronald San Angelo,2504
Hartford,East Hartford,Secretary of State,,Dem,Susan Bysiewcz,9061
Hartford,East Hartford,Secretary of State,,Lbt,Darlene Nicholas,163
Hartford,East Hartford,Treasurer,,Rep,Ross Garber,3622
Hartford,East Hartford,Treasurer,,Dem,Denise Nappier,7734
Hartford,East Hartford,Treasurer,,CC,Timothy Knibbs,146
Hartford,East Hartford,Treasurer,,Lbt,Ken Mosher,137
Hartford,East Hartford,Comptroller,,Rep,Steven Mullins,2761
Hartford,East Hartford,Comptroller,,Dem,Nancy Wyman,8493
Hartford,East Hartford,Comptroller,,Lbt,Leonard Rasch,127
Hartford,East Hartford,Attorney General,,Rep,Martha Dean,3032
Hartford,East Hartford,Attorney General,,Dem,Richard Blumenthal,8648
Hartford,East Hartford,US House,1,Rep,Phil Steele,3127
Hartford,East Hartford,US House,1,Dem,John Larson,8943
Hartford,East Hartford,State Senate,3,Rep,Stephanie L. Labanowski,4424
Hartford,East Hartford,State Senate,3,Dem,Gary D. LeBeau,7479
Hartford,"East Hartford, part of",State House,9,Dem,Christopher R. Stone,1780
Hartford,"East Hartford, part of",State House,10,Dem,Melody A. Currey,3722
Hartford,"East Hartford, part of",State House,11,Dem,Michael A. Christ,2667
Hartford,"East Hartford, part of",State House,9,Rep,Ron Osella,619
Hartford,"East Hartford, part of",State House,10,Rep,Donald H. Pitkin,1451
Hartford,"East Hartford, part of",State House,11,Rep,"George J. Franek, Jr.",1561
Hartford,"East Hartford, part of",State House,10,WF,Linn T. Miller,100
New.Haven,East Haven,Governor,,Rep,John Rowland,3832
New.Haven,East Haven,Governor,,Dem,Bill Curry,3761
New.Haven,East Haven,Secretary of State,,Rep,Ronald San Angelo,2303
New.Haven,East Haven,Secretary of State,,Dem,Susan Bysiewcz,4476
New.Haven,East Haven,Secretary of State,,Lbt,Darlene Nicholas,79
New.Haven,East Haven,Treasurer,,Rep,Ross Garber,2655
New.Haven,East Haven,Treasurer,,Dem,Denise Nappier,3956
New.Haven,East Haven,Treasurer,,CC,Timothy Knibbs,62
New.Haven,East Haven,Treasurer,,Lbt,Ken Mosher,65
New.Haven,East Haven,Comptroller,,Rep,Steven Mullins,2363
New.Haven,East Haven,Comptroller,,Dem,Nancy Wyman,4229
New.Haven,East Haven,Comptroller,,Lbt,Leonard Rasch,74
New.Haven,East Haven,Attorney General,,Rep,Martha Dean,2147
New.Haven,East Haven,Attorney General,,Dem,Richard Blumenthal,4776
New.Haven,East Haven,US House,3,Rep,Richard Elser,2119
New.Haven,East Haven,US House,3,Dem,Rosa DeLauro,4945
New.Haven,East Haven,US House,3,Green,Charles Pillsbury,149
New.Haven,East Haven,State Senate,34,Rep,Leonard Fasano,3807
New.Haven,East Haven,State Senate,34,Dem,Brian McDermott,3278
New.Haven,East Haven,State Senate,34,WF,Marie J. Guest,84
New.Haven,"East Haven, part of",State House,99,Dem,Mike Lawlor,3531
New.Haven,"East Haven, part of",State House,86,Rep,Robert M. Ward,784
New.Haven,"East Haven, part of",State House,99,Rep,Anthony J. Trimachi,2188
New.Haven,"East Haven, part of",State House,99,WF,Richard W. Johnson,100
New.London,East Lyme,Governor,,Rep,John Rowland,3537
New.London,East Lyme,Governor,,Dem,Bill Curry,2753
New.London,East Lyme,Secretary of State,,Rep,Ronald San Angelo,1851
New.London,East Lyme,Secretary of State,,Dem,Susan Bysiewcz,4110
New.London,East Lyme,Secretary of State,,Lbt,Darlene Nicholas,98
New.London,East Lyme,Treasurer,,Rep,Ross Garber,2375
New.London,East Lyme,Treasurer,,Dem,Denise Nappier,3410
New.London,East Lyme,Treasurer,,CC,Timothy Knibbs,106
New.London,East Lyme,Treasurer,,Lbt,Ken Mosher,117
New.London,East Lyme,Comptroller,,Rep,Steven Mullins,1954
New.London,East Lyme,Comptroller,,Dem,Nancy Wyman,3909
New.London,East Lyme,Comptroller,,Lbt,Leonard Rasch,115
New.London,East Lyme,Attorney General,,Rep,Martha Dean,1867
New.London,East Lyme,Attorney General,,Dem,Richard Blumenthal,4300
New.London,East Lyme,US House,2,Rep,Rob Simmons,3491
New.London,East Lyme,US House,2,Dem,Joe Courtney,2749
New.London,East Lyme,State Senate,20,Rep,John Leahy,2534
New.London,East Lyme,State Senate,20,Dem,Melodie Peters,3690
New.London,East Lyme,State House,37,Dem,Gary Orefice,4380
New.London,East Lyme,State House,37,Rep,Christopher M. Barrett,1819
Hartford,East Windsor,Governor,,Rep,John Rowland,1717
Hartford,East Windsor,Governor,,Dem,Bill Curry,1339
Hartford,East Windsor,Secretary of State,,Rep,Ronald San Angelo,847
Hartford,East Windsor,Secretary of State,,Dem,Susan Bysiewcz,1997
Hartford,East Windsor,Secretary of State,,Lbt,Darlene Nicholas,39
Hartford,East Windsor,Treasurer,,Rep,Ross Garber,1137
Hartford,East Windsor,Treasurer,,Dem,Denise Nappier,1605
Hartford,East Windsor,Treasurer,,CC,Timothy Knibbs,46
Hartford,East Windsor,Treasurer,,Lbt,Ken Mosher,61
Hartford,East Windsor,Comptroller,,Rep,Steven Mullins,937
Hartford,East Windsor,Comptroller,,Dem,Nancy Wyman,1888
Hartford,East Windsor,Comptroller,,Lbt,Leonard Rasch,36
Hartford,East Windsor,Attorney General,,Rep,Martha Dean,1026
Hartford,East Windsor,Attorney General,,Dem,Richard Blumenthal,1894
Hartford,East Windsor,US House,1,Rep,Phil Steele,1052
Hartford,East Windsor,US House,1,Dem,John Larson,1910
Hartford,East Windsor,State Senate,3,Rep,Stephanie L. Labanowski,1249
Hartford,East Windsor,State Senate,3,Dem,Gary D. LeBeau,1656
Hartford,East Windsor,State House,57,Dem,Ted C. Graziani,1831
Hartford,East Windsor,State House,57,WF,Edward J. Zimnoch,212
Windham,Eastford,Governor,,Rep,John Rowland,401
Windham,Eastford,Governor,,Dem,Bill Curry,287
Windham,Eastford,Secretary of State,,Rep,Ronald San Angelo,278
Windham,Eastford,Secretary of State,,Dem,Susan Bysiewcz,370
Windham,Eastford,Secretary of State,,Lbt,Darlene Nicholas,12
Windham,Eastford,Treasurer,,Rep,Ross Garber,348
Windham,Eastford,Treasurer,,Dem,Denise Nappier,292
Windham,Eastford,Treasurer,,CC,Timothy Knibbs,5
Windham,Eastford,Treasurer,,Lbt,Ken Mosher,11
Windham,Eastford,Comptroller,,Rep,Steven Mullins,279
Windham,Eastford,Comptroller,,Dem,Nancy Wyman,373
Windham,Eastford,Comptroller,,Lbt,Leonard Rasch,9
Windham,Eastford,Attorney General,,Rep,Martha Dean,290
Windham,Eastford,Attorney General,,Dem,Richard Blumenthal,378
Windham,Eastford,US House,2,Rep,Rob Simmons,424
Windham,Eastford,US House,2,Dem,Joe Courtney,255
Windham,Eastford,State Senate,35,Rep,Tony Guglielmo,454
Windham,Eastford,State Senate,35,Dem,Patrick J. Flaherty,223
Windham,Eastford,State House,50,Dem,Jefferson B. Davis,306
Windham,Eastford,State House,50,Rep,Mike Alberts,366
Fairfield,Easton,Governor,,Rep,John Rowland,1869
Fairfield,Easton,Governor,,Dem,Bill Curry,810
Fairfield,Easton,Secretary of State,,Rep,Ronald San Angelo,1418
Fairfield,Easton,Secretary of State,,Dem,Susan Bysiewcz,1115
Fairfield,Easton,Secretary of State,,Lbt,Darlene Nicholas,45
Fairfield,Easton,Treasurer,,Rep,Ross Garber,1480
Fairfield,Easton,Treasurer,,Dem,Denise Nappier,1005
Fairfield,Easton,Treasurer,,CC,Timothy Knibbs,34
Fairfield,Easton,Treasurer,,Lbt,Ken Mosher,38
Fairfield,Easton,Comptroller,,Rep,Steven Mullins,1435
Fairfield,Easton,Comptroller,,Dem,Nancy Wyman,1048
Fairfield,Easton,Comptroller,,Lbt,Leonard Rasch,43
Fairfield,Easton,Attorney General,,Rep,Martha Dean,1256
Fairfield,Easton,Attorney General,,Dem,Richard Blumenthal,1355
Fairfield,Easton,US House,4,Rep,Christopher Shays,1883
Fairfield,Easton,US House,4,Dem,Stephanie Sanchez,747
Fairfield,Easton,State Senate,28,Rep,John McKinney,2021
Fairfield,Easton,State House,135,Rep,John E. Stripp,1976
Tolland,Ellington,Governor,,Rep,John Rowland,2720
Tolland,Ellington,Governor,,Dem,Bill Curry,1667
Tolland,Ellington,Secretary of State,,Rep,Ronald San Angelo,1378
Tolland,Ellington,Secretary of State,,Dem,Susan Bysiewcz,2697
Tolland,Ellington,Secretary of State,,Lbt,Darlene Nicholas,74
Tolland,Ellington,Treasurer,,Rep,Ross Garber,1844
Tolland,Ellington,Treasurer,,Dem,Denise Nappier,2131
Tolland,Ellington,Treasurer,,CC,Timothy Knibbs,49
Tolland,Ellington,Treasurer,,Lbt,Ken Mosher,80
Tolland,Ellington,Comptroller,,Rep,Steven Mullins,1466
Tolland,Ellington,Comptroller,,Dem,Nancy Wyman,2579
Tolland,Ellington,Comptroller,,Lbt,Leonard Rasch,52
Tolland,Ellington,Attorney General,,Rep,Martha Dean,1645
Tolland,Ellington,Attorney General,,Dem,Richard Blumenthal,2563
Tolland,Ellington,US House,2,Rep,Rob Simmons,2392
Tolland,Ellington,US House,2,Dem,Joe Courtney,1895
Tolland,Ellington,State House,57,Dem,Ted C. Graziani,2738
Tolland,Ellington,State House,57,WF,Edward J. Zimnoch,200
Tolland,"Ellington, part of",State Senate,3,Rep,Stephanie L. Labanowski,1573
Tolland,"Ellington, part of",State Senate,3,Dem,Gary D. LeBeau,1609
Tolland,"Ellington, part of",State Senate,35,Rep,Tony Guglielmo,680
Tolland,"Ellington, part of",State Senate,35,Dem,Patrick J. Flaherty,297
Hartford,Enfield,Governor,,Rep,John Rowland,7464
Hartford,Enfield,Governor,,Dem,Bill Curry,6026
Hartford,Enfield,Secretary of State,,Rep,Ronald San Angelo,3357
Hartford,Enfield,Secretary of State,,Dem,Susan Bysiewcz,8783
Hartford,Enfield,Secretary of State,,Lbt,Darlene Nicholas,207
Hartford,Enfield,Treasurer,,Rep,Ross Garber,4629
Hartford,Enfield,Treasurer,,Dem,Denise Nappier,7031
Hartford,Enfield,Treasurer,,CC,Timothy Knibbs,256
Hartford,Enfield,Treasurer,,Lbt,Ken Mosher,175
Hartford,Enfield,Comptroller,,Rep,Steven Mullins,3728
Hartford,Enfield,Comptroller,,Dem,Nancy Wyman,8088
Hartford,Enfield,Comptroller,,Lbt,Leonard Rasch,162
Hartford,Enfield,Attorney General,,Rep,Martha Dean,4073
Hartford,Enfield,Attorney General,,Dem,Richard Blumenthal,8283
Hartford,Enfield,US House,2,Rep,Rob Simmons,6490
Hartford,Enfield,US House,2,Dem,Joe Courtney,6071
Hartford,Enfield,State Senate,7,Rep,John A. Kissel,7612
Hartford,Enfield,State Senate,7,Dem,John A. Reveruzzi,5261
Hartford,"Enfield, part of",State House,58,Dem,Kathleen M. Tallarita,4003
Hartford,"Enfield, part of",State House,59,Dem,Stephen M. Jarmoc,4322
Hartford,"Enfield, part of",State House,59,WF,Richard George Sweet,289
Middlesex,Essex,Governor,,Rep,John Rowland,1787
Middlesex,Essex,Governor,,Dem,Bill Curry,1129
Middlesex,Essex,Secretary of State,,Rep,Ronald San Angelo,1035
Middlesex,Essex,Secretary of State,,Dem,Susan Bysiewcz,1750
Middlesex,Essex,Secretary of State,,Lbt,Darlene Nicholas,37
Middlesex,Essex,Treasurer,,Rep,Ross Garber,1278
Middlesex,Essex,Treasurer,,Dem,Denise Nappier,1414
Middlesex,Essex,Treasurer,,CC,Timothy Knibbs,37
Middlesex,Essex,Treasurer,,Lbt,Ken Mosher,44
Middlesex,Essex,Comptroller,,Rep,Steven Mullins,1126
Middlesex,Essex,Comptroller,,Dem,Nancy Wyman,1585
Middlesex,Essex,Comptroller,,Lbt,Leonard Rasch,53
Middlesex,Essex,Attorney General,,Rep,Martha Dean,1082
Middlesex,Essex,Attorney General,,Dem,Richard Blumenthal,1750
Middlesex,Essex,US House,2,Rep,Rob Simmons,1684
Middlesex,Essex,US House,2,Dem,Joe Courtney,1168
Middlesex,Essex,State Senate,33,Rep,Anthony Chirico,1284
Middlesex,Essex,State Senate,33,Dem,Eileen M. Daily,1572
Middlesex,Essex,State House,36,Dem,James Field Spallone,1507
Middlesex,Essex,State House,36,Rep,Amy A. S. Craig,1315
Fairfield,Fairfield,Governor,,Rep,John Rowland,11344
Fairfield,Fairfield,Governor,,Dem,Bill Curry,6745
Fairfield,Fairfield,Secretary of State,,Rep,Ronald San Angelo,8054
Fairfield,Fairfield,Secretary of State,,Dem,Susan Bysiewcz,8629
Fairfield,Fairfield,Secretary of State,,Lbt,Darlene Nicholas,282
Fairfield,Fairfield,Treasurer,,Rep,Ross Garber,8558
Fairfield,Fairfield,Treasurer,,Dem,Denise Nappier,7725
Fairfield,Fairfield,Treasurer,,CC,Timothy Knibbs,221
Fairfield,Fairfield,Treasurer,,Lbt,Ken Mosher,263
Fairfield,Fairfield,Comptroller,,Rep,Steven Mullins,8249
Fairfield,Fairfield,Comptroller,,Dem,Nancy Wyman,8018
Fairfield,Fairfield,Comptroller,,Lbt,Leonard Rasch,252
Fairfield,Fairfield,Attorney General,,Rep,Martha Dean,7067
Fairfield,Fairfield,Attorney General,,Dem,Richard Blumenthal,10251
Fairfield,Fairfield,US House,4,Rep,Christopher Shays,12191
Fairfield,Fairfield,US House,4,Dem,Stephanie Sanchez,5563
Fairfield,Fairfield,State Senate,28,Rep,John McKinney,12822
Fairfield,"Fairfield, part of",State House,132,Dem,Larry Kaley,209
Fairfield,"Fairfield, part of",State House,134,Dem,Tom Christiano,1704
Fairfield,"Fairfield, part of",State House,134,PC,James D. Salvatore,38
Fairfield,"Fairfield, part of",State House,132,Rep,Carl J. Dickman,4083
Fairfield,"Fairfield, part of",State House,133,Rep,Cathy C. Tymniak,4511
Fairfield,"Fairfield, part of",State House,134,Rep,"John E. Stone, Jr.",2399
Hartford,Farmington,Governor,,Rep,John Rowland,6045
Hartford,Farmington,Governor,,Dem,Bill Curry,3860
Hartford,Farmington,Secretary of State,,Rep,Ronald San Angelo,3075
Hartford,Farmington,Secretary of State,,Dem,Susan Bysiewcz,6130
Hartford,Farmington,Secretary of State,,Lbt,Darlene Nicholas,93
Hartford,Farmington,Treasurer,,Rep,Ross Garber,4110
Hartford,Farmington,Treasurer,,Dem,Denise Nappier,4893
Hartford,Farmington,Treasurer,,CC,Timothy Knibbs,108
Hartford,Farmington,Treasurer,,Lbt,Ken Mosher,88
Hartford,Farmington,Comptroller,,Rep,Steven Mullins,3401
Hartford,Farmington,Comptroller,,Dem,Nancy Wyman,5579
Hartford,Farmington,Comptroller,,Lbt,Leonard Rasch,90
Hartford,Farmington,Attorney General,,Rep,Martha Dean,3784
Hartford,Farmington,Attorney General,,Dem,Richard Blumenthal,5664
Hartford,Farmington,US House,5,Rep,Nancy Johnson,5943
Hartford,Farmington,US House,5,Dem,Jim Maloney,3618
Hartford,Farmington,US House,5,CC,Joseph Zdonczyk,99
Hartford,Farmington,US House,5,Lbt,Walter Gengarelly,64
Hartford,"Farmington, part of",State Senate,5,Rep,Douglas T. Putnam,2966
Hartford,"Farmington, part of",State Senate,5,Dem,Kevin B. Sullivan,5093
Hartford,"Farmington, part of",State Senate,5,WF,Abraham J. Walker,81
Hartford,"Farmington, part of",State Senate,6,r,Thomas A. Bozek,600
Hartford,"Farmington, part of",State Senate,6,Dem,Donald J. DeFronzo,530
Hartford,"Farmington, part of",State House,19,Dem,Jack S. Opinsky,203
Hartford,"Farmington, part of",State House,21,Dem,Demetrios Giannaros,5315
Hartford,"Farmington, part of",State House,19,Rep,Robert Farr,516
Hartford,"Farmington, part of",State House,21,Rep,Chick Pritchard,3658
New.London,Franklin,Governor,,Rep,John Rowland,342
New.London,Franklin,Governor,,Dem,Bill Curry,406
New.London,Franklin,Secretary of State,,Rep,Ronald San Angelo,191
New.London,Franklin,Secretary of State,,Dem,Susan Bysiewcz,513
New.London,Franklin,Secretary of State,,Lbt,Darlene Nicholas,13
New.London,Franklin,Treasurer,,Rep,Ross Garber,276
New.London,Franklin,Treasurer,,Dem,Denise Nappier,408
New.London,Franklin,Treasurer,,CC,Timothy Knibbs,9
New.London,Franklin,Treasurer,,Lbt,Ken Mosher,9
New.London,Franklin,Comptroller,,Rep,Steven Mullins,208
New.London,Franklin,Comptroller,,Dem,Nancy Wyman,483
New.London,Franklin,Comptroller,,Lbt,Leonard Rasch,9
New.London,Franklin,Attorney General,,Rep,Martha Dean,189
New.London,Franklin,Attorney General,,Dem,Richard Blumenthal,537
New.London,Franklin,US House,2,Rep,Rob Simmons,447
New.London,Franklin,US House,2,Dem,Joe Courtney,301
New.London,Franklin,State Senate,19,Rep,Peter A. Nystrom,319
New.London,Franklin,State Senate,19,Dem,Edith G. Prague,434
New.London,Franklin,State House,139,Dem,Kevin Ryan,391
New.London,Franklin,State House,139,Rep,Michael J. O'Connor,333
Hartford,Glastonbury,Governor,,Rep,John Rowland,9620
Hartford,Glastonbury,Governor,,Dem,Bill Curry,5136
Hartford,Glastonbury,Secretary of State,,Rep,Ronald San Angelo,4424
Hartford,Glastonbury,Secretary of State,,Dem,Susan Bysiewcz,9337
Hartford,Glastonbury,Secretary of State,,Lbt,Darlene Nicholas,138
Hartford,Glastonbury,Treasurer,,Rep,Ross Garber,6639
Hartford,Glastonbury,Treasurer,,Dem,Denise Nappier,6976
Hartford,Glastonbury,Treasurer,,CC,Timothy Knibbs,122
Hartford,Glastonbury,Treasurer,,Lbt,Ken Mosher,121
Hartford,Glastonbury,Comptroller,,Rep,Steven Mullins,4980
Hartford,Glastonbury,Comptroller,,Dem,Nancy Wyman,8412
Hartford,Glastonbury,Comptroller,,Lbt,Leonard Rasch,126
Hartford,Glastonbury,Attorney General,,Rep,Martha Dean,6270
Hartford,Glastonbury,Attorney General,,Dem,Richard Blumenthal,7824
Hartford,Glastonbury,State Senate,4,Rep,David Odegard,5203
Hartford,Glastonbury,State Senate,4,Dem,Mary Ann Handley,8572
Hartford,"Glastonbury, part of",US House,1,Rep,Phil Steele,3353
Hartford,"Glastonbury, part of",US House,2,Rep,Rob Simmons,2982
Hartford,"Glastonbury, part of",US House,1,Dem,John Larson,5863
Hartford,"Glastonbury, part of",US House,2,Dem,Joe Courtney,1814
Hartford,"Glastonbury, part of",State House,31,Dem,Sheenu Srinivasan,3627
Hartford,"Glastonbury, part of",State House,9,Dem,Christopher R. Stone,2317
Hartford,"Glastonbury, part of",State House,31,Rep,Sonya (Sonny) Googins,6816
Hartford,"Glastonbury, part of",State House,9,Rep,Ron Osella,1275
Litchfield,Goshen,Governor,,Rep,John Rowland,871
Litchfield,Goshen,Governor,,Dem,Bill Curry,355
Litchfield,Goshen,Secretary of State,,Rep,Ronald San Angelo,495
Litchfield,Goshen,Secretary of State,,Dem,Susan Bysiewcz,651
Litchfield,Goshen,Secretary of State,,Lbt,Darlene Nicholas,8
Litchfield,Goshen,Treasurer,,Rep,Ross Garber,593
Litchfield,Goshen,Treasurer,,Dem,Denise Nappier,504
Litchfield,Goshen,Treasurer,,CC,Timothy Knibbs,10
Litchfield,Goshen,Treasurer,,Lbt,Ken Mosher,12
Litchfield,Goshen,Comptroller,,Rep,Steven Mullins,532
Litchfield,Goshen,Comptroller,,Dem,Nancy Wyman,582
Litchfield,Goshen,Comptroller,,Lbt,Leonard Rasch,12
Litchfield,Goshen,Attorney General,,Rep,Martha Dean,520
Litchfield,Goshen,Attorney General,,Dem,Richard Blumenthal,665
Litchfield,Goshen,US House,5,Rep,Nancy Johnson,799
Litchfield,Goshen,US House,5,Dem,Jim Maloney,375
Litchfield,Goshen,US House,5,CC,Joseph Zdonczyk,15
Litchfield,Goshen,US House,5,Lbt,Walter Gengarelly,12
Litchfield,Goshen,State Senate,30,Rep,Andrew Roraback,1060
Litchfield,Goshen,State Senate,30,Dem,Robert L. Marconi,151
Litchfield,Goshen,State House,64,Dem,Roberta B. Willis,456
Litchfield,Goshen,State House,64,Rep,John M. Morris,727
Hartford,Granby,Governor,,Rep,John Rowland,2626
Hartford,Granby,Governor,,Dem,Bill Curry,1421
Hartford,Granby,Secretary of State,,Rep,Ronald San Angelo,1492
Hartford,Granby,Secretary of State,,Dem,Susan Bysiewcz,2300
Hartford,Granby,Secretary of State,,Lbt,Darlene Nicholas,70
Hartford,Granby,Treasurer,,Rep,Ross Garber,1841
Hartford,Granby,Treasurer,,Dem,Denise Nappier,1859
Hartford,Granby,Treasurer,,CC,Timothy Knibbs,40
Hartford,Granby,Treasurer,,Lbt,Ken Mosher,74
Hartford,Granby,Comptroller,,Rep,Steven Mullins,1635
Hartford,Granby,Comptroller,,Dem,Nancy Wyman,2068
Hartford,Granby,Comptroller,,Lbt,Leonard Rasch,62
Hartford,Granby,Attorney General,,Rep,Martha Dean,1777
Hartford,Granby,Attorney General,,Dem,Richard Blumenthal,2111
Hartford,Granby,US House,1,Rep,Phil Steele,1939
Hartford,Granby,US House,1,Dem,John Larson,1936
Hartford,Granby,State House,62,Rep,Richard F. Ferrari,2729
Hartford,Granby,State House,62,WF,Paul J. Nyerick,173
Hartford,"Granby, part of",State Senate,7,Rep,John A. Kissel,1633
Hartford,"Granby, part of",State Senate,7,Dem,John A. Reveruzzi,1052
Hartford,"Granby, part of",State Senate,8,Rep,Thomas J. Herlihy,768
Hartford,"Granby, part of",State Senate,8,Dem,Kelvin Hecht,284
Hartford,"Granby, part of",State Senate,8,Green,Thomas J. Sevigny,38
Fairfield,Greenwich,Governor,,Rep,John Rowland,12284
Fairfield,Greenwich,Governor,,Dem,Bill Curry,5463
Fairfield,Greenwich,Secretary of State,,Rep,Ronald San Angelo,9688
Fairfield,Greenwich,Secretary of State,,Dem,Susan Bysiewcz,6015
Fairfield,Greenwich,Secretary of State,,Lbt,Darlene Nicholas,280
Fairfield,Greenwich,Treasurer,,Rep,Ross Garber,9424
Fairfield,Greenwich,Treasurer,,Dem,Denise Nappier,6177
Fairfield,Greenwich,Treasurer,,CC,Timothy Knibbs,182
Fairfield,Greenwich,Treasurer,,Lbt,Ken Mosher,227
Fairfield,Greenwich,Comptroller,,Rep,Steven Mullins,9342
Fairfield,Greenwich,Comptroller,,Dem,Nancy Wyman,6086
Fairfield,Greenwich,Comptroller,,Lbt,Leonard Rasch,233
Fairfield,Greenwich,Attorney General,,Rep,Martha Dean,7785
Fairfield,Greenwich,Attorney General,,Dem,Richard Blumenthal,8862
Fairfield,Greenwich,US House,4,Rep,Christopher Shays,11804
Fairfield,Greenwich,US House,4,Dem,Stephanie Sanchez,5750
Fairfield,Greenwich,State Senate,36,Rep,William H. Nickerson,12600
Fairfield,"Greenwich, part of",State House,149,Rep,Livvy R. Floren,3410
Fairfield,"Greenwich, part of",State House,150,Rep,Lile R. Gibbons,4143
Fairfield,"Greenwich, part of",State House,151,Rep,Claudia M. Powers,4792
New.London,Griswold,Governor,,Rep,John Rowland,1235
New.London,Griswold,Governor,,Dem,Bill Curry,1730
New.London,Griswold,Secretary of State,,Rep,Ronald San Angelo,660
New.London,Griswold,Secretary of State,,Dem,Susan Bysiewcz,2027
New.London,Griswold,Secretary of State,,Lbt,Darlene Nicholas,56
New.London,Griswold,Treasurer,,Rep,Ross Garber,882
New.London,Griswold,Treasurer,,Dem,Denise Nappier,1708
New.London,Griswold,Treasurer,,CC,Timothy Knibbs,54
New.London,Griswold,Treasurer,,Lbt,Ken Mosher,50
New.London,Griswold,Comptroller,,Rep,Steven Mullins,730
New.London,Griswold,Comptroller,,Dem,Nancy Wyman,1886
New.London,Griswold,Comptroller,,Lbt,Leonard Rasch,45
New.London,Griswold,Attorney General,,Rep,Martha Dean,750
New.London,Griswold,Attorney General,,Dem,Richard Blumenthal,2038
New.London,Griswold,US House,2,Rep,Rob Simmons,1480
New.London,Griswold,US House,2,Dem,Joe Courtney,1434
New.London,Griswold,State Senate,18,Rep,Cathy Welles Cook,1474
New.London,Griswold,State Senate,18,Dem,Michael J. Kindle,1228
New.London,Griswold,State Senate,18,Green,Penny L. Teal,92
New.London,Griswold,State House,45,Dem,Steven Mikutel,2060
New.London,Griswold,State House,45,Rep,Mike Zelasky,882
New.London,Groton,Governor,,Rep,John Rowland,4986
New.London,Groton,Governor,,Dem,Bill Curry,4490
New.London,Groton,Secretary of State,,Rep,Ronald San Angelo,3023
New.London,Groton,Secretary of State,,Dem,Susan Bysiewcz,5609
New.London,Groton,Secretary of State,,Lbt,Darlene Nicholas,181
New.London,Groton,Treasurer,,Rep,Ross Garber,3579
New.London,Groton,Treasurer,,Dem,Denise Nappier,4790
New.London,Groton,Treasurer,,CC,Timothy Knibbs,178
New.London,Groton,Treasurer,,Lbt,Ken Mosher,213
New.London,Groton,Comptroller,,Rep,Steven Mullins,3119
New.London,Groton,Comptroller,,Dem,Nancy Wyman,5331
New.London,Groton,Comptroller,,Lbt,Leonard Rasch,179
New.London,Groton,Attorney General,,Rep,Martha Dean,3110
New.London,Groton,Attorney General,,Dem,Richard Blumenthal,5895
New.London,Groton,US House,2,Rep,Rob Simmons,5273
New.London,Groton,US House,2,Dem,Joe Courtney,4122
New.London,Groton,State Senate,18,Rep,Cathy Welles Cook,5205
New.London,Groton,State Senate,18,Dem,Michael J. Kindle,3393
New.London,Groton,State Senate,18,Green,Penny L. Teal,634
New.London,"Groton, part of",State House,40,Dem,Edward E. Moukawsher,1740
New.London,"Groton, part of",State House,40,Rep,Harry A. Watson,1587
New.London,"Groton, part of",State House,41,Rep,Lenny T. Winkler,4307
New.Haven,Guilford,Governor,,Rep,John Rowland,4534
New.Haven,Guilford,Governor,,Dem,Bill Curry,3670
New.Haven,Guilford,Secretary of State,,Rep,Ronald San Angelo,2533
New.Haven,Guilford,Secretary of State,,Dem,Susan Bysiewcz,5125
New.Haven,Guilford,Secretary of State,,Lbt,Darlene Nicholas,103
New.Haven,Guilford,Treasurer,,Rep,Ross Garber,3199
New.Haven,Guilford,Treasurer,,Dem,Denise Nappier,4348
New.Haven,Guilford,Treasurer,,CC,Timothy Knibbs,70
New.Haven,Guilford,Treasurer,,Lbt,Ken Mosher,90
New.Haven,Guilford,Comptroller,,Rep,Steven Mullins,2798
New.Haven,Guilford,Comptroller,,Dem,Nancy Wyman,4699
New.Haven,Guilford,Comptroller,,Lbt,Leonard Rasch,93
New.Haven,Guilford,Attorney General,,Rep,Martha Dean,2606
New.Haven,Guilford,Attorney General,,Dem,Richard Blumenthal,5301
New.Haven,Guilford,US House,3,Rep,Richard Elser,2555
New.Haven,Guilford,US House,3,Dem,Rosa DeLauro,5027
New.Haven,Guilford,US House,3,Green,Charles Pillsbury,443
