candidate,party,office,district,town,votes,precinct
Tyler Flanigan,REP,State Senate,9,Rocky Hill,45,Griswold Middle School
Thad Gray,REP,Treasurer,,Rocky Hill,98,Griswold Middle School
Art Linares,REP,Treasurer,,Rocky Hill,97,Griswold Middle School
Mark Greenberg,REP,Comptroller,,Rocky Hill,94,Griswold Middle School
Kurt Miller,REP,Comptroller,,Rocky Hill,96,Griswold Middle School
Sue Hatfield,REP,Attorney General,,Rocky Hill,166,Griswold Middle School
John Shaban,REP,Attorney General,,Rocky Hill,37,Griswold Middle School
Mark Boughton,REP,Governor,,Rocky Hill,39,Rocky Hill Community Center
Timothy M Herbst,REP,Governor,,Rocky Hill,52,Rocky Hill Community Center
Steve Obsitnik,REP,Governor,,Rocky Hill,38,Rocky Hill Community Center
Bob Stefanowski,REP,Governor,,Rocky Hill,92,Rocky Hill Community Center
David Stemerman,REP,Governor,,Rocky Hill,71,Rocky Hill Community Center
Joe Markley,REP,Lieutenant Governor,,Rocky Hill,112,Rocky Hill Community Center
Jayme Stevenson,REP,Lieutenant Governor,,Rocky Hill,36,Rocky Hill Community Center
Erin E Stewart,REP,Lieutenant Governor,,Rocky Hill,143,Rocky Hill Community Center
Matthew Corey,REP,United States Senator,,Rocky Hill,218,Rocky Hill Community Center
Dominic Rapini,REP,United States Senator,,Rocky Hill,59,Rocky Hill Community Center
Ed Charamut,REP,State Senate,9,Rocky Hill,184,Rocky Hill Community Center
Tyler Flanigan,REP,State Senate,9,Rocky Hill,95,Rocky Hill Community Center
Thad Gray,REP,Treasurer,,Rocky Hill,136,Rocky Hill Community Center
Art Linares,REP,Treasurer,,Rocky Hill,141,Rocky Hill Community Center
Mark Greenberg,REP,Comptroller,,Rocky Hill,145,Rocky Hill Community Center
Kurt Miller,REP,Comptroller,,Rocky Hill,132,Rocky Hill Community Center
Sue Hatfield,REP,Attorney General,,Rocky Hill,241,Rocky Hill Community Center
John Shaban,REP,Attorney General,,Rocky Hill,41,Rocky Hill Community Center
Mark Boughton,REP,Governor,,Rocky Hill,51,West Hill School
Timothy M Herbst,REP,Governor,,Rocky Hill,65,West Hill School
Steve Obsitnik,REP,Governor,,Rocky Hill,39,West Hill School
Bob Stefanowski,REP,Governor,,Rocky Hill,119,West Hill School
David Stemerman,REP,Governor,,Rocky Hill,99,West Hill School
Joe Markley,REP,Lieutenant Governor,,Rocky Hill,158,West Hill School
Jayme Stevenson,REP,Lieutenant Governor,,Rocky Hill,39,West Hill School
Erin E Stewart,REP,Lieutenant Governor,,Rocky Hill,172,West Hill School
Matthew Corey,REP,United States Senator,,Rocky Hill,279,West Hill School
Dominic Rapini,REP,United States Senator,,Rocky Hill,74,West Hill School
Ed Charamut,REP,State Senate,9,Rocky Hill,245,West Hill School
Tyler Flanigan,REP,State Senate,9,Rocky Hill,119,West Hill School
Thad Gray,REP,Treasurer,,Rocky Hill,192,West Hill School
Art Linares,REP,Treasurer,,Rocky Hill,160,West Hill School
Mark Greenberg,REP,Comptroller,,Rocky Hill,169,West Hill School
Kurt Miller,REP,Comptroller,,Rocky Hill,185,West Hill School
Sue Hatfield,REP,Attorney General,,Rocky Hill,279,West Hill School
John Shaban,REP,Attorney General,,Rocky Hill,80,West Hill School
Mark Boughton,REP,Governor,,Roxbury,112,Roxbury Town Hall
Timothy M Herbst,REP,Governor,,Roxbury,18,Roxbury Town Hall
Steve Obsitnik,REP,Governor,,Roxbury,18,Roxbury Town Hall
Bob Stefanowski,REP,Governor,,Roxbury,43,Roxbury Town Hall
David Stemerman,REP,Governor,,Roxbury,36,Roxbury Town Hall
Joe Markley,REP,Lieutenant Governor,,Roxbury,107,Roxbury Town Hall
Jayme Stevenson,REP,Lieutenant Governor,,Roxbury,76,Roxbury Town Hall
Erin E Stewart,REP,Lieutenant Governor,,Roxbury,35,Roxbury Town Hall
Matthew Corey,REP,United States Senator,,Roxbury,174,Roxbury Town Hall
Dominic Rapini,REP,United States Senator,,Roxbury,30,Roxbury Town Hall
Manny Santos,REP,U.S. House,5,Roxbury,77,Roxbury Town Hall
Ruby Corby-O'Neill,REP,U.S. House,5,Roxbury,120,Roxbury Town Hall
Richard DuPont,REP,U.S. House,5,Roxbury,18,Roxbury Town Hall
Thad Gray,REP,Treasurer,,Roxbury,151,Roxbury Town Hall
Art Linares,REP,Treasurer,,Roxbury,51,Roxbury Town Hall
Mark Greenberg,REP,Comptroller,,Roxbury,96,Roxbury Town Hall
Kurt Miller,REP,Comptroller,,Roxbury,111,Roxbury Town Hall
Sue Hatfield,REP,Attorney General,,Roxbury,186,Roxbury Town Hall
John Shaban,REP,Attorney General,,Roxbury,28,Roxbury Town Hall
Mark Boughton,REP,Governor,,Salem,38,Salem Town Office Building
Timothy M Herbst,REP,Governor,,Salem,58,Salem Town Office Building
Steve Obsitnik,REP,Governor,,Salem,31,Salem Town Office Building
Bob Stefanowski,REP,Governor,,Salem,53,Salem Town Office Building
David Stemerman,REP,Governor,,Salem,46,Salem Town Office Building
Joe Markley,REP,Lieutenant Governor,,Salem,86,Salem Town Office Building
Jayme Stevenson,REP,Lieutenant Governor,,Salem,47,Salem Town Office Building
Erin E Stewart,REP,Lieutenant Governor,,Salem,89,Salem Town Office Building
Matthew Corey,REP,United States Senator,,Salem,165,Salem Town Office Building
Dominic Rapini,REP,United States Senator,,Salem,47,Salem Town Office Building
Thad Gray,REP,Treasurer,,Salem,94,Salem Town Office Building
Art Linares,REP,Treasurer,,Salem,123,Salem Town Office Building
Mark Greenberg,REP,Comptroller,,Salem,116,Salem Town Office Building
Kurt Miller,REP,Comptroller,,Salem,92,Salem Town Office Building
Sue Hatfield,REP,Attorney General,,Salem,167,Salem Town Office Building
John Shaban,REP,Attorney General,,Salem,48,Salem Town Office Building
Mark Boughton,REP,Governor,,Salisbury,56,Town Hall
Timothy M Herbst,REP,Governor,,Salisbury,33,Town Hall
Steve Obsitnik,REP,Governor,,Salisbury,35,Town Hall
Bob Stefanowski,REP,Governor,,Salisbury,43,Town Hall
David Stemerman,REP,Governor,,Salisbury,31,Town Hall
Joe Markley,REP,Lieutenant Governor,,Salisbury,106,Town Hall
Jayme Stevenson,REP,Lieutenant Governor,,Salisbury,38,Town Hall
Erin E Stewart,REP,Lieutenant Governor,,Salisbury,43,Town Hall
Matthew Corey,REP,United States Senator,,Salisbury,154,Town Hall
Dominic Rapini,REP,United States Senator,,Salisbury,31,Town Hall
Manny Santos,REP,U.S. House,5,Salisbury,94,Town Hall
Ruby Corby-O'Neill,REP,U.S. House,5,Salisbury,55,Town Hall
Richard DuPont,REP,U.S. House,5,Salisbury,30,Town Hall
Thad Gray,REP,Treasurer,,Salisbury,156,Town Hall
Art Linares,REP,Treasurer,,Salisbury,36,Town Hall
Mark Greenberg,REP,Comptroller,,Salisbury,96,Town Hall
Kurt Miller,REP,Comptroller,,Salisbury,85,Town Hall
Sue Hatfield,REP,Attorney General,,Salisbury,156,Town Hall
John Shaban,REP,Attorney General,,Salisbury,29,Town Hall
Mark Boughton,REP,Governor,,Scotland,6,Firehouse/community Center
Timothy M Herbst,REP,Governor,,Scotland,33,Firehouse/community Center
Steve Obsitnik,REP,Governor,,Scotland,12,Firehouse/community Center
Bob Stefanowski,REP,Governor,,Scotland,37,Firehouse/community Center
David Stemerman,REP,Governor,,Scotland,5,Firehouse/community Center
Joe Markley,REP,Lieutenant Governor,,Scotland,55,Firehouse/community Center
Jayme Stevenson,REP,Lieutenant Governor,,Scotland,7,Firehouse/community Center
Erin E Stewart,REP,Lieutenant Governor,,Scotland,29,Firehouse/community Center
Matthew Corey,REP,United States Senator,,Scotland,73,Firehouse/community Center
Dominic Rapini,REP,United States Senator,,Scotland,15,Firehouse/community Center
Thad Gray,REP,Treasurer,,Scotland,49,Firehouse/community Center
Art Linares,REP,Treasurer,,Scotland,36,Firehouse/community Center
Mark Greenberg,REP,Comptroller,,Scotland,41,Firehouse/community Center
Kurt Miller,REP,Comptroller,,Scotland,46,Firehouse/community Center
Sue Hatfield,REP,Attorney General,,Scotland,68,Firehouse/community Center
John Shaban,REP,Attorney General,,Scotland,20,Firehouse/community Center
Mark Boughton,REP,Governor,,Seymour,76,District 1 Community Center
Timothy M Herbst,REP,Governor,,Seymour,75,District 1 Community Center
Steve Obsitnik,REP,Governor,,Seymour,41,District 1 Community Center
Bob Stefanowski,REP,Governor,,Seymour,128,District 1 Community Center
David Stemerman,REP,Governor,,Seymour,49,District 1 Community Center
Joe Markley,REP,Lieutenant Governor,,Seymour,157,District 1 Community Center
Jayme Stevenson,REP,Lieutenant Governor,,Seymour,75,District 1 Community Center
Erin E Stewart,REP,Lieutenant Governor,,Seymour,119,District 1 Community Center
Matthew Corey,REP,United States Senator,,Seymour,255,District 1 Community Center
Dominic Rapini,REP,United States Senator,,Seymour,85,District 1 Community Center
Thad Gray,REP,Treasurer,,Seymour,205,District 1 Community Center
Art Linares,REP,Treasurer,,Seymour,138,District 1 Community Center
Mark Greenberg,REP,Comptroller,,Seymour,68,District 1 Community Center
Kurt Miller,REP,Comptroller,,Seymour,291,District 1 Community Center
Sue Hatfield,REP,Attorney General,,Seymour,273,District 1 Community Center
John Shaban,REP,Attorney General,,Seymour,80,District 1 Community Center
Mark Boughton,REP,Governor,,Seymour,56,District 2 Seymour Middle School
Timothy M Herbst,REP,Governor,,Seymour,44,District 2 Seymour Middle School
Steve Obsitnik,REP,Governor,,Seymour,22,District 2 Seymour Middle School
Bob Stefanowski,REP,Governor,,Seymour,71,District 2 Seymour Middle School
David Stemerman,REP,Governor,,Seymour,22,District 2 Seymour Middle School
Joe Markley,REP,Lieutenant Governor,,Seymour,102,District 2 Seymour Middle School
Jayme Stevenson,REP,Lieutenant Governor,,Seymour,37,District 2 Seymour Middle School
Erin E Stewart,REP,Lieutenant Governor,,Seymour,67,District 2 Seymour Middle School
Matthew Corey,REP,United States Senator,,Seymour,162,District 2 Seymour Middle School
Dominic Rapini,REP,United States Senator,,Seymour,32,District 2 Seymour Middle School
Thad Gray,REP,Treasurer,,Seymour,109,District 2 Seymour Middle School
Art Linares,REP,Treasurer,,Seymour,83,District 2 Seymour Middle School
Mark Greenberg,REP,Comptroller,,Seymour,37,District 2 Seymour Middle School
Kurt Miller,REP,Comptroller,,Seymour,174,District 2 Seymour Middle School
Sue Hatfield,REP,Attorney General,,Seymour,155,District 2 Seymour Middle School
John Shaban,REP,Attorney General,,Seymour,42,District 2 Seymour Middle School
Mark Boughton,REP,Governor,,Seymour,48,District 3 Chatfield-Lopresti School
Timothy M Herbst,REP,Governor,,Seymour,46,District 3 Chatfield-Lopresti School
Steve Obsitnik,REP,Governor,,Seymour,29,District 3 Chatfield-Lopresti School
Bob Stefanowski,REP,Governor,,Seymour,88,District 3 Chatfield-Lopresti School
David Stemerman,REP,Governor,,Seymour,23,District 3 Chatfield-Lopresti School
Joe Markley,REP,Lieutenant Governor,,Seymour,119,District 3 Chatfield-Lopresti School
Jayme Stevenson,REP,Lieutenant Governor,,Seymour,38,District 3 Chatfield-Lopresti School
Erin E Stewart,REP,Lieutenant Governor,,Seymour,71,District 3 Chatfield-Lopresti School
Matthew Corey,REP,United States Senator,,Seymour,166,District 3 Chatfield-Lopresti School
Dominic Rapini,REP,United States Senator,,Seymour,55,District 3 Chatfield-Lopresti School
Thad Gray,REP,Treasurer,,Seymour,129,District 3 Chatfield-Lopresti School
Art Linares,REP,Treasurer,,Seymour,91,District 3 Chatfield-Lopresti School
Mark Greenberg,REP,Comptroller,,Seymour,54,District 3 Chatfield-Lopresti School
Kurt Miller,REP,Comptroller,,Seymour,176,District 3 Chatfield-Lopresti School
Sue Hatfield,REP,Attorney General,,Seymour,182,District 3 Chatfield-Lopresti School
John Shaban,REP,Attorney General,,Seymour,41,District 3 Chatfield-Lopresti School
Mark Boughton,REP,Governor,,Sharon,48,Sharon Town Hall
Timothy M Herbst,REP,Governor,,Sharon,22,Sharon Town Hall
Steve Obsitnik,REP,Governor,,Sharon,15,Sharon Town Hall
Bob Stefanowski,REP,Governor,,Sharon,42,Sharon Town Hall
David Stemerman,REP,Governor,,Sharon,34,Sharon Town Hall
Joe Markley,REP,Lieutenant Governor,,Sharon,78,Sharon Town Hall
Jayme Stevenson,REP,Lieutenant Governor,,Sharon,27,Sharon Town Hall
Erin E Stewart,REP,Lieutenant Governor,,Sharon,45,Sharon Town Hall
Matthew Corey,REP,United States Senator,,Sharon,115,Sharon Town Hall
Dominic Rapini,REP,United States Senator,,Sharon,26,Sharon Town Hall
Manny Santos,REP,U.S. House,5,Sharon,70,Sharon Town Hall
Ruby Corby-O'Neill,REP,U.S. House,5,Sharon,51,Sharon Town Hall
Richard DuPont,REP,U.S. House,5,Sharon,27,Sharon Town Hall
Thad Gray,REP,Treasurer,,Sharon,132,Sharon Town Hall
Art Linares,REP,Treasurer,,Sharon,26,Sharon Town Hall
Mark Greenberg,REP,Comptroller,,Sharon,63,Sharon Town Hall
Kurt Miller,REP,Comptroller,,Sharon,84,Sharon Town Hall
Sue Hatfield,REP,Attorney General,,Sharon,13,Sharon Town Hall
John Shaban,REP,Attorney General,,Sharon,33,Sharon Town Hall
Mark Boughton,REP,Governor,,Shelton,98,Elizabeth Shelton School
Timothy M Herbst,REP,Governor,,Shelton,125,Elizabeth Shelton School
Steve Obsitnik,REP,Governor,,Shelton,162,Elizabeth Shelton School
Bob Stefanowski,REP,Governor,,Shelton,280,Elizabeth Shelton School
David Stemerman,REP,Governor,,Shelton,96,Elizabeth Shelton School
Joe Markley,REP,Lieutenant Governor,,Shelton,436,Elizabeth Shelton School
Jayme Stevenson,REP,Lieutenant Governor,,Shelton,115,Elizabeth Shelton School
Erin E Stewart,REP,Lieutenant Governor,,Shelton,193,Elizabeth Shelton School
Matthew Corey,REP,United States Senator,,Shelton,522,Elizabeth Shelton School
Dominic Rapini,REP,United States Senator,,Shelton,169,Elizabeth Shelton School
Thad Gray,REP,Treasurer,,Shelton,356,Elizabeth Shelton School
Art Linares,REP,Treasurer,,Shelton,361,Elizabeth Shelton School
Mark Greenberg,REP,Comptroller,,Shelton,228,Elizabeth Shelton School
Kurt Miller,REP,Comptroller,,Shelton,471,Elizabeth Shelton School
Sue Hatfield,REP,Attorney General,,Shelton,556,Elizabeth Shelton School
John Shaban,REP,Attorney General,,Shelton,147,Elizabeth Shelton School
Mark Boughton,REP,Governor,,Shelton,90,Long Hill School
Timothy M Herbst,REP,Governor,,Shelton,88,Long Hill School
Steve Obsitnik,REP,Governor,,Shelton,103,Long Hill School
Bob Stefanowski,REP,Governor,,Shelton,254,Long Hill School
David Stemerman,REP,Governor,,Shelton,55,Long Hill School
Joe Markley,REP,Lieutenant Governor,,Shelton,282,Long Hill School
Jayme Stevenson,REP,Lieutenant Governor,,Shelton,112,Long Hill School
Erin E Stewart,REP,Lieutenant Governor,,Shelton,168,Long Hill School
Matthew Corey,REP,United States Senator,,Shelton,379,Long Hill School
Dominic Rapini,REP,United States Senator,,Shelton,142,Long Hill School
Thad Gray,REP,Treasurer,,Shelton,333,Long Hill School
Art Linares,REP,Treasurer,,Shelton,200,Long Hill School
Mark Greenberg,REP,Comptroller,,Shelton,219,Long Hill School
Kurt Miller,REP,Comptroller,,Shelton,312,Long Hill School
Sue Hatfield,REP,Attorney General,,Shelton,404,Long Hill School
John Shaban,REP,Attorney General,,Shelton,134,Long Hill School
Mark Boughton,REP,Governor,,Shelton,75,Mohegan School
Timothy M Herbst,REP,Governor,,Shelton,102,Mohegan School
Steve Obsitnik,REP,Governor,,Shelton,120,Mohegan School
Bob Stefanowski,REP,Governor,,Shelton,271,Mohegan School
David Stemerman,REP,Governor,,Shelton,95,Mohegan School
Joe Markley,REP,Lieutenant Governor,,Shelton,305,Mohegan School
Jayme Stevenson,REP,Lieutenant Governor,,Shelton,122,Mohegan School
Erin E Stewart,REP,Lieutenant Governor,,Shelton,200,Mohegan School
Matthew Corey,REP,United States Senator,,Shelton,426,Mohegan School
Dominic Rapini,REP,United States Senator,,Shelton,174,Mohegan School
Thad Gray,REP,Treasurer,,Shelton,382,Mohegan School
Art Linares,REP,Treasurer,,Shelton,229,Mohegan School
Mark Greenberg,REP,Comptroller,,Shelton,226,Mohegan School
Kurt Miller,REP,Comptroller,,Shelton,381,Mohegan School
Sue Hatfield,REP,Attorney General,,Shelton,475,Mohegan School
John Shaban,REP,Attorney General,,Shelton,150,Mohegan School
Mark Boughton,REP,Governor,,Shelton,15,Shelton Intermediate School
Mark Boughton,REP,Governor,,Shelton,66,Shelton Intermediate School
Timothy M Herbst,REP,Governor,,Shelton,17,Shelton Intermediate School
Timothy M Herbst,REP,Governor,,Shelton,78,Shelton Intermediate School
Steve Obsitnik,REP,Governor,,Shelton,22,Shelton Intermediate School
Steve Obsitnik,REP,Governor,,Shelton,111,Shelton Intermediate School
Bob Stefanowski,REP,Governor,,Shelton,31,Shelton Intermediate School
Bob Stefanowski,REP,Governor,,Shelton,204,Shelton Intermediate School
David Stemerman,REP,Governor,,Shelton,6,Shelton Intermediate School
David Stemerman,REP,Governor,,Shelton,48,Shelton Intermediate School
Joe Markley,REP,Lieutenant Governor,,Shelton,39,Shelton Intermediate School
Joe Markley,REP,Lieutenant Governor,,Shelton,243,Shelton Intermediate School
Jayme Stevenson,REP,Lieutenant Governor,,Shelton,11,Shelton Intermediate School
Jayme Stevenson,REP,Lieutenant Governor,,Shelton,83,Shelton Intermediate School
Erin E Stewart,REP,Lieutenant Governor,,Shelton,38,Shelton Intermediate School
Erin E Stewart,REP,Lieutenant Governor,,Shelton,174,Shelton Intermediate School
Matthew Corey,REP,United States Senator,,Shelton,70,Shelton Intermediate School
Matthew Corey,REP,United States Senator,,Shelton,340,Shelton Intermediate School
Dominic Rapini,REP,United States Senator,,Shelton,17,Shelton Intermediate School
Dominic Rapini,REP,United States Senator,,Shelton,122,Shelton Intermediate School
Thad Gray,REP,Treasurer,,Shelton,45,Shelton Intermediate School
Thad Gray,REP,Treasurer,,Shelton,272,Shelton Intermediate School
Art Linares,REP,Treasurer,,Shelton,41,Shelton Intermediate School
Art Linares,REP,Treasurer,,Shelton,190,Shelton Intermediate School
Mark Greenberg,REP,Comptroller,,Shelton,27,Shelton Intermediate School
Mark Greenberg,REP,Comptroller,,Shelton,180,Shelton Intermediate School
Kurt Miller,REP,Comptroller,,Shelton,60,Shelton Intermediate School
Kurt Miller,REP,Comptroller,,Shelton,283,Shelton Intermediate School
Sue Hatfield,REP,Attorney General,,Shelton,69,Shelton Intermediate School
Sue Hatfield,REP,Attorney General,,Shelton,363,Shelton Intermediate School
John Shaban,REP,Attorney General,,Shelton,19,Shelton Intermediate School
John Shaban,REP,Attorney General,,Shelton,108,Shelton Intermediate School
Mark Boughton,REP,Governor,,Sherman,141,Emerg Services Facility - Firehouse- Upper Level
Timothy M Herbst,REP,Governor,,Sherman,33,Emerg Services Facility - Firehouse- Upper Level
Steve Obsitnik,REP,Governor,,Sherman,10,Emerg Services Facility - Firehouse- Upper Level
Bob Stefanowski,REP,Governor,,Sherman,34,Emerg Services Facility - Firehouse- Upper Level
