candidate,party,office,district,town,votes,precinct
Thad Gray,Independent Party,Treasurer,,Wallingford,16,Moses Y. Beach School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,33,Moses Y. Beach School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Moses Y. Beach School
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,864,Parker Farms School
Thad Gray,Republican Party,Treasurer,,Wallingford,788,Parker Farms School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,41,Parker Farms School
Thad Gray,Independent Party,Treasurer,,Wallingford,27,Parker Farms School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,17,Parker Farms School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Parker Farms School
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,280,Pond Hill School
Thad Gray,Republican Party,Treasurer,,Wallingford,393,Pond Hill School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,17,Pond Hill School
Thad Gray,Independent Party,Treasurer,,Wallingford,17,Pond Hill School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,9,Pond Hill School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Pond Hill School
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,1313,Rock Hill School
Thad Gray,Republican Party,Treasurer,,Wallingford,1702,Rock Hill School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,82,Rock Hill School
Thad Gray,Independent Party,Treasurer,,Wallingford,55,Rock Hill School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,27,Rock Hill School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Rock Hill School
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,778,Wallingford Senior Center
Thad Gray,Republican Party,Treasurer,,Wallingford,722,Wallingford Senior Center
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,57,Wallingford Senior Center
Thad Gray,Independent Party,Treasurer,,Wallingford,41,Wallingford Senior Center
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,23,Wallingford Senior Center
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Wallingford Senior Center
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,1170,Yalesville Elementary School
Thad Gray,Republican Party,Treasurer,,Wallingford,1387,Yalesville Elementary School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,72,Yalesville Elementary School
Thad Gray,Independent Party,Treasurer,,Wallingford,55,Yalesville Elementary School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,35,Yalesville Elementary School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Yalesville Elementary School
Shawn Wooden,Democratic Party,Treasurer,,Warren,296,Town Hall
Thad Gray,Republican Party,Treasurer,,Warren,413,Town Hall
Shawn Wooden,Working Families Party,Treasurer,,Warren,13,Town Hall
Thad Gray,Independent Party,Treasurer,,Warren,22,Town Hall
Jesse Brohinsky,Libertarian Party,Treasurer,,Warren,10,Town Hall
W. Michael Downes,Write In,Treasurer,,Warren,0,Town Hall
Shawn Wooden,Democratic Party,Treasurer,,Washington,1078,Town Hall
Thad Gray,Republican Party,Treasurer,,Washington,716,Town Hall
Shawn Wooden,Working Families Party,Treasurer,,Washington,42,Town Hall
Thad Gray,Independent Party,Treasurer,,Washington,36,Town Hall
Jesse Brohinsky,Libertarian Party,Treasurer,,Washington,25,Town Hall
W. Michael Downes,Write In,Treasurer,,Washington,0,Town Hall
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,925,Blessed Sacrament School
Thad Gray,Republican Party,Treasurer,,Waterbury,815,Blessed Sacrament School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,42,Blessed Sacrament School
Thad Gray,Independent Party,Treasurer,,Waterbury,39,Blessed Sacrament School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,24,Blessed Sacrament School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Blessed Sacrament School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,1251,Carrington School
Thad Gray,Republican Party,Treasurer,,Waterbury,1140,Carrington School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,43,Carrington School
Thad Gray,Independent Party,Treasurer,,Waterbury,40,Carrington School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,18,Carrington School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Carrington School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,1211,Chase School
Thad Gray,Republican Party,Treasurer,,Waterbury,780,Chase School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,75,Chase School
Thad Gray,Independent Party,Treasurer,,Waterbury,30,Chase School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,26,Chase School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Chase School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,1129,Crosby High School
Thad Gray,Republican Party,Treasurer,,Waterbury,793,Crosby High School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,64,Crosby High School
Thad Gray,Independent Party,Treasurer,,Waterbury,34,Crosby High School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,8,Crosby High School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Crosby High School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,674,Edward D Bergin Apartments
Thad Gray,Republican Party,Treasurer,,Waterbury,250,Edward D Bergin Apartments
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,27,Edward D Bergin Apartments
Thad Gray,Independent Party,Treasurer,,Waterbury,14,Edward D Bergin Apartments
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,5,Edward D Bergin Apartments
W. Michael Downes,Write In,Treasurer,,Waterbury,2,Edward D Bergin Apartments
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,368,Gilmartin School
Thad Gray,Republican Party,Treasurer,,Waterbury,280,Gilmartin School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,22,Gilmartin School
Thad Gray,Independent Party,Treasurer,,Waterbury,16,Gilmartin School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,8,Gilmartin School
W. Michael Downes,Write In,Treasurer,,Waterbury,1,Gilmartin School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,681,Kennedy High School
Thad Gray,Republican Party,Treasurer,,Waterbury,883,Kennedy High School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,29,Kennedy High School
Thad Gray,Independent Party,Treasurer,,Waterbury,48,Kennedy High School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,18,Kennedy High School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Kennedy High School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,1024,Kingsbury School
Thad Gray,Republican Party,Treasurer,,Waterbury,581,Kingsbury School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,38,Kingsbury School
Thad Gray,Independent Party,Treasurer,,Waterbury,19,Kingsbury School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,21,Kingsbury School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Kingsbury School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,716,Maloney School
Thad Gray,Republican Party,Treasurer,,Waterbury,113,Maloney School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,22,Maloney School
Thad Gray,Independent Party,Treasurer,,Waterbury,8,Maloney School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,8,Maloney School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Maloney School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,457,Mount Olive A M E Zion Church
Thad Gray,Republican Party,Treasurer,,Waterbury,77,Mount Olive A M E Zion Church
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,14,Mount Olive A M E Zion Church
Thad Gray,Independent Party,Treasurer,,Waterbury,10,Mount Olive A M E Zion Church
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,5,Mount Olive A M E Zion Church
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Mount Olive A M E Zion Church
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,768,Reed School
Thad Gray,Republican Party,Treasurer,,Waterbury,103,Reed School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,24,Reed School
Thad Gray,Independent Party,Treasurer,,Waterbury,11,Reed School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,7,Reed School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Reed School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,904,Regan School
Thad Gray,Republican Party,Treasurer,,Waterbury,515,Regan School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,39,Regan School
Thad Gray,Independent Party,Treasurer,,Waterbury,24,Regan School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,14,Regan School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Regan School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,729,Saint Peter And Paul School
Thad Gray,Republican Party,Treasurer,,Waterbury,475,Saint Peter And Paul School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,30,Saint Peter And Paul School
Thad Gray,Independent Party,Treasurer,,Waterbury,20,Saint Peter And Paul School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,17,Saint Peter And Paul School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Saint Peter And Paul School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,473,Sprague School
Thad Gray,Republican Party,Treasurer,,Waterbury,290,Sprague School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,22,Sprague School
Thad Gray,Independent Party,Treasurer,,Waterbury,9,Sprague School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,6,Sprague School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Sprague School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,667,St. Francis Xaiver Church Hall
Thad Gray,Republican Party,Treasurer,,Waterbury,287,St. Francis Xaiver Church Hall
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,25,St. Francis Xaiver Church Hall
Thad Gray,Independent Party,Treasurer,,Waterbury,19,St. Francis Xaiver Church Hall
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,14,St. Francis Xaiver Church Hall
W. Michael Downes,Write In,Treasurer,,Waterbury,0,St. Francis Xaiver Church Hall
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,1017,Tinker School
Thad Gray,Republican Party,Treasurer,,Waterbury,1075,Tinker School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,60,Tinker School
Thad Gray,Independent Party,Treasurer,,Waterbury,39,Tinker School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,36,Tinker School
W. Michael Downes,Write In,Treasurer,,Waterbury,1,Tinker School
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,327,Washington Park House
Thad Gray,Republican Party,Treasurer,,Waterbury,122,Washington Park House
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,18,Washington Park House
Thad Gray,Independent Party,Treasurer,,Waterbury,14,Washington Park House
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,10,Washington Park House
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Washington Park House
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,279,Wendell Cross School 15/3
Thad Gray,Republican Party,Treasurer,,Waterbury,345,Wendell Cross School 15/3
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,14,Wendell Cross School 15/3
Thad Gray,Independent Party,Treasurer,,Waterbury,12,Wendell Cross School 15/3
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,7,Wendell Cross School 15/3
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Wendell Cross School 15/3
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,32,Wendell Cross School 15/5
Thad Gray,Republican Party,Treasurer,,Waterbury,37,Wendell Cross School 15/5
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,3,Wendell Cross School 15/5
Thad Gray,Independent Party,Treasurer,,Waterbury,0,Wendell Cross School 15/5
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,0,Wendell Cross School 15/5
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Wendell Cross School 15/5
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,520,Willow Plaza Community Center
Thad Gray,Republican Party,Treasurer,,Waterbury,118,Willow Plaza Community Center
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,21,Willow Plaza Community Center
Thad Gray,Independent Party,Treasurer,,Waterbury,8,Willow Plaza Community Center
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,8,Willow Plaza Community Center
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Willow Plaza Community Center
Shawn Wooden,Democratic Party,Treasurer,,Waterbury,331,Woodrow Wilson School
Thad Gray,Republican Party,Treasurer,,Waterbury,153,Woodrow Wilson School
Shawn Wooden,Working Families Party,Treasurer,,Waterbury,33,Woodrow Wilson School
Thad Gray,Independent Party,Treasurer,,Waterbury,7,Woodrow Wilson School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterbury,3,Woodrow Wilson School
W. Michael Downes,Write In,Treasurer,,Waterbury,0,Woodrow Wilson School
Shawn Wooden,Democratic Party,Treasurer,,Waterford,1181,Great Neck School
Thad Gray,Republican Party,Treasurer,,Waterford,1091,Great Neck School
Shawn Wooden,Working Families Party,Treasurer,,Waterford,47,Great Neck School
Thad Gray,Independent Party,Treasurer,,Waterford,55,Great Neck School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterford,31,Great Neck School
W. Michael Downes,Write In,Treasurer,,Waterford,0,Great Neck School
Shawn Wooden,Democratic Party,Treasurer,,Waterford,1233,Oswegatchie School
Thad Gray,Republican Party,Treasurer,,Waterford,1099,Oswegatchie School
Shawn Wooden,Working Families Party,Treasurer,,Waterford,68,Oswegatchie School
Thad Gray,Independent Party,Treasurer,,Waterford,55,Oswegatchie School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterford,39,Oswegatchie School
W. Michael Downes,Write In,Treasurer,,Waterford,0,Oswegatchie School
Shawn Wooden,Democratic Party,Treasurer,,Waterford,1120,Quaker Hill School
Thad Gray,Republican Party,Treasurer,,Waterford,868,Quaker Hill School
Shawn Wooden,Working Families Party,Treasurer,,Waterford,60,Quaker Hill School
Thad Gray,Independent Party,Treasurer,,Waterford,51,Quaker Hill School
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterford,39,Quaker Hill School
W. Michael Downes,Write In,Treasurer,,Waterford,0,Quaker Hill School
Shawn Wooden,Democratic Party,Treasurer,,Waterford,1021,Town Hall
Thad Gray,Republican Party,Treasurer,,Waterford,860,Town Hall
Shawn Wooden,Working Families Party,Treasurer,,Waterford,55,Town Hall
Thad Gray,Independent Party,Treasurer,,Waterford,63,Town Hall
Jesse Brohinsky,Libertarian Party,Treasurer,,Waterford,35,Town Hall
W. Michael Downes,Write In,Treasurer,,Waterford,0,Town Hall
Shawn Wooden,Democratic Party,Treasurer,,Watertown,830,Judson School
Thad Gray,Republican Party,Treasurer,,Watertown,1720,Judson School
Shawn Wooden,Working Families Party,Treasurer,,Watertown,46,Judson School
Thad Gray,Independent Party,Treasurer,,Watertown,33,Judson School
Jesse Brohinsky,Libertarian Party,Treasurer,,Watertown,25,Judson School
W. Michael Downes,Write In,Treasurer,,Watertown,0,Judson School
Shawn Wooden,Democratic Party,Treasurer,,Watertown,704,Polk School
Thad Gray,Republican Party,Treasurer,,Watertown,1404,Polk School
Shawn Wooden,Working Families Party,Treasurer,,Watertown,46,Polk School
Thad Gray,Independent Party,Treasurer,,Watertown,44,Polk School
Jesse Brohinsky,Libertarian Party,Treasurer,,Watertown,24,Polk School
W. Michael Downes,Write In,Treasurer,,Watertown,0,Polk School
Shawn Wooden,Democratic Party,Treasurer,,Watertown,660,Swift Middle School
Thad Gray,Republican Party,Treasurer,,Watertown,1361,Swift Middle School
Shawn Wooden,Working Families Party,Treasurer,,Watertown,50,Swift Middle School
Thad Gray,Independent Party,Treasurer,,Watertown,29,Swift Middle School
Jesse Brohinsky,Libertarian Party,Treasurer,,Watertown,22,Swift Middle School
W. Michael Downes,Write In,Treasurer,,Watertown,0,Swift Middle School
Shawn Wooden,Democratic Party,Treasurer,,Watertown,906,Watertown High School
Thad Gray,Republican Party,Treasurer,,Watertown,1793,Watertown High School
Shawn Wooden,Working Families Party,Treasurer,,Watertown,52,Watertown High School
Thad Gray,Independent Party,Treasurer,,Watertown,55,Watertown High School
Jesse Brohinsky,Libertarian Party,Treasurer,,Watertown,26,Watertown High School
W. Michael Downes,Write In,Treasurer,,Watertown,0,Watertown High School
Shawn Wooden,Democratic Party,Treasurer,,Westbrook,890,Teresa Mulvey Municipal Center - 1
Thad Gray,Republican Party,Treasurer,,Westbrook,921,Teresa Mulvey Municipal Center - 1
Shawn Wooden,Working Families Party,Treasurer,,Westbrook,93,Teresa Mulvey Municipal Center - 1
Thad Gray,Independent Party,Treasurer,,Westbrook,32,Teresa Mulvey Municipal Center - 1
Jesse Brohinsky,Libertarian Party,Treasurer,,Westbrook,28,Teresa Mulvey Municipal Center - 1
W. Michael Downes,Write In,Treasurer,,Westbrook,0,Teresa Mulvey Municipal Center - 1
Shawn Wooden,Democratic Party,Treasurer,,Westbrook,630,Theresa Mulvey Municipal Center - 2
Thad Gray,Republican Party,Treasurer,,Westbrook,720,Theresa Mulvey Municipal Center - 2
Shawn Wooden,Working Families Party,Treasurer,,Westbrook,23,Theresa Mulvey Municipal Center - 2
