county,town,precinct,office,district,candidate,party,votes
Fairfield,,Darien 3,Comptroller,,Kevin Lembo,Dem,281
Fairfield,,Darien 4,Comptroller,,Kevin Lembo,Dem,320
Fairfield,,Darien 5,Comptroller,,Kevin Lembo,Dem,338
Fairfield,,Darien 6,Comptroller,,Kevin Lembo,Dem,329
Fairfield,,Darien 1,Comptroller,,Kevin Lembo,WF,2
Fairfield,,Darien 2,Comptroller,,Kevin Lembo,WF,1
Fairfield,,Darien 3,Comptroller,,Kevin Lembo,WF,5
Fairfield,,Darien 4,Comptroller,,Kevin Lembo,WF,5
Fairfield,,Darien 5,Comptroller,,Kevin Lembo,WF,16
Fairfield,,Darien 6,Comptroller,,Kevin Lembo,WF,7
Fairfield,,Darien 1,Comptroller,,Sharon McLaughlin,Ind,12
Fairfield,,Darien 2,Comptroller,,Sharon McLaughlin,Ind,34
Fairfield,,Darien 3,Comptroller,,Sharon McLaughlin,Ind,21
Fairfield,,Darien 4,Comptroller,,Sharon McLaughlin,Ind,25
Fairfield,,Darien 5,Comptroller,,Sharon McLaughlin,Ind,22
Fairfield,,Darien 6,Comptroller,,Sharon McLaughlin,Ind,25
Fairfield,,Darien 1,Comptroller,,Rolf Maurer,Green,14
Fairfield,,Darien 2,Comptroller,,Rolf Maurer,Green,7
Fairfield,,Darien 3,Comptroller,,Rolf Maurer,Green,11
Fairfield,,Darien 4,Comptroller,,Rolf Maurer,Green,7
Fairfield,,Darien 5,Comptroller,,Rolf Maurer,Green,11
Fairfield,,Darien 6,Comptroller,,Rolf Maurer,Green,15
Fairfield,,Darien 1,Attorney General,,Kie Westby,Rep,937
Fairfield,,Darien 2,Attorney General,,Kie Westby,Rep,718
Fairfield,,Darien 3,Attorney General,,Kie Westby,Rep,658
Fairfield,,Darien 4,Attorney General,,Kie Westby,Rep,725
Fairfield,,Darien 5,Attorney General,,Kie Westby,Rep,645
Fairfield,,Darien 6,Attorney General,,Kie Westby,Rep,732
Fairfield,,Darien 1,Attorney General,,George Jepsen,Dem,275
Fairfield,,Darien 2,Attorney General,,George Jepsen,Dem,330
Fairfield,,Darien 3,Attorney General,,George Jepsen,Dem,361
Fairfield,,Darien 4,Attorney General,,George Jepsen,Dem,402
Fairfield,,Darien 5,Attorney General,,George Jepsen,Dem,406
Fairfield,,Darien 6,Attorney General,,George Jepsen,Dem,408
Fairfield,,Darien 1,Attorney General,,George Jepsen,WF,5
Fairfield,,Darien 2,Attorney General,,George Jepsen,WF,5
Fairfield,,Darien 3,Attorney General,,George Jepsen,WF,10
Fairfield,,Darien 4,Attorney General,,George Jepsen,WF,5
Fairfield,,Darien 5,Attorney General,,George Jepsen,WF,15
Fairfield,,Darien 6,Attorney General,,George Jepsen,WF,8
Fairfield,,Darien 1,Attorney General,,Kie Westby,Ind,10
Fairfield,,Darien 2,Attorney General,,Kie Westby,Ind,30
Fairfield,,Darien 3,Attorney General,,Kie Westby,Ind,18
Fairfield,,Darien 4,Attorney General,,Kie Westby,Ind,23
Fairfield,,Darien 5,Attorney General,,Kie Westby,Ind,23
Fairfield,,Darien 6,Attorney General,,Kie Westby,Ind,20
Fairfield,,Darien 1,Attorney General,,Stephen Fournier,Green,0
Fairfield,,Darien 2,Attorney General,,Stephen Fournier,Green,0
Fairfield,,Darien 3,Attorney General,,Stephen Fournier,Green,10
Fairfield,,Darien 4,Attorney General,,Stephen Fournier,Green,8
Fairfield,,Darien 5,Attorney General,,Stephen Fournier,Green,9
Fairfield,,Darien 6,Attorney General,,Stephen Fournier,Green,14
