town,precinct,office,district,party,candidate,votes
New Haven,New Haven 08-2-11-096,Comptroller,,D,Kevin Lembo,582
New Haven,New Haven 09-2-11-096,Comptroller,,D,Kevin Lembo,609
New Haven,New Haven 10-0-11-096,Comptroller,,D,Kevin Lembo,992
New Haven,New Haven 11-1-11-097,Comptroller,,D,Kevin Lembo,481
New Haven,New Haven 11-2-11-097,Comptroller,,D,Kevin Lembo,136
New Haven,New Haven 11-3-11-097,Comptroller,,D,Kevin Lembo,165
New Haven,New Haven 12-1-11-096,Comptroller,,D,Kevin Lembo,169
New Haven,New Haven 12-2-11-097,Comptroller,,D,Kevin Lembo,425
New Haven,New Haven 13-0-11-097,Comptroller,,D,Kevin Lembo,609
New Haven,New Haven 14-1-11-095,Comptroller,,D,Kevin Lembo,411
New Haven,New Haven 15-1-11-095,Comptroller,,D,Kevin Lembo,370
New Haven,New Haven 16-0-11-095,Comptroller,,D,Kevin Lembo,370
New Haven,New Haven 17-0-11-097,Comptroller,,D,Kevin Lembo,672
New Haven,New Haven 18-0-11-097,Comptroller,,D,Kevin Lembo,808
New Haven,New Haven 19-1-10-094,Comptroller,,D,Kevin Lembo,247
New Haven,New Haven 19-2-11-094,Comptroller,,D,Kevin Lembo,374
New Haven,New Haven 20-2-10-094,Comptroller,,D,Kevin Lembo,975
New Haven,New Haven 21-1-10-093,Comptroller,,D,Kevin Lembo,452
New Haven,New Haven 22-1-10-093,Comptroller,,D,Kevin Lembo,326
New Haven,New Haven 22-2-10-094,Comptroller,,D,Kevin Lembo,318
New Haven,New Haven 23-0-10-092,Comptroller,,D,Kevin Lembo,620
New Haven,New Haven 24-0-10-092,Comptroller,,D,Kevin Lembo,736
New Haven,New Haven 25-0-10-092,Comptroller,,D,Kevin Lembo,1176
New Haven,New Haven 26-0-10-092,Comptroller,,D,Kevin Lembo,1126
New Haven,New Haven 27-1-10-092,Comptroller,,D,Kevin Lembo,611
New Haven,New Haven 28-0-10-093,Comptroller,,D,Kevin Lembo,706
New Haven,New Haven 29-0-10-093,Comptroller,,D,Kevin Lembo,656
New Haven,New Haven 30-1-10-093,Comptroller,,D,Kevin Lembo,166
New Haven,New Haven 30-2-10-093,Comptroller,,D,Kevin Lembo,417
New Haven,New Haven CT,Comptroller,,D,Kevin Lembo,19625
New Haven,New Haven 01-2-11-094,Comptroller,,WF,Kevin Lembo,7
New Haven,New Haven 02-2-10-093,Comptroller,,WF,Kevin Lembo,47
New Haven,New Haven 03-1-10-092,Comptroller,,WF,Kevin Lembo,10
New Haven,New Haven 03-2-10-093,Comptroller,,WF,Kevin Lembo,9
New Haven,New Haven 04-1-10-095,Comptroller,,WF,Kevin Lembo,14
New Haven,New Haven 04-2-10-116,Comptroller,,WF,Kevin Lembo,3
New Haven,New Haven 05-0-10-095,Comptroller,,WF,Kevin Lembo,22
New Haven,New Haven 06-2-11-095,Comptroller,,WF,Kevin Lembo,18
New Haven,New Haven 06-3-11-095,Comptroller,,WF,Kevin Lembo,2
New Haven,New Haven 07-2-11-096,Comptroller,,WF,Kevin Lembo,84
New Haven,New Haven 08-1-11-095,Comptroller,,WF,Kevin Lembo,11
New Haven,New Haven 08-2-11-096,Comptroller,,WF,Kevin Lembo,66
New Haven,New Haven 09-2-11-096,Comptroller,,WF,Kevin Lembo,84
New Haven,New Haven 10-0-11-096,Comptroller,,WF,Kevin Lembo,106
New Haven,New Haven 11-1-11-097,Comptroller,,WF,Kevin Lembo,13
New Haven,New Haven 11-2-11-097,Comptroller,,WF,Kevin Lembo,13
New Haven,New Haven 11-3-11-097,Comptroller,,WF,Kevin Lembo,11
New Haven,New Haven 12-1-11-096,Comptroller,,WF,Kevin Lembo,4
New Haven,New Haven 12-2-11-097,Comptroller,,WF,Kevin Lembo,29
New Haven,New Haven 13-0-11-097,Comptroller,,WF,Kevin Lembo,47
New Haven,New Haven 14-1-11-095,Comptroller,,WF,Kevin Lembo,22
New Haven,New Haven 15-1-11-095,Comptroller,,WF,Kevin Lembo,26
New Haven,New Haven 16-0-11-095,Comptroller,,WF,Kevin Lembo,10
New Haven,New Haven 17-0-11-097,Comptroller,,WF,Kevin Lembo,31
New Haven,New Haven 18-0-11-097,Comptroller,,WF,Kevin Lembo,78
New Haven,New Haven 19-1-10-094,Comptroller,,WF,Kevin Lembo,17
New Haven,New Haven 19-2-11-094,Comptroller,,WF,Kevin Lembo,25
New Haven,New Haven 20-2-10-094,Comptroller,,WF,Kevin Lembo,28
New Haven,New Haven 21-1-10-093,Comptroller,,WF,Kevin Lembo,9
New Haven,New Haven 22-1-10-093,Comptroller,,WF,Kevin Lembo,18
New Haven,New Haven 22-2-10-094,Comptroller,,WF,Kevin Lembo,21
New Haven,New Haven 23-0-10-092,Comptroller,,WF,Kevin Lembo,33
New Haven,New Haven 24-0-10-092,Comptroller,,WF,Kevin Lembo,42
New Haven,New Haven 25-0-10-092,Comptroller,,WF,Kevin Lembo,108
New Haven,New Haven 26-0-10-092,Comptroller,,WF,Kevin Lembo,53
New Haven,New Haven 27-1-10-092,Comptroller,,WF,Kevin Lembo,35
New Haven,New Haven 28-0-10-093,Comptroller,,WF,Kevin Lembo,35
New Haven,New Haven 29-0-10-093,Comptroller,,WF,Kevin Lembo,27
New Haven,New Haven 30-1-10-093,Comptroller,,WF,Kevin Lembo,3
New Haven,New Haven 30-2-10-093,Comptroller,,WF,Kevin Lembo,10
New Haven,New Haven CT,Comptroller,,WF,Kevin Lembo,1231
New Haven,New Haven 01-2-11-094,Comptroller,,UNK,Kevin Lembo,0
New Haven,New Haven 02-2-10-093,Comptroller,,UNK,Kevin Lembo,13
New Haven,New Haven 03-1-10-092,Comptroller,,UNK,Kevin Lembo,15
New Haven,New Haven 03-2-10-093,Comptroller,,UNK,Kevin Lembo,1
New Haven,New Haven 04-1-10-095,Comptroller,,UNK,Kevin Lembo,13
New Haven,New Haven 04-2-10-116,Comptroller,,UNK,Kevin Lembo,2
New Haven,New Haven 05-0-10-095,Comptroller,,UNK,Kevin Lembo,9
New Haven,New Haven 06-2-11-095,Comptroller,,UNK,Kevin Lembo,10
New Haven,New Haven 06-3-11-095,Comptroller,,UNK,Kevin Lembo,2
New Haven,New Haven 07-2-11-096,Comptroller,,UNK,Kevin Lembo,6
New Haven,New Haven 08-1-11-095,Comptroller,,UNK,Kevin Lembo,8
New Haven,New Haven 08-2-11-096,Comptroller,,UNK,Kevin Lembo,6
New Haven,New Haven 09-2-11-096,Comptroller,,UNK,Kevin Lembo,10
New Haven,New Haven 10-0-11-096,Comptroller,,UNK,Kevin Lembo,8
New Haven,New Haven 11-1-11-097,Comptroller,,UNK,Kevin Lembo,16
New Haven,New Haven 11-2-11-097,Comptroller,,UNK,Kevin Lembo,7
New Haven,New Haven 11-3-11-097,Comptroller,,UNK,Kevin Lembo,44
New Haven,New Haven 12-1-11-096,Comptroller,,UNK,Kevin Lembo,6
New Haven,New Haven 12-2-11-097,Comptroller,,UNK,Kevin Lembo,16
New Haven,New Haven 13-0-11-097,Comptroller,,UNK,Kevin Lembo,12
New Haven,New Haven 14-1-11-095,Comptroller,,UNK,Kevin Lembo,11
New Haven,New Haven 15-1-11-095,Comptroller,,UNK,Kevin Lembo,14
New Haven,New Haven 16-0-11-095,Comptroller,,UNK,Kevin Lembo,6
New Haven,New Haven 17-0-11-097,Comptroller,,UNK,Kevin Lembo,9
New Haven,New Haven 18-0-11-097,Comptroller,,UNK,Kevin Lembo,12
New Haven,New Haven 19-1-10-094,Comptroller,,UNK,Kevin Lembo,9
New Haven,New Haven 19-2-11-094,Comptroller,,UNK,Kevin Lembo,0
New Haven,New Haven 20-2-10-094,Comptroller,,UNK,Kevin Lembo,58
New Haven,New Haven 21-1-10-093,Comptroller,,UNK,Kevin Lembo,13
New Haven,New Haven 22-1-10-093,Comptroller,,UNK,Kevin Lembo,15
New Haven,New Haven 22-2-10-094,Comptroller,,UNK,Kevin Lembo,12
New Haven,New Haven 23-0-10-092,Comptroller,,UNK,Kevin Lembo,13
New Haven,New Haven 24-0-10-092,Comptroller,,UNK,Kevin Lembo,10
New Haven,New Haven 25-0-10-092,Comptroller,,UNK,Kevin Lembo,8
New Haven,New Haven 26-0-10-092,Comptroller,,UNK,Kevin Lembo,22
New Haven,New Haven 27-1-10-092,Comptroller,,UNK,Kevin Lembo,19
New Haven,New Haven 28-0-10-093,Comptroller,,UNK,Kevin Lembo,32
New Haven,New Haven 29-0-10-093,Comptroller,,UNK,Kevin Lembo,13
New Haven,New Haven 30-1-10-093,Comptroller,,UNK,Kevin Lembo,4
New Haven,New Haven 30-2-10-093,Comptroller,,UNK,Kevin Lembo,21
New Haven,New Haven CT,Comptroller,,UNK,Kevin Lembo,505
New Haven,New Haven 01-2-11-094,Comptroller,,GRN,Rolf Maurer,10
New Haven,New Haven 02-2-10-093,Comptroller,,GRN,Rolf Maurer,18
New Haven,New Haven 03-1-10-092,Comptroller,,GRN,Rolf Maurer,3
New Haven,New Haven 03-2-10-093,Comptroller,,GRN,Rolf Maurer,3
New Haven,New Haven 04-1-10-095,Comptroller,,GRN,Rolf Maurer,4
New Haven,New Haven 04-2-10-116,Comptroller,,GRN,Rolf Maurer,0
New Haven,New Haven 05-0-10-095,Comptroller,,GRN,Rolf Maurer,5
New Haven,New Haven 06-2-11-095,Comptroller,,GRN,Rolf Maurer,3
New Haven,New Haven 06-3-11-095,Comptroller,,GRN,Rolf Maurer,1
New Haven,New Haven 07-2-11-096,Comptroller,,GRN,Rolf Maurer,62
New Haven,New Haven 08-1-11-095,Comptroller,,GRN,Rolf Maurer,4
New Haven,New Haven 08-2-11-096,Comptroller,,GRN,Rolf Maurer,42
New Haven,New Haven 09-2-11-096,Comptroller,,GRN,Rolf Maurer,32
New Haven,New Haven 10-0-11-096,Comptroller,,GRN,Rolf Maurer,71
New Haven,New Haven 11-1-11-097,Comptroller,,GRN,Rolf Maurer,4
New Haven,New Haven 11-2-11-097,Comptroller,,GRN,Rolf Maurer,2
New Haven,New Haven 11-3-11-097,Comptroller,,GRN,Rolf Maurer,6
New Haven,New Haven 12-1-11-096,Comptroller,,GRN,Rolf Maurer,5
New Haven,New Haven 12-2-11-097,Comptroller,,GRN,Rolf Maurer,5
New Haven,New Haven 13-0-11-097,Comptroller,,GRN,Rolf Maurer,23
New Haven,New Haven 14-1-11-095,Comptroller,,GRN,Rolf Maurer,14
New Haven,New Haven 15-1-11-095,Comptroller,,GRN,Rolf Maurer,8
New Haven,New Haven 16-0-11-095,Comptroller,,GRN,Rolf Maurer,2
New Haven,New Haven 17-0-11-097,Comptroller,,GRN,Rolf Maurer,15
New Haven,New Haven 18-0-11-097,Comptroller,,GRN,Rolf Maurer,30
New Haven,New Haven 19-1-10-094,Comptroller,,GRN,Rolf Maurer,13
New Haven,New Haven 19-2-11-094,Comptroller,,GRN,Rolf Maurer,17
New Haven,New Haven 20-2-10-094,Comptroller,,GRN,Rolf Maurer,4
New Haven,New Haven 21-1-10-093,Comptroller,,GRN,Rolf Maurer,1
New Haven,New Haven 22-1-10-093,Comptroller,,GRN,Rolf Maurer,10
New Haven,New Haven 22-2-10-094,Comptroller,,GRN,Rolf Maurer,12
New Haven,New Haven 23-0-10-092,Comptroller,,GRN,Rolf Maurer,7
New Haven,New Haven 24-0-10-092,Comptroller,,GRN,Rolf Maurer,22
New Haven,New Haven 25-0-10-092,Comptroller,,GRN,Rolf Maurer,65
New Haven,New Haven 26-0-10-092,Comptroller,,GRN,Rolf Maurer,30
New Haven,New Haven 27-1-10-092,Comptroller,,GRN,Rolf Maurer,14
New Haven,New Haven 28-0-10-093,Comptroller,,GRN,Rolf Maurer,10
New Haven,New Haven 29-0-10-093,Comptroller,,GRN,Rolf Maurer,8
New Haven,New Haven 30-1-10-093,Comptroller,,GRN,Rolf Maurer,3
New Haven,New Haven 30-2-10-093,Comptroller,,GRN,Rolf Maurer,0
New Haven,New Haven CT,Comptroller,,GRN,Rolf Maurer,588
New Haven,New Haven 01-2-11-094,Attorney,,R,Kie Westby,23
New Haven,New Haven 02-2-10-093,Attorney,,R,Kie Westby,45
New Haven,New Haven 03-1-10-092,Attorney,,R,Kie Westby,24
New Haven,New Haven 03-2-10-093,Attorney,,R,Kie Westby,5
New Haven,New Haven 04-1-10-095,Attorney,,R,Kie Westby,24
New Haven,New Haven 04-2-10-116,Attorney,,R,Kie Westby,4
New Haven,New Haven 05-0-10-095,Attorney,,R,Kie Westby,35
New Haven,New Haven 06-2-11-095,Attorney,,R,Kie Westby,46
New Haven,New Haven 06-3-11-095,Attorney,,R,Kie Westby,9
New Haven,New Haven 07-2-11-096,Attorney,,R,Kie Westby,138
New Haven,New Haven 08-1-11-095,Attorney,,R,Kie Westby,9
New Haven,New Haven 08-2-11-096,Attorney,,R,Kie Westby,79
New Haven,New Haven 09-2-11-096,Attorney,,R,Kie Westby,71
New Haven,New Haven 10-0-11-096,Attorney,,R,Kie Westby,105
New Haven,New Haven 11-1-11-097,Attorney,,R,Kie Westby,84
New Haven,New Haven 11-2-11-097,Attorney,,R,Kie Westby,25
New Haven,New Haven 11-3-11-097,Attorney,,R,Kie Westby,30
New Haven,New Haven 12-1-11-096,Attorney,,R,Kie Westby,38
New Haven,New Haven 12-2-11-097,Attorney,,R,Kie Westby,48
New Haven,New Haven 13-0-11-097,Attorney,,R,Kie Westby,115
New Haven,New Haven 14-1-11-095,Attorney,,R,Kie Westby,45
New Haven,New Haven 15-1-11-095,Attorney,,R,Kie Westby,35
New Haven,New Haven 16-0-11-095,Attorney,,R,Kie Westby,36
New Haven,New Haven 17-0-11-097,Attorney,,R,Kie Westby,182
New Haven,New Haven 18-0-11-097,Attorney,,R,Kie Westby,324
New Haven,New Haven 19-1-10-094,Attorney,,R,Kie Westby,13
New Haven,New Haven 19-2-11-094,Attorney,,R,Kie Westby,45
New Haven,New Haven 20-2-10-094,Attorney,,R,Kie Westby,20
New Haven,New Haven 21-1-10-093,Attorney,,R,Kie Westby,10
New Haven,New Haven 22-1-10-093,Attorney,,R,Kie Westby,20
New Haven,New Haven 22-2-10-094,Attorney,,R,Kie Westby,24
New Haven,New Haven 23-0-10-092,Attorney,,R,Kie Westby,23
New Haven,New Haven 24-0-10-092,Attorney,,R,Kie Westby,50
New Haven,New Haven 25-0-10-092,Attorney,,R,Kie Westby,209
New Haven,New Haven 26-0-10-092,Attorney,,R,Kie Westby,155
New Haven,New Haven 27-1-10-092,Attorney,,R,Kie Westby,67
New Haven,New Haven 28-0-10-093,Attorney,,R,Kie Westby,55
New Haven,New Haven 29-0-10-093,Attorney,,R,Kie Westby,32
New Haven,New Haven 30-1-10-093,Attorney,,R,Kie Westby,7
New Haven,New Haven 30-2-10-093,Attorney,,R,Kie Westby,11
New Haven,New Haven CT,Attorney,,R,Kie Westby,2320
New Haven,New Haven 01-2-11-094,Attorney,,IND,Kie Westby,2
New Haven,New Haven 02-2-10-093,Attorney,,IND,Kie Westby,9
New Haven,New Haven 03-1-10-092,Attorney,,IND,Kie Westby,0
New Haven,New Haven 03-2-10-093,Attorney,,IND,Kie Westby,1
New Haven,New Haven 04-1-10-095,Attorney,,IND,Kie Westby,1
New Haven,New Haven 04-2-10-116,Attorney,,IND,Kie Westby,2
New Haven,New Haven 05-0-10-095,Attorney,,IND,Kie Westby,4
New Haven,New Haven 06-2-11-095,Attorney,,IND,Kie Westby,5
New Haven,New Haven 06-3-11-095,Attorney,,IND,Kie Westby,0
New Haven,New Haven 07-2-11-096,Attorney,,IND,Kie Westby,15
New Haven,New Haven 08-1-11-095,Attorney,,IND,Kie Westby,4
New Haven,New Haven 08-2-11-096,Attorney,,IND,Kie Westby,4
New Haven,New Haven 09-2-11-096,Attorney,,IND,Kie Westby,10
New Haven,New Haven 10-0-11-096,Attorney,,IND,Kie Westby,14
New Haven,New Haven 11-1-11-097,Attorney,,IND,Kie Westby,11
New Haven,New Haven 11-2-11-097,Attorney,,IND,Kie Westby,5
New Haven,New Haven 11-3-11-097,Attorney,,IND,Kie Westby,2
New Haven,New Haven 12-1-11-096,Attorney,,IND,Kie Westby,0
New Haven,New Haven 12-2-11-097,Attorney,,IND,Kie Westby,5
New Haven,New Haven 13-0-11-097,Attorney,,IND,Kie Westby,9
New Haven,New Haven 14-1-11-095,Attorney,,IND,Kie Westby,3
New Haven,New Haven 15-1-11-095,Attorney,,IND,Kie Westby,6
New Haven,New Haven 16-0-11-095,Attorney,,IND,Kie Westby,3
New Haven,New Haven 17-0-11-097,Attorney,,IND,Kie Westby,17
New Haven,New Haven 18-0-11-097,Attorney,,IND,Kie Westby,20
New Haven,New Haven 19-1-10-094,Attorney,,IND,Kie Westby,5
New Haven,New Haven 19-2-11-094,Attorney,,IND,Kie Westby,2
New Haven,New Haven 20-2-10-094,Attorney,,IND,Kie Westby,4
New Haven,New Haven 21-1-10-093,Attorney,,IND,Kie Westby,3
New Haven,New Haven 22-1-10-093,Attorney,,IND,Kie Westby,2
New Haven,New Haven 22-2-10-094,Attorney,,IND,Kie Westby,0
New Haven,New Haven 23-0-10-092,Attorney,,IND,Kie Westby,2
New Haven,New Haven 24-0-10-092,Attorney,,IND,Kie Westby,9
New Haven,New Haven 25-0-10-092,Attorney,,IND,Kie Westby,17
New Haven,New Haven 26-0-10-092,Attorney,,IND,Kie Westby,16
New Haven,New Haven 27-1-10-092,Attorney,,IND,Kie Westby,7
New Haven,New Haven 28-0-10-093,Attorney,,IND,Kie Westby,0
New Haven,New Haven 29-0-10-093,Attorney,,IND,Kie Westby,6
New Haven,New Haven 30-1-10-093,Attorney,,IND,Kie Westby,2
New Haven,New Haven 30-2-10-093,Attorney,,IND,Kie Westby,3
New Haven,New Haven CT,Attorney,,IND,Kie Westby,230
New Haven,New Haven 01-2-11-094,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 02-2-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 03-1-10-092,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 03-2-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 04-1-10-095,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 04-2-10-116,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 05-0-10-095,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 06-2-11-095,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 06-3-11-095,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 07-2-11-096,Attorney,,UNK,Kie Westby,2
New Haven,New Haven 08-1-11-095,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 08-2-11-096,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 09-2-11-096,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 10-0-11-096,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 11-1-11-097,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 11-2-11-097,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 11-3-11-097,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 12-1-11-096,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 12-2-11-097,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 13-0-11-097,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 14-1-11-095,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 15-1-11-095,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 16-0-11-095,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 17-0-11-097,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 18-0-11-097,Attorney,,UNK,Kie Westby,1
New Haven,New Haven 19-1-10-094,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 19-2-11-094,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 20-2-10-094,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 21-1-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 22-1-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 22-2-10-094,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 23-0-10-092,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 24-0-10-092,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 25-0-10-092,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 26-0-10-092,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 27-1-10-092,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 28-0-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 29-0-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 30-1-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven 30-2-10-093,Attorney,,UNK,Kie Westby,0
New Haven,New Haven CT,Attorney,,UNK,Kie Westby,12
New Haven,New Haven 01-2-11-094,Attorney,,D,George Jepsen,202
New Haven,New Haven 02-2-10-093,Attorney,,D,George Jepsen,572
New Haven,New Haven 03-1-10-092,Attorney,,D,George Jepsen,370
New Haven,New Haven 03-2-10-093,Attorney,,D,George Jepsen,86
New Haven,New Haven 04-1-10-095,Attorney,,D,George Jepsen,380
New Haven,New Haven 04-2-10-116,Attorney,,D,George Jepsen,114
New Haven,New Haven 05-0-10-095,Attorney,,D,George Jepsen,466
New Haven,New Haven 06-2-11-095,Attorney,,D,George Jepsen,354
New Haven,New Haven 06-3-11-095,Attorney,,D,George Jepsen,111
New Haven,New Haven 07-2-11-096,Attorney,,D,George Jepsen,1196
New Haven,New Haven 08-1-11-095,Attorney,,D,George Jepsen,137
New Haven,New Haven 08-2-11-096,Attorney,,D,George Jepsen,594
New Haven,New Haven 09-2-11-096,Attorney,,D,George Jepsen,620
New Haven,New Haven 10-0-11-096,Attorney,,D,George Jepsen,1003
New Haven,New Haven 11-1-11-097,Attorney,,D,George Jepsen,494
New Haven,New Haven 11-2-11-097,Attorney,,D,George Jepsen,138
New Haven,New Haven 11-3-11-097,Attorney,,D,George Jepsen,172
New Haven,New Haven 12-1-11-096,Attorney,,D,George Jepsen,175
New Haven,New Haven 12-2-11-097,Attorney,,D,George Jepsen,428
New Haven,New Haven 13-0-11-097,Attorney,,D,George Jepsen,629
New Haven,New Haven 14-1-11-095,Attorney,,D,George Jepsen,423
New Haven,New Haven 15-1-11-095,Attorney,,D,George Jepsen,366
New Haven,New Haven 16-0-11-095,Attorney,,D,George Jepsen,370
New Haven,New Haven 17-0-11-097,Attorney,,D,George Jepsen,692
New Haven,New Haven 18-0-11-097,Attorney,,D,George Jepsen,850
New Haven,New Haven 19-1-10-094,Attorney,,D,George Jepsen,252
New Haven,New Haven 19-2-11-094,Attorney,,D,George Jepsen,383
New Haven,New Haven 20-2-10-094,Attorney,,D,George Jepsen,979
New Haven,New Haven 21-1-10-093,Attorney,,D,George Jepsen,452
New Haven,New Haven 22-1-10-093,Attorney,,D,George Jepsen,332
New Haven,New Haven 22-2-10-094,Attorney,,D,George Jepsen,328
New Haven,New Haven 23-0-10-092,Attorney,,D,George Jepsen,629
New Haven,New Haven 24-0-10-092,Attorney,,D,George Jepsen,737
New Haven,New Haven 25-0-10-092,Attorney,,D,George Jepsen,1217
New Haven,New Haven 26-0-10-092,Attorney,,D,George Jepsen,1147
New Haven,New Haven 27-1-10-092,Attorney,,D,George Jepsen,619
New Haven,New Haven 28-0-10-093,Attorney,,D,George Jepsen,708
New Haven,New Haven 29-0-10-093,Attorney,,D,George Jepsen,662
New Haven,New Haven 30-1-10-093,Attorney,,D,George Jepsen,164
New Haven,New Haven 30-2-10-093,Attorney,,D,George Jepsen,424
New Haven,New Haven CT,Attorney,,D,George Jepsen,19975
New Haven,New Haven 01-2-11-094,Attorney,,WF,George Jepsen,8
New Haven,New Haven 02-2-10-093,Attorney,,WF,George Jepsen,46
New Haven,New Haven 03-1-10-092,Attorney,,WF,George Jepsen,14
New Haven,New Haven 03-2-10-093,Attorney,,WF,George Jepsen,10
New Haven,New Haven 04-1-10-095,Attorney,,WF,George Jepsen,13
New Haven,New Haven 04-2-10-116,Attorney,,WF,George Jepsen,3
New Haven,New Haven 05-0-10-095,Attorney,,WF,George Jepsen,21
New Haven,New Haven 06-2-11-095,Attorney,,WF,George Jepsen,15
New Haven,New Haven 06-3-11-095,Attorney,,WF,George Jepsen,1
New Haven,New Haven 07-2-11-096,Attorney,,WF,George Jepsen,85
New Haven,New Haven 08-1-11-095,Attorney,,WF,George Jepsen,10
New Haven,New Haven 08-2-11-096,Attorney,,WF,George Jepsen,69
New Haven,New Haven 09-2-11-096,Attorney,,WF,George Jepsen,83
New Haven,New Haven 10-0-11-096,Attorney,,WF,George Jepsen,111
New Haven,New Haven 11-1-11-097,Attorney,,WF,George Jepsen,11
New Haven,New Haven 11-2-11-097,Attorney,,WF,George Jepsen,15
New Haven,New Haven 11-3-11-097,Attorney,,WF,George Jepsen,12
New Haven,New Haven 12-1-11-096,Attorney,,WF,George Jepsen,5
New Haven,New Haven 12-2-11-097,Attorney,,WF,George Jepsen,28
New Haven,New Haven 13-0-11-097,Attorney,,WF,George Jepsen,55
New Haven,New Haven 14-1-11-095,Attorney,,WF,George Jepsen,23
New Haven,New Haven 15-1-11-095,Attorney,,WF,George Jepsen,27
New Haven,New Haven 16-0-11-095,Attorney,,WF,George Jepsen,10
New Haven,New Haven 17-0-11-097,Attorney,,WF,George Jepsen,30
New Haven,New Haven 18-0-11-097,Attorney,,WF,George Jepsen,75
New Haven,New Haven 19-1-10-094,Attorney,,WF,George Jepsen,17
New Haven,New Haven 19-2-11-094,Attorney,,WF,George Jepsen,24
New Haven,New Haven 20-2-10-094,Attorney,,WF,George Jepsen,34
New Haven,New Haven 21-1-10-093,Attorney,,WF,George Jepsen,6
New Haven,New Haven 22-1-10-093,Attorney,,WF,George Jepsen,19
New Haven,New Haven 22-2-10-094,Attorney,,WF,George Jepsen,20
New Haven,New Haven 23-0-10-092,Attorney,,WF,George Jepsen,34
New Haven,New Haven 24-0-10-092,Attorney,,WF,George Jepsen,40
New Haven,New Haven 25-0-10-092,Attorney,,WF,George Jepsen,114
New Haven,New Haven 26-0-10-092,Attorney,,WF,George Jepsen,49
New Haven,New Haven 27-1-10-092,Attorney,,WF,George Jepsen,36
New Haven,New Haven 28-0-10-093,Attorney,,WF,George Jepsen,34
New Haven,New Haven 29-0-10-093,Attorney,,WF,George Jepsen,23
New Haven,New Haven 30-1-10-093,Attorney,,WF,George Jepsen,3
New Haven,New Haven 30-2-10-093,Attorney,,WF,George Jepsen,10
New Haven,New Haven CT,Attorney,,WF,George Jepsen,1243
New Haven,New Haven 01-2-11-094,Attorney,,UNK,George Jepsen,0
New Haven,New Haven 02-2-10-093,Attorney,,UNK,George Jepsen,14
New Haven,New Haven 03-1-10-092,Attorney,,UNK,George Jepsen,14
New Haven,New Haven 03-2-10-093,Attorney,,UNK,George Jepsen,1
New Haven,New Haven 04-1-10-095,Attorney,,UNK,George Jepsen,13
New Haven,New Haven 04-2-10-116,Attorney,,UNK,George Jepsen,1
New Haven,New Haven 05-0-10-095,Attorney,,UNK,George Jepsen,10
New Haven,New Haven 06-2-11-095,Attorney,,UNK,George Jepsen,12
New Haven,New Haven 06-3-11-095,Attorney,,UNK,George Jepsen,1
New Haven,New Haven 07-2-11-096,Attorney,,UNK,George Jepsen,5
New Haven,New Haven 08-1-11-095,Attorney,,UNK,George Jepsen,9
New Haven,New Haven 08-2-11-096,Attorney,,UNK,George Jepsen,6
New Haven,New Haven 09-2-11-096,Attorney,,UNK,George Jepsen,10
New Haven,New Haven 10-0-11-096,Attorney,,UNK,George Jepsen,8
New Haven,New Haven 11-1-11-097,Attorney,,UNK,George Jepsen,16
New Haven,New Haven 11-2-11-097,Attorney,,UNK,George Jepsen,7
New Haven,New Haven 11-3-11-097,Attorney,,UNK,George Jepsen,44
New Haven,New Haven 12-1-11-096,Attorney,,UNK,George Jepsen,6
